,Japan-Nigeria,Brazil-Spain,Zambia-Germany,Australia-United States,New Zealand-France,Colombia-Canada,Colombia,France,Canada,New Zealand,United States,Germany,Australia,Zambia,Spain,Japan,Brazil,Nigeria
195,"(0, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
196,"(0, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
197,"(0, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 8)","(0, 8)",True,True,True,False,True,False,True,True,True,True,False,False
198,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
199,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
200,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 0)","(0, 8)",True,True,True,False,True,False,True,True,True,True,False,False
201,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(8, 0)","(0, 0)",True,True,False,True,True,False,True,True,True,True,False,False
202,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(8, 0)","(8, 0)",True,True,False,True,True,False,True,True,True,True,False,False
203,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(8, 0)","(0, 8)",True,False,True,True,True,False,True,True,True,True,False,False
204,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
205,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
206,"(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 8)","(0, 8)",True,True,True,False,True,False,True,True,True,True,False,False
207,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
208,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
209,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,True,False,True,True,True,False,False
210,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,True,False,True,True,True,False,False
211,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,True,False,True,True,True,False,False
212,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,True,False,True,True,True,False,False
213,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
214,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
215,"(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,True,False,True,True,True,False,False
216,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
217,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
218,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 0)","(0, 8)",True,True,True,False,True,True,True,False,True,True,False,False
219,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(8, 0)","(0, 0)",True,True,False,True,True,True,True,False,True,True,False,False
220,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(8, 0)","(8, 0)",True,True,False,True,True,True,True,False,True,True,False,False
221,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(8, 0)","(0, 8)",True,False,True,True,True,True,True,False,True,True,False,False
222,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
223,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
224,"(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 8)","(0, 8)",True,True,True,False,True,True,True,False,True,True,False,False
225,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
226,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
227,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 0)","(0, 8)",True,True,True,False,True,True,True,False,True,True,False,False
228,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(8, 0)","(0, 0)",True,True,False,True,True,True,True,False,True,True,False,False
229,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(8, 0)","(8, 0)",True,True,False,True,True,True,True,False,True,True,False,False
230,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(8, 0)","(0, 8)",True,False,True,True,True,True,True,False,True,True,False,False
231,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
232,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
233,"(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 8)","(0, 8)",True,True,True,False,True,True,True,False,True,True,False,False
234,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
235,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
236,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
237,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,True,False,False,True,True,True,False
238,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,True,False,False,True,True,True,False
239,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,True,False,False,True,True,True,False
240,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
241,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
242,"(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
243,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
244,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
245,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
246,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
247,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
248,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
249,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
250,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
251,"(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
252,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
253,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
254,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
255,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
256,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
257,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
258,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
259,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
260,"(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
261,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
262,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
263,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
264,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,True,False,False,True,True,True,False
265,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,True,False,False,True,True,True,False
266,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,True,False,False,True,True,True,False
267,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
268,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
269,"(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
270,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
271,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
272,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
273,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,False,True,True,True,True,True,False
274,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,False,True,True,True,True,True,False
275,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,False,True,True,True,True,True,False
276,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
277,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
278,"(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
279,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
280,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
281,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
282,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,False,True,True,True,True,True,False
283,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,False,True,True,True,True,True,False
284,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,False,True,True,True,True,True,False
285,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
286,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
287,"(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
288,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
289,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
290,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,False,False,True,True,True,True,False
291,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,False,False,True,True,True,True,False
292,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,False,False,True,True,True,True,False
293,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,False,False,True,True,True,True,False
294,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
295,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
296,"(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,False,False,True,True,True,True,False
297,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
298,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
299,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
300,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
301,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
302,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
303,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
304,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
305,"(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
306,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
307,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
308,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
309,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
310,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
311,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
312,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
313,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
314,"(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
315,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
316,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
317,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
318,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,True,False,False,True,True,True,False
319,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,True,False,False,True,True,True,False
320,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,True,False,False,True,True,True,False
321,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
322,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
323,"(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
324,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
325,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
326,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
327,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
328,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
329,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
330,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
331,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
332,"(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
333,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
334,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
335,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
336,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
337,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
338,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
339,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
340,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
341,"(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
342,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
343,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
344,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
345,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,True,False,False,True,True,True,False
346,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,True,False,False,True,True,True,False
347,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,True,False,False,True,True,True,False
348,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
349,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
350,"(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,True,False,False,True,True,True,False
351,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
352,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
353,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
354,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,False,True,True,True,True,True,False
355,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,False,True,True,True,True,True,False
356,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,False,True,True,True,True,True,False
357,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
358,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
359,"(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
360,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
361,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
362,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
363,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,False,True,True,True,True,True,False
364,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,False,True,True,True,True,True,False
365,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,False,True,True,True,True,True,False
366,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,False,True,True,True,True,True,False
367,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,False,True,True,True,True,True,False
368,"(8, 0)","(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,False,True,True,True,True,True,False
369,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
370,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 0)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
371,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 8)",True,True,True,False,True,False,False,True,True,True,True,False
372,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 0)",True,True,False,True,True,False,False,True,True,True,True,False
373,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(8, 0)","(8, 0)",True,True,False,True,True,False,False,True,True,True,True,False
374,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 8)",True,False,True,True,True,False,False,True,True,True,True,False
375,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 8)","(0, 0)",True,True,False,False,True,True,False,True,True,True,True,False
376,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 8)","(8, 0)",True,True,False,False,True,True,False,True,True,True,True,False
377,"(8, 0)","(8, 0)","(8, 0)","(0, 8)","(0, 8)","(0, 8)",True,True,True,False,True,False,False,True,True,True,True,False
378,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
379,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
380,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
381,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
382,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
383,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
384,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
385,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
386,"(8, 0)","(8, 0)","(0, 8)","(0, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
387,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
388,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 0)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
389,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 0)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
390,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 0)",True,False,False,True,True,True,True,False,True,True,True,False
391,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(8, 0)","(8, 0)",True,False,False,True,True,True,True,False,True,True,True,False
392,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(8, 0)","(0, 8)",False,False,True,True,True,True,True,False,True,True,True,False
393,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 0)",True,True,False,False,True,True,True,False,True,True,True,False
394,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 8)","(8, 0)",True,True,False,False,True,True,True,False,True,True,True,False
395,"(8, 0)","(8, 0)","(0, 8)","(8, 0)","(0, 8)","(0, 8)",False,True,True,False,True,True,True,False,True,True,True,False
