team_name,team_abbreviation,season_name,date_time_utc,goals_for,goals_against,xgoals_for,xgoals_against,knockout_game
North Carolina Courage,NC,2018,2018-04-28 19:30:00 UTC,2,0,2.127,0.9275,False
Utah Royals FC,UTA,2018,2018-07-01 02:00:00 UTC,3,1,0.9669000000000001,0.37510000000000004,False
NJ/NY Gotham FC,NJY,2018,2018-07-01 02:00:00 UTC,1,3,0.37510000000000004,0.9669000000000001,False
NJ/NY Gotham FC,NJY,2018,2018-07-14 23:00:00 UTC,0,4,0.929,4.4192,False
North Carolina Courage,NC,2018,2018-07-14 23:00:00 UTC,4,0,4.4192,0.929,False
Chicago Red Stars,CHI,2022,2022-06-09 00:00:00 UTC,0,0,0.86,1.1185,False
Washington Spirit,WAS,2022,2022-06-09 00:00:00 UTC,0,0,1.1185,0.86,False
San Diego Wave FC,SD,2022,2022-07-10 02:30:00 UTC,1,2,1.5647,0.4476,False
Angel City FC,LA,2022,2022-07-10 02:30:00 UTC,2,1,0.4476,1.5647,False
San Diego Wave FC,SD,2022,2022-05-18 23:30:00 UTC,0,1,0.7565000000000001,0.25930000000000003,False
Racing Louisville FC,LOU,2022,2022-05-18 23:30:00 UTC,1,0,0.25930000000000003,0.7565000000000001,False
Kansas City Current,KC,2022,2022-09-11 22:00:00 UTC,1,0,1.861,0.9242,False
NJ/NY Gotham FC,NJY,2022,2022-09-11 22:00:00 UTC,0,1,0.9242,1.861,False
Orlando Pride,ORL,2022,2022-09-21 23:00:00 UTC,0,3,0.7296,1.7226,False
North Carolina Courage,NC,2022,2022-09-21 23:00:00 UTC,3,0,1.7226,0.7296,False
Kansas City Current,KC,2022,2022-03-18 23:30:00 UTC,1,1,2.3821,0.7521,False
Racing Louisville FC,LOU,2022,2022-03-18 23:30:00 UTC,1,1,0.7521,2.3821,False
Orlando Pride,ORL,2022,2022-03-30 23:00:00 UTC,0,1,1.558,0.7936000000000001,False
NJ/NY Gotham FC,NJY,2022,2022-03-30 23:00:00 UTC,1,0,0.7936000000000001,1.558,False
Washington Spirit,WAS,2021,2021-11-07 22:30:00 UTC,1,0,2.2392,1.1383,True
North Carolina Courage,NC,2021,2021-11-07 22:30:00 UTC,0,1,1.1383,2.2392,True
Washington Spirit,WAS,2022,2022-03-25 23:30:00 UTC,1,1,2.8233,1.0263,False
NJ/NY Gotham FC,NJY,2022,2022-03-25 23:30:00 UTC,1,1,1.0263,2.8233,False
Houston Dash,HOU,2022,2022-04-03 00:00:00 UTC,0,2,0.30910000000000004,1.9767000000000001,False
Chicago Red Stars,CHI,2022,2022-04-03 00:00:00 UTC,2,0,1.9767000000000001,0.30910000000000004,False
San Diego Wave FC,SD,2022,2022-09-18 02:00:00 UTC,1,0,0.6173000000000001,1.2722,False
Angel City FC,LA,2022,2022-09-18 02:00:00 UTC,0,1,1.2722,0.6173000000000001,False
San Diego Wave FC,SD,2022,2022-10-01 02:00:00 UTC,0,0,0.5023,1.2086000000000001,False
North Carolina Courage,NC,2022,2022-10-01 02:00:00 UTC,0,0,1.2086000000000001,0.5023,False
Chicago Red Stars,CHI,2022,2022-05-22 23:00:00 UTC,4,2,3.0609,1.0646,False
Orlando Pride,ORL,2022,2022-05-22 23:00:00 UTC,2,4,1.0646,3.0609,False
NJ/NY Gotham FC,NJY,2022,2022-09-04 21:00:00 UTC,0,1,1.2123,1.2581,False
North Carolina Courage,NC,2022,2022-09-04 21:00:00 UTC,1,0,1.2581,1.2123,False
Portland Thorns FC,POR,2022,2022-07-17 02:30:00 UTC,5,0,1.991,0.22110000000000002,False
NJ/NY Gotham FC,NJY,2022,2022-07-17 02:30:00 UTC,0,5,0.22110000000000002,1.991,False
Kansas City Current,KC,2022,2022-05-05 00:30:00 UTC,1,2,1.3258,1.9123999999999999,True
North Carolina Courage,NC,2022,2022-05-05 00:30:00 UTC,2,1,1.9123999999999999,1.3258,True
Orlando Pride,ORL,2019,2019-10-05 21:00:00 UTC,0,3,0.3962,0.7405,False
Washington Spirit,WAS,2019,2019-10-05 21:00:00 UTC,3,0,0.7405,0.3962,False
OL Reign,RGN,2019,2019-09-22 02:00:00 UTC,0,1,1.8871,1.0582,False
NJ/NY Gotham FC,NJY,2019,2019-09-22 02:00:00 UTC,1,0,1.0582,1.8871,False
Houston Dash,HOU,2019,2019-06-22 23:00:00 UTC,0,0,0.1938,1.1468,False
Washington Spirit,WAS,2019,2019-06-22 23:00:00 UTC,0,0,1.1468,0.1938,False
Chicago Red Stars,CHI,2018,2018-09-04 23:30:00 UTC,5,0,3.0673,0.1897,False
NJ/NY Gotham FC,NJY,2018,2018-09-04 23:30:00 UTC,0,5,0.1897,3.0673,False
Houston Dash,HOU,2018,2018-07-08 02:00:00 UTC,1,3,0.9076000000000001,1.9162,False
OL Reign,RGN,2018,2018-07-08 02:00:00 UTC,3,1,1.9162,0.9076000000000001,False
Washington Spirit,WAS,2018,2018-05-06 01:00:00 UTC,0,2,0.8864000000000001,0.7516,False
Utah Royals FC,UTA,2018,2018-05-06 01:00:00 UTC,2,0,0.7516,0.8864000000000001,False
Kansas City Current,KC,2021,2021-10-23 00:00:00 UTC,1,1,1.5866,0.482,False
NJ/NY Gotham FC,NJY,2021,2021-10-23 00:00:00 UTC,1,1,0.482,1.5866,False
Kansas City Current,KC,2021,2021-08-26 00:00:00 UTC,1,1,1.1484,0.6735,False
Racing Louisville FC,LOU,2021,2021-08-26 00:00:00 UTC,1,1,0.6735,1.1484,False
Chicago Red Stars,CHI,2021,2021-06-26 20:25:00 UTC,0,3,1.1814,1.5479,False
Racing Louisville FC,LOU,2021,2021-06-26 20:25:00 UTC,3,0,1.5479,1.1814,False
Kansas City Current,KC,2021,2021-04-10 02:30:00 UTC,1,2,0.9384,0.9167000000000001,False
Portland Thorns FC,POR,2021,2021-04-10 02:30:00 UTC,2,1,0.9167000000000001,0.9384,False
Chicago Red Stars,CHI,2020,2020-07-13 02:00:00 UTC,1,0,0.6846,0.6990000000000001,False
Utah Royals FC,UTA,2020,2020-07-13 02:00:00 UTC,0,1,0.6990000000000001,0.6846,False
Boston Breakers,BOS,2017,2017-08-12 19:30:00 UTC,2,2,1.8252000000000002,2.8607,False
Washington Spirit,WAS,2017,2017-08-12 19:30:00 UTC,2,2,2.8607,1.8252000000000002,False
Boston Breakers,BOS,2017,2017-09-02 23:30:00 UTC,2,4,1.0223,2.7271,False
Orlando Pride,ORL,2017,2017-09-02 23:30:00 UTC,4,2,2.7271,1.0223,False
Chicago Red Stars,CHI,2017,2017-07-15 23:00:00 UTC,2,2,1.7709000000000001,1.3032,False
NJ/NY Gotham FC,NJY,2017,2017-07-15 23:00:00 UTC,2,2,1.3032,1.7709000000000001,False
Houston Dash,HOU,2016,2016-07-31 00:30:00 UTC,3,3,1.4785,2.0841,False
Western New York Flash,WNY,2016,2016-07-31 00:30:00 UTC,3,3,2.0841,1.4785,False
Houston Dash,HOU,2016,2016-05-21 00:30:00 UTC,0,1,0.4052,0.5583,False
Orlando Pride,ORL,2016,2016-05-21 00:30:00 UTC,1,0,0.5583,0.4052,False
Chicago Red Stars,CHI,2016,2016-05-01 22:00:00 UTC,1,0,0.8185,0.5646,False
Orlando Pride,ORL,2016,2016-05-01 22:00:00 UTC,0,1,0.5646,0.8185,False
NJ/NY Gotham FC,NJY,2021,2021-04-20 22:00:00 UTC,4,3,2.8938,1.5188000000000001,False
North Carolina Courage,NC,2021,2021-04-20 22:00:00 UTC,3,4,1.5188000000000001,2.8938,False
Portland Thorns FC,POR,2021,2021-07-03 23:30:00 UTC,2,0,1.9067,0.5573,False
Racing Louisville FC,LOU,2021,2021-07-03 23:30:00 UTC,0,2,0.5573,1.9067,False
Kansas City Current,KC,2021,2021-09-26 21:00:00 UTC,1,2,0.676,1.1171,False
Washington Spirit,WAS,2021,2021-09-26 21:00:00 UTC,2,1,1.1171,0.676,False
Kansas City Current,KC,2022,2022-07-31 23:00:00 UTC,2,2,2.0544000000000002,0.7733,False
Orlando Pride,ORL,2022,2022-07-31 23:00:00 UTC,2,2,0.7733,2.0544000000000002,False
Chicago Red Stars,CHI,2022,2022-06-01 23:30:00 UTC,1,1,1.5995,1.6002,False
Washington Spirit,WAS,2022,2022-06-01 23:30:00 UTC,1,1,1.6002,1.5995,False
San Diego Wave FC,SD,2022,2022-04-17 23:00:00 UTC,2,3,1.9986000000000002,1.2532,False
Portland Thorns FC,POR,2022,2022-04-17 23:00:00 UTC,3,2,1.2532,1.9986000000000002,False
Houston Dash,HOU,2018,2018-08-11 23:00:00 UTC,2,1,2.5127,1.292,False
NJ/NY Gotham FC,NJY,2018,2018-08-11 23:00:00 UTC,1,2,1.292,2.5127,False
Houston Dash,HOU,2018,2018-05-19 19:30:00 UTC,0,1,0.2159,1.6769,False
Utah Royals FC,UTA,2018,2018-05-19 19:30:00 UTC,1,0,1.6769,0.2159,False
OL Reign,RGN,2019,2019-09-29 18:00:00 UTC,2,0,1.8075,0.9351,False
Portland Thorns FC,POR,2019,2019-09-29 18:00:00 UTC,0,2,0.9351,1.8075,False
Orlando Pride,ORL,2019,2019-07-07 00:20:00 UTC,4,3,3.1929,3.0139,False
Washington Spirit,WAS,2019,2019-07-07 00:20:00 UTC,3,4,3.0139,3.1929,False
Houston Dash,HOU,2019,2019-04-14 22:00:00 UTC,1,1,1.6789,1.3463,False
OL Reign,RGN,2019,2019-04-14 22:00:00 UTC,1,1,1.3463,1.6789,False
Washington Spirit,WAS,2017,2017-04-15 19:00:00 UTC,0,1,0.3537,1.3361,False
North Carolina Courage,NC,2017,2017-04-15 19:00:00 UTC,1,0,1.3361,0.3537,False
Chicago Red Stars,CHI,2017,2017-05-27 20:00:00 UTC,3,2,0.8053,0.5851000000000001,False
North Carolina Courage,NC,2017,2017-05-27 20:00:00 UTC,2,3,0.5851000000000001,0.8053,False
Chicago Red Stars,CHI,2016,2016-08-27 23:00:00 UTC,3,1,1.8682,2.2725,False
NJ/NY Gotham FC,NJY,2016,2016-08-27 23:00:00 UTC,1,3,2.2725,1.8682,False
OL Reign,RGN,2016,2016-05-29 23:00:00 UTC,0,0,0.5301,0.3627,False
Portland Thorns FC,POR,2016,2016-05-29 23:00:00 UTC,0,0,0.3627,0.5301,False
Kansas City Current,KC,2022,2022-10-29 23:59:00 UTC,0,1,0.3443,1.8134000000000001,True
Portland Thorns FC,POR,2022,2022-10-29 23:59:00 UTC,1,0,1.8134000000000001,0.3443,True
Orlando Pride,ORL,2019,2019-06-22 23:00:00 UTC,1,1,1.3524,2.3938,False
NJ/NY Gotham FC,NJY,2019,2019-06-22 23:00:00 UTC,1,1,2.3938,1.3524,False
Chicago Red Stars,CHI,2019,2019-08-25 19:00:00 UTC,0,3,0.9195000000000001,2.3396,False
Portland Thorns FC,POR,2019,2019-08-25 19:00:00 UTC,3,0,2.3396,0.9195000000000001,False
OL Reign,RGN,2019,2019-09-26 02:00:00 UTC,2,1,0.9091,1.1285,False
Utah Royals FC,UTA,2019,2019-09-26 02:00:00 UTC,1,2,1.1285,0.9091,False
Chicago Red Stars,CHI,2016,2016-07-31 00:00:00 UTC,1,0,1.7098,0.7842,False
FC Kansas City,KC,2016,2016-07-31 00:00:00 UTC,0,1,0.7842,1.7098,False
Boston Breakers,BOS,2016,2016-05-01 21:00:00 UTC,0,1,0.4485,0.9044000000000001,False
Portland Thorns FC,POR,2016,2016-05-01 21:00:00 UTC,1,0,0.9044000000000001,0.4485,False
OL Reign,RGN,2016,2016-05-15 02:00:00 UTC,1,1,0.5409,1.0236,False
Portland Thorns FC,POR,2016,2016-05-15 02:00:00 UTC,1,1,1.0236,0.5409,False
Chicago Red Stars,CHI,2017,2017-09-03 22:00:00 UTC,2,1,0.9148000000000001,1.1827,False
North Carolina Courage,NC,2017,2017-09-03 22:00:00 UTC,1,2,1.1827,0.9148000000000001,False
Portland Thorns FC,POR,2017,2017-07-15 19:30:00 UTC,1,0,0.5943,1.4144,False
North Carolina Courage,NC,2017,2017-07-15 19:30:00 UTC,0,1,1.4144,0.5943,False
Orlando Pride,ORL,2017,2017-08-12 23:30:00 UTC,5,0,4.1907,0.6395000000000001,False
NJ/NY Gotham FC,NJY,2017,2017-08-12 23:30:00 UTC,0,5,0.6395000000000001,4.1907,False
Houston Dash,HOU,2022,2022-07-17 00:30:00 UTC,4,1,1.1263,2.1075,False
Chicago Red Stars,CHI,2022,2022-07-17 00:30:00 UTC,1,4,2.1075,1.1263,False
OL Reign,RGN,2022,2022-05-22 22:00:00 UTC,0,0,1.4334,0.7452000000000001,False
Washington Spirit,WAS,2022,2022-05-22 22:00:00 UTC,0,0,0.7452000000000001,1.4334,False
Kansas City Current,KC,2022,2022-05-14 22:30:00 UTC,2,2,1.8241,1.4146,False
Orlando Pride,ORL,2022,2022-05-14 22:30:00 UTC,2,2,1.4146,1.8241,False
Houston Dash,HOU,2022,2022-09-18 00:00:00 UTC,1,0,1.0331,0.3093,False
Chicago Red Stars,CHI,2022,2022-09-18 00:00:00 UTC,0,1,0.3093,1.0331,False
Racing Louisville FC,LOU,2022,2022-09-26 00:00:00 UTC,3,1,1.226,0.978,False
Angel City FC,LA,2022,2022-09-26 00:00:00 UTC,1,3,0.978,1.226,False
Chicago Red Stars,CHI,2021,2021-11-07 20:00:00 UTC,1,0,0.48450000000000004,0.4665,True
NJ/NY Gotham FC,NJY,2021,2021-11-07 20:00:00 UTC,0,1,0.4665,0.48450000000000004,True
Houston Dash,HOU,2022,2022-03-25 23:30:00 UTC,3,2,2.1348,0.5012,False
Racing Louisville FC,LOU,2022,2022-03-25 23:30:00 UTC,2,3,0.5012,2.1348,False
San Diego Wave FC,SD,2022,2022-04-02 20:00:00 UTC,4,1,2.6846,0.7746000000000001,False
Angel City FC,LA,2022,2022-04-02 20:00:00 UTC,1,4,0.7746000000000001,2.6846,False
OL Reign,RGN,2022,2022-05-05 00:00:00 UTC,0,0,1.9542000000000002,1.1688,True
Washington Spirit,WAS,2022,2022-05-05 00:00:00 UTC,0,0,1.1688,1.9542000000000002,True
Houston Dash,HOU,2021,2021-04-10 00:30:00 UTC,0,0,0.183,1.1981,False
Chicago Red Stars,CHI,2021,2021-04-10 00:30:00 UTC,0,0,1.1981,0.183,False
Portland Thorns FC,POR,2021,2021-08-26 02:30:00 UTC,2,1,2.8753,0.6113000000000001,False
NJ/NY Gotham FC,NJY,2021,2021-08-26 02:30:00 UTC,1,2,0.6113000000000001,2.8753,False
Kansas City Current,KC,2021,2021-09-05 23:00:00 UTC,0,0,1.0969,1.2015,False
North Carolina Courage,NC,2021,2021-09-05 23:00:00 UTC,0,0,1.2015,1.0969,False
Racing Louisville FC,LOU,2021,2021-06-23 23:30:00 UTC,0,2,0.25630000000000003,1.9382000000000001,False
North Carolina Courage,NC,2021,2021-06-23 23:30:00 UTC,2,0,1.9382000000000001,0.25630000000000003,False
Houston Dash,HOU,2018,2018-07-22 14:00:00 UTC,1,0,0.667,1.6099999999999999,False
Washington Spirit,WAS,2018,2018-07-22 14:00:00 UTC,0,1,1.6099999999999999,0.667,False
Houston Dash,HOU,2018,2018-05-05 23:00:00 UTC,3,2,2.7196,1.3187,False
NJ/NY Gotham FC,NJY,2018,2018-05-05 23:00:00 UTC,2,3,1.3187,2.7196,False
Orlando Pride,ORL,2018,2018-07-08 00:00:00 UTC,2,1,3.0893,0.8326,False
Washington Spirit,WAS,2018,2018-07-08 00:00:00 UTC,1,2,0.8326,3.0893,False
Orlando Pride,ORL,2022,2022-03-26 23:00:00 UTC,0,1,0.29050000000000004,1.6904,False
North Carolina Courage,NC,2022,2022-03-26 23:00:00 UTC,1,0,1.6904,0.29050000000000004,False
Orlando Pride,ORL,2022,2022-05-01 23:00:00 UTC,0,3,1.0483,0.7404000000000001,False
NJ/NY Gotham FC,NJY,2022,2022-05-01 23:00:00 UTC,3,0,0.7404000000000001,1.0483,False
Houston Dash,HOU,2022,2022-07-08 23:00:00 UTC,0,0,0.452,0.419,False
Orlando Pride,ORL,2022,2022-07-08 23:00:00 UTC,0,0,0.419,0.452,False
Washington Spirit,WAS,2022,2022-05-15 21:00:00 UTC,0,1,0.4495,0.6411,False
Angel City FC,LA,2022,2022-05-15 21:00:00 UTC,1,0,0.6411,0.4495,False
Washington Spirit,WAS,2022,2022-09-22 02:30:00 UTC,1,2,1.2352,1.1944,False
Angel City FC,LA,2022,2022-09-22 02:30:00 UTC,2,1,1.1944,1.2352,False
San Diego Wave FC,SD,2022,2022-09-10 17:00:00 UTC,3,4,2.9669,1.775,False
Washington Spirit,WAS,2022,2022-09-10 17:00:00 UTC,4,3,1.775,2.9669,False
Houston Dash,HOU,2017,2017-07-03 00:00:00 UTC,2,1,1.4522,0.8224,False
FC Kansas City,KC,2017,2017-07-03 00:00:00 UTC,1,2,0.8224,1.4522,False
Portland Thorns FC,POR,2017,2017-07-23 02:20:00 UTC,2,1,1.5822,2.0548,False
Washington Spirit,WAS,2017,2017-07-23 02:20:00 UTC,1,2,2.0548,1.5822,False
Orlando Pride,ORL,2017,2017-05-07 22:00:00 UTC,1,1,0.6581,1.1383,False
FC Kansas City,KC,2017,2017-05-07 22:00:00 UTC,1,1,1.1383,0.6581,False
Boston Breakers,BOS,2017,2017-09-30 23:00:00 UTC,2,4,1.1262,1.5687,False
NJ/NY Gotham FC,NJY,2017,2017-09-30 23:00:00 UTC,4,2,1.5687,1.1262,False
Portland Thorns FC,POR,2016,2016-04-18 02:00:00 UTC,2,1,0.7656000000000001,0.9702000000000001,False
Orlando Pride,ORL,2016,2016-04-18 02:00:00 UTC,1,2,0.9702000000000001,0.7656000000000001,False
Portland Thorns FC,POR,2016,2016-05-07 23:00:00 UTC,0,0,0.838,1.5825,False
Washington Spirit,WAS,2016,2016-05-07 23:00:00 UTC,0,0,1.5825,0.838,False
Chicago Red Stars,CHI,2016,2016-07-16 23:30:00 UTC,1,0,1.1538,0.2695,False
Orlando Pride,ORL,2016,2016-07-16 23:30:00 UTC,0,1,0.2695,1.1538,False
Portland Thorns FC,POR,2018,2018-09-22 20:30:00 UTC,0,3,0.5201,3.3778,True
North Carolina Courage,NC,2018,2018-09-22 20:30:00 UTC,3,0,3.3778,0.5201,True
Orlando Pride,ORL,2019,2019-06-01 23:30:00 UTC,0,3,0.8289000000000001,1.0476,False
North Carolina Courage,NC,2019,2019-06-01 23:30:00 UTC,3,0,1.0476,0.8289000000000001,False
Portland Thorns FC,POR,2019,2019-08-18 02:30:00 UTC,3,1,1.0142,1.1844000000000001,False
Washington Spirit,WAS,2019,2019-08-18 02:30:00 UTC,1,3,1.1844000000000001,1.0142,False
NJ/NY Gotham FC,NJY,2019,2019-09-07 19:00:00 UTC,1,1,2.2029,1.5754000000000001,False
North Carolina Courage,NC,2019,2019-09-07 19:00:00 UTC,1,1,1.5754000000000001,2.2029,False
OL Reign,RGN,2020,2020-10-01 02:00:00 UTC,1,4,0.7784000000000001,2.226,False
Portland Thorns FC,POR,2020,2020-10-01 02:00:00 UTC,4,1,2.226,0.7784000000000001,False
Orlando Pride,ORL,2021,2021-06-06 18:00:00 UTC,1,1,0.49820000000000003,1.2521,False
Washington Spirit,WAS,2021,2021-06-06 18:00:00 UTC,1,1,1.2521,0.49820000000000003,False
Portland Thorns FC,POR,2021,2021-08-14 23:00:00 UTC,1,1,1.0569,1.1301,False
Orlando Pride,ORL,2021,2021-08-14 23:00:00 UTC,1,1,1.1301,1.0569,False
Washington Spirit,WAS,2021,2021-08-29 21:00:00 UTC,0,0,1.2069,1.256,False
North Carolina Courage,NC,2021,2021-08-29 21:00:00 UTC,0,0,1.256,1.2069,False
Chicago Red Stars,CHI,2018,2018-04-22 00:00:00 UTC,1,1,1.5961,0.7274,False
NJ/NY Gotham FC,NJY,2018,2018-04-22 00:00:00 UTC,1,1,0.7274,1.5961,False
OL Reign,RGN,2018,2018-06-28 02:00:00 UTC,0,0,0.3604,0.7626000000000001,False
Utah Royals FC,UTA,2018,2018-06-28 02:00:00 UTC,0,0,0.7626000000000001,0.3604,False
OL Reign,RGN,2018,2018-07-12 02:30:00 UTC,1,0,0.7204,0.5592,False
Utah Royals FC,UTA,2018,2018-07-12 02:30:00 UTC,0,1,0.5592,0.7204,False
Orlando Pride,ORL,2021,2021-10-16 23:30:00 UTC,1,3,1.2439,1.3038,False
Racing Louisville FC,LOU,2021,2021-10-16 23:30:00 UTC,3,1,1.3038,1.2439,False
Houston Dash,HOU,2021,2021-05-27 00:30:00 UTC,1,2,2.404,1.3499,False
Washington Spirit,WAS,2021,2021-05-27 00:30:00 UTC,2,1,1.3499,2.404,False
OL Reign,RGN,2021,2021-08-01 02:00:00 UTC,2,0,1.2519,1.574,False
Racing Louisville FC,LOU,2021,2021-08-01 02:00:00 UTC,0,2,1.574,1.2519,False
Washington Spirit,WAS,2018,2018-06-08 23:00:00 UTC,0,0,1.3776,1.4676,False
NJ/NY Gotham FC,NJY,2018,2018-06-08 23:00:00 UTC,0,0,1.4676,1.3776,False
Orlando Pride,ORL,2018,2018-09-08 16:00:00 UTC,0,1,2.5011,1.3947,False
NJ/NY Gotham FC,NJY,2018,2018-09-08 16:00:00 UTC,1,0,1.3947,2.5011,False
Orlando Pride,ORL,2018,2018-03-31 19:30:00 UTC,0,2,0.7625000000000001,1.2955,False
Washington Spirit,WAS,2018,2018-03-31 19:30:00 UTC,2,0,1.2955,0.7625000000000001,False
Chicago Red Stars,CHI,2017,2017-10-08 19:30:00 UTC,0,1,0.3688,1.196,True
North Carolina Courage,NC,2017,2017-10-08 19:30:00 UTC,1,0,1.196,0.3688,True
NJ/NY Gotham FC,NJY,2020,2020-07-14 02:00:00 UTC,0,2,0.3365,1.3057,False
North Carolina Courage,NC,2020,2020-07-14 02:00:00 UTC,2,0,1.3057,0.3365,False
Washington Spirit,WAS,2020,2020-07-18 16:30:00 UTC,0,0,1.1291,0.6591,True
NJ/NY Gotham FC,NJY,2020,2020-07-18 16:30:00 UTC,0,0,0.6591,1.1291,True
Portland Thorns FC,POR,2019,2019-05-11 23:30:00 UTC,3,1,2.0465,0.9477000000000001,False
Orlando Pride,ORL,2019,2019-05-11 23:30:00 UTC,1,3,0.9477000000000001,2.0465,False
Washington Spirit,WAS,2019,2019-08-03 20:00:00 UTC,0,1,0.6123000000000001,2.0647,False
North Carolina Courage,NC,2019,2019-08-03 20:00:00 UTC,1,0,2.0647,0.6123000000000001,False
Kansas City Current,KC,2022,2022-06-19 00:30:00 UTC,2,2,0.7597,1.5406,False
Chicago Red Stars,CHI,2022,2022-06-19 00:30:00 UTC,2,2,1.5406,0.7597,False
Orlando Pride,ORL,2022,2022-08-20 23:00:00 UTC,2,1,2.259,1.0632,False
NJ/NY Gotham FC,NJY,2022,2022-08-20 23:00:00 UTC,1,2,1.0632,2.259,False
Houston Dash,HOU,2017,2017-06-24 19:30:00 UTC,2,0,0.9001,0.8310000000000001,False
Orlando Pride,ORL,2017,2017-06-24 19:30:00 UTC,0,2,0.8310000000000001,0.9001,False
Houston Dash,HOU,2017,2017-05-06 20:00:00 UTC,0,1,0.7046,0.9389000000000001,False
Chicago Red Stars,CHI,2017,2017-05-06 20:00:00 UTC,1,0,0.9389000000000001,0.7046,False
Boston Breakers,BOS,2017,2017-04-16 22:00:00 UTC,0,2,1.316,1.9428,False
FC Kansas City,KC,2017,2017-04-16 22:00:00 UTC,2,0,1.9428,1.316,False
Portland Thorns FC,POR,2016,2016-06-26 21:00:00 UTC,2,1,0.44470000000000004,1.1377,False
Orlando Pride,ORL,2016,2016-06-26 21:00:00 UTC,1,2,1.1377,0.44470000000000004,False
Portland Thorns FC,POR,2016,2016-09-12 01:30:00 UTC,3,2,1.4542000000000002,0.8867,False
Western New York Flash,WNY,2016,2016-09-12 01:30:00 UTC,2,3,0.8867,1.4542000000000002,False
Boston Breakers,BOS,2016,2016-04-16 23:00:00 UTC,0,1,0.4934,1.0565,False
Washington Spirit,WAS,2016,2016-04-16 23:00:00 UTC,1,0,1.0565,0.4934,False
Chicago Red Stars,CHI,2016,2016-07-09 23:00:00 UTC,0,2,0.46840000000000004,0.8422000000000001,False
Washington Spirit,WAS,2016,2016-07-09 23:00:00 UTC,2,0,0.8422000000000001,0.46840000000000004,False
Chicago Red Stars,CHI,2016,2016-10-01 00:00:00 UTC,1,2,1.4602,1.295,True
Washington Spirit,WAS,2016,2016-10-01 00:00:00 UTC,2,1,1.295,1.4602,True
Houston Dash,HOU,2017,2017-09-24 00:30:00 UTC,2,3,1.9548,2.5187,False
Chicago Red Stars,CHI,2017,2017-09-24 00:30:00 UTC,3,2,2.5187,1.9548,False
Boston Breakers,BOS,2017,2017-09-23 23:00:00 UTC,2,0,1.9779,0.6372,False
Washington Spirit,WAS,2017,2017-09-23 23:00:00 UTC,0,2,0.6372,1.9779,False
Boston Breakers,BOS,2017,2017-04-29 23:00:00 UTC,3,0,2.2926,1.0531,False
OL Reign,RGN,2017,2017-04-29 23:00:00 UTC,0,3,1.0531,2.2926,False
Houston Dash,HOU,2018,2018-04-18 23:30:00 UTC,0,2,0.5939,0.6702,False
Chicago Red Stars,CHI,2018,2018-04-18 23:30:00 UTC,2,0,0.6702,0.5939,False
Orlando Pride,ORL,2018,2018-06-23 23:00:00 UTC,1,0,0.31570000000000004,0.8029000000000001,False
Washington Spirit,WAS,2018,2018-06-23 23:00:00 UTC,0,1,0.8029000000000001,0.31570000000000004,False
Kansas City Current,KC,2022,2022-04-30 22:00:00 UTC,0,3,0.5018,1.7586,False
Portland Thorns FC,POR,2022,2022-04-30 22:00:00 UTC,3,0,1.7586,0.5018,False
Houston Dash,HOU,2022,2022-07-02 00:30:00 UTC,0,2,1.3357,1.4881,False
Kansas City Current,KC,2022,2022-07-02 00:30:00 UTC,2,0,1.4881,1.3357,False
Angel City FC,LA,2022,2022-08-28 21:00:00 UTC,3,1,1.204,2.1445,False
NJ/NY Gotham FC,NJY,2022,2022-08-28 21:00:00 UTC,1,3,2.1445,1.204,False
Portland Thorns FC,POR,2021,2021-06-06 02:30:00 UTC,3,0,2.7343,0.44430000000000003,False
Racing Louisville FC,LOU,2021,2021-06-06 02:30:00 UTC,0,3,0.44430000000000003,2.7343,False
Racing Louisville FC,LOU,2021,2021-10-31 19:00:00 UTC,1,1,0.98,1.6761,False
NJ/NY Gotham FC,NJY,2021,2021-10-31 19:00:00 UTC,1,1,1.6761,0.98,False
Portland Thorns FC,POR,2021,2021-08-07 23:30:00 UTC,1,0,1.4727000000000001,0.614,False
Washington Spirit,WAS,2021,2021-08-07 23:30:00 UTC,0,1,0.614,1.4727000000000001,False
Orlando Pride,ORL,2019,2019-05-26 00:00:00 UTC,0,2,1.1342,2.1606,False
Utah Royals FC,UTA,2019,2019-05-26 00:00:00 UTC,2,0,2.1606,1.1342,False
Portland Thorns FC,POR,2019,2019-08-11 19:00:00 UTC,0,1,1.5495999999999999,1.8814000000000002,False
North Carolina Courage,NC,2019,2019-08-11 19:00:00 UTC,1,0,1.8814000000000002,1.5495999999999999,False
Houston Dash,HOU,2018,2018-05-28 00:00:00 UTC,3,2,1.8494000000000002,1.6999,False
Washington Spirit,WAS,2018,2018-05-28 00:00:00 UTC,2,3,1.6999,1.8494000000000002,False
Chicago Red Stars,CHI,2018,2018-08-25 23:30:00 UTC,3,1,1.9946000000000002,0.5101,False
Orlando Pride,ORL,2018,2018-08-25 23:30:00 UTC,1,3,0.5101,1.9946000000000002,False
Kansas City Current,KC,2021,2021-05-04 00:00:00 UTC,1,2,1.2908,2.3761,False
OL Reign,RGN,2021,2021-05-04 00:00:00 UTC,2,1,2.3761,1.2908,False
Washington Spirit,WAS,2021,2021-05-21 23:30:00 UTC,0,2,2.4112,0.7723,False
Racing Louisville FC,LOU,2021,2021-05-21 23:30:00 UTC,2,0,0.7723,2.4112,False
