team,player
LA,Angelina Anderson
LA,Hannah Seabert
LA,Sara Doorsoun
LA,Sarah Gorden
LA,Savy King
LA,Sophia Mattice
LA,Evelyn Shores
LA,Gisele Thompson
LA,Jun Endo
LA,Kennedy Fuller
LA,Macey Hodge
LA,Nealy Martin
LA,Lily Nabet
LA,Maiara Niehues
LA,Hina Sugita
LA,Prisca Chilufya
LA,Claire Emslie
LA,Sveindís Jónsdóttir
LA,Sydney Leroux
LA,Maithe Lopez
LA,Casey Phair
LA,Riley Tiernan
LA,Elizabeth Eddy
LA,Madison Hammond
LA,Miyabi Moriya
LA,Megan Reid
LA,Hannah Stambaugh
LA,Christen Press
LA,Ali Riley
BAY,Emmie Allen
BAY,Jordan Silkowitz 
BAY,Joelle Anderson
BAY,Sydney Collins
BAY,Abby Dahlkemper
BAY,Caprice Dydasco
BAY,Kelli Hubly
BAY,Alyssa Malonson
BAY,Emily Menges
BAY,Maddie Moreau 
BAY,Dorian Bailey
BAY,Hannah Bebar
BAY,Tess Boade
BAY,Caroline Conti
BAY,Taylor Huff
BAY,Jamie Shepherd 
BAY,Onyeka Gamero
BAY,Penelope Hocking
BAY,Racheal Kundananji
BAY,Karlie Lema
BAY,Jordan Brewster
BAY,Leah Freeman
BAY,Rachel Hill
BAY,Melissa Lowder
BAY,Catherine Paulson
BAY,Kiki Pickett
BAY,Brooklyn Courtnall
CHI,Halle Mackiewicz
CHI,Mackenzie Wood
CHI,Hannah Anderson
CHI,Samantha Angel
CHI,Kathrin Hendrich
CHI,Natalia Kuikka
CHI,Taylor Malham
CHI,Sam Staab 
CHI,Bea Franklin
CHI,Julia Grosso
CHI,Manaka Hayashi
CHI,Maitane
CHI,Leilanni Nesbeth
CHI,Brianna Pinto 
CHI,Jenna Bike
CHI,Ivonne Chacón
CHI,Micayla Johnson
CHI,Jameese Joseph
CHI,Ludmila
CHI,Mallory Swanson
CHI,Ally Schlegel
CHI,Camryn Biegalski
CHI,Ava Cook
CHI,Nádia Gomes
CHI,Shea Groom
CHI,Alyssa Naeher
CHI,Cari Roccaro
GFC,Ann-Katrin Berger
GFC,Ryan Campbell
GFC,Shelby Hogan
GFC,Bruninha
GFC,Jess Carter
GFC,Tierna Davidson
GFC,Kayla Duran
GFC,Mandy Freeman
GFC,Lilly Reale
GFC,Emily Sonnett
GFC,Sofia Cook
GFC,Josefine Hasbo
GFC,Jaelin Howell
GFC,Rose Lavelle
GFC,Stella Nyamekye
GFC,Sarah Schupansky
GFC,Jaedyn Shaw
GFC,Taryn Torres
GFC,Princess Ademiluyi
GFC,Esther González
GFC,Khyah Harper
GFC,Gabi Portilho
GFC,Midge Purce
GFC,Katie Stengel
GFC,Mak Whitham
GFC,Ella Stevens
GFC,Geyse
HOU,Emily Alvarado
HOU,Jane Campbell
HOU,Savannah Madden
HOU,Alysha Chapman
HOU,Madelyn Desiano
HOU,Jyllissa Harris
HOU,Natalie Jacobs
HOU,Katie Lind
HOU,Courtney Petersen
HOU,Ally Prisock
HOU,Andressa Alves
HOU,Sophie Hirst
HOU,Barbara Olivieri
HOU,Sarah Puntigam
HOU,Sophie Schmidt
HOU,Havana Solaun
HOU,Michelle Alozie
HOU,Ryan Gareis
HOU,Paulina Gramaglia
HOU,Diana Ordóñez
HOU,Nichelle Prince
HOU,Cameron Tucker
HOU,Lindsi Jennings
HOU,Ella Dederick
HOU,Makamae Gomera-Stevens
HOU,Devon Kerr
HOU,Caprice Dydasco
HOU,Shea Groom
HOU,Emily Curran
HOU,Maria Sanchez
HOU,Marisa Viggiano
HOU,Joelle Anderson
KCC,Alana Cook
KCC,Hailie Mace
KCC,Gabrielle Robinson
KCC,Izzy Rodriguez
KCC,Kayla Sharples
KCC,Regan Steigleder
KCC,Ellie Wheeler
KCC,Debinha
KCC,Vanessa DiBernardo
KCC,Bayley Feist
KCC,Claire Hutton
KCC,Jereko
KCC,Lo'eau LaBonta  
KCC,Temwa Chawinga
KCC,Michelle Cooper
KCC,Alex Pfeiffer
KCC,Nichelle Prince
KCC,Bia Zaneratto
KCC,Sophie Braun
KCC,Stine Ballisager Pedersen
KCC,Opeyemi Ajakaye
KCC,Hildah Magaia
KCC,Desiree Scott
KCC,Katie Fraine
KCC,AD Franch
KCC,Almuth Schult
KCC,Elizabeth Ball
KCC,Mallory Weber
KCC,Kristen Hamilton
NC,Marisa Jordan
NC,Maycee Bell
NC,Natalie Jacobs
NC,Feli Rauch
NC,Sydney Schmidt
NC,Natalia Staude
NC,Ryan Williams
NC,Riley Jackson
NC,Shinomi Koyama
NC,Manaka Matsukubo
NC,Denise O'Sullivan
NC,Oli Peña
NC,Ashley Sanchez
NC,Dani Weatherholt
NC,Hannah Betfort
NC,Aline Gomes
NC,Payton Linnehan
NC,Cortnee Vine
NC,Charlotte McLean
NC,Victoria Pickett
NC,Katie Cappelletti
NC,Kaleigh Kurtz
NC,Tyler Lussi
NC,Heather MacNab
NC,Casey Murphy
NC,Brianna Pinto
NC,Meredith Speck
NC,Olivia Wingate
ORL,Kerry Abello
ORL,Kat Asman
ORL,Barbra Banda
ORL,Luana
ORL,Grace Chanda
ORL,Zara Chavoshi
ORL,Angelina
ORL,McKinley Crone
ORL,Julie Doyle
ORL,Cori Dyke
ORL,Oihane
ORL,Simone Jackson
ORL,Ally Lemos
ORL,Haley McCutcheon
ORL,Cosette Morché
ORL,Anna Moorhouse
ORL,Kylie Nadaner
ORL,Jacquie Ovalle
ORL,Emily Sams
ORL,Rafaelle
ORL,Marta
ORL,Viviana Villacorta
ORL,Summer Yates
ORL,Amanda Allen
ORL,Morgan Gautrat
ORL,Mariana Larroquette
ORL,Aryssa Mahrt
ORL,Bri Martinez
ORL,Elyse Bennett
ORL,Simone Charley
ORL,Carson Pickett
ORL,Ally Watt
POR,Mackenzie Arnold
POR,Bella Bixby
POR,Morgan Messner
POR,Daiane
POR,Sam Hiatt
POR,Mallie McKenzie
POR,Isabella Obaze
POR,Jayden Perry
POR,Reyna Reyes
POR,M.A. Vignola
POR,Marie Müller
POR,Deyna Castellanos
POR,Sam Coffey
POR,Jessie Fleming
POR,Olivia Moultrie
POR,Mimi Alidou
POR,Valerin Loboa
POR,Alexa Spaanstra
POR,Pietra Tordin
POR,Reilyn Turner
POR,Julie Dufour
POR,Caiya Hanks
POR,Morgan Weaver
POR,Sophia Wilson
POR,Laila Harbert
POR,Kaitlyn Torpey
POR,Nicole Payne
POR,Naomi Powell
POR,Olivia Katoa
LOU,Jordyn Bloomer
LOU,Cristina Roque
LOU,Ellie Jean
LOU,Lauren Milliet
LOU,Makenna Morris
LOU,Courtney Petersen
LOU,Arin Wright
LOU,Savannah DeMelo
LOU,Taylor Flint
LOU,Katie O'Kane
LOU,Milly Clegg
LOU,Kayla Fischer
LOU,Ella Hase
LOU,Emma Sears
LOU,Janine Sonis
LOU,Sarah Weber
LOU,Kirsten Wright
LOU,Jordan Baggett
LOU,Bethany Balcer
LOU,Allie George
LOU,Uchenna Kanu
LOU,Katie Lund
LOU,Madison White
SD,Kailen Sheridan
SD,Daniela Arias
SD,Trinity Armstrong
SD,Sintia Cabezas
SD,Kristen McNabb
SD,Quincy McMahon
SD,Perle Morroni
SD,Kennedy Wesley
SD,Kimmi Ascanio
SD,Gia Corley
SD,Kenza Dali
SD,Laurina Fazer
SD,Savannah McCaskill
SD,Trinity Byars
SD,Delphine Cascarino
SD,Dudinha
SD,Adriana Leon
SD,Melanie Barcenas
SD,Nya Harrison
SD,Jordan Fusco
SD,DiDi Haračić
