Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report
2018-03-24,Sat,NWSL,Regular Season,Home,W 1–0,Courage,Thorns,Y,DM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-03-31,Sat,NWSL,Regular Season,Home,W 1–0,Courage,Sky Blue,Y,DM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-04-14,Sat,NWSL,Regular Season,Away,W 4–2,Courage,Spirit,Y,CM,90,2,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-04-18,Wed,NWSL,Regular Season,Home,W 1–0,Courage,Reign,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-04-21,Sat,NWSL,Regular Season,Home,D 2–2,Courage,Utah,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-04-28,Sat,NWSL,Regular Season,Away,W 2–0,Courage,Dash,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-05-06,Sun,NWSL,Regular Season,Home,D 1–1,Courage,Red Stars,Y,CM,90,1,0,0,0,,,1,0,,,,,,,0,,,Match Report
2018-05-12,Sat,NWSL,Regular Season,Home,W 1–0,Courage,Spirit,Y,AM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-05-19,Sat,NWSL,Regular Season,Away,W 2–1,Courage,Sky Blue,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-05-23,Wed,NWSL,Regular Season,Away,W 4–3,Courage,Pride,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-05-30,Wed,NWSL,Regular Season,Away,W 4–1,Courage,Thorns,Y,CM,90,0,1,0,0,,,0,0,,,,,,,0,,,Match Report
2018-06-16,Sat,NWSL,Regular Season,Home,L 0–1,Courage,Utah,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-06-23,Sat,NWSL,Regular Season,Away,W 4–1,Courage,Reign,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-06-30,Sat,NWSL,Regular Season,Away,W 3–0,Courage,Pride,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-07-04,Wed,NWSL,Regular Season,Home,W 4–1,Courage,Red Stars,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-07-11,Wed,NWSL,Regular Season,Home,W 2–0,Courage,Spirit,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-07-14,Sat,NWSL,Regular Season,Away,W 4–0,Courage,Sky Blue,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-08-05,Sun,NWSL,Regular Season,Home,W 2–1,Courage,Thorns,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-08-19,Sun,NWSL,Regular Season,Home,W 3–0,Courage,Pride,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
2018-08-25,Sat,NWSL,Regular Season,Away,D 1–1,Courage,Reign,Y,CM,90,0,0,0,0,,,0,0,,,,,,,0,,,Match Report
