p1,p2,minutes
Sophia Smith,Hailie Mace,130
Sophia Smith,Sam Coffey,130
Sophia Smith,Alyssa Thompson,70
Sophia Smith,Julie Ertz,23
Emily Sonnett,Adriana Franch,27
Emily Sonnett,Crystal Dunn,0
Emily Sonnett,Tierna Davidson,283
Emily Sonnett,Becky Sauerbrunn,365
Emily Sonnett,Kelley O'Hara,186
Emily Sonnett,Kristie Mewis,299
Emily Sonnett,Andi Sullivan,574
Emily Sonnett,Rose Lavelle,474
Emily Sonnett,Mallory Swanson,385
Emily Sonnett,Carli Lloyd,122
Emily Sonnett,Lynn Williams,235
Emily Sonnett,Catarina Macario,216
Emily Sonnett,Abby Dahlkemper,198
Emily Sonnett,Alex Morgan,413
Emily Sonnett,Tobin Heath,55
Emily Sonnett,Sophia Smith,350
Emily Sonnett,Emily Sonnett,847
Emily Sonnett,Jane Campbell,180
Emily Sonnett,Casey Krueger,61
Emily Sonnett,Lindsey Horan,504
Emily Sonnett,Megan Rapinoe,190
Emily Sonnett,Emily Fox,324
Emily Sonnett,Casey Murphy,410
Emily Sonnett,Alana Cook,377
Emily Sonnett,Ashley Hatch,197
Emily Sonnett,Midge Purce,322
Emily Sonnett,Bethany Balcer,12
Emily Sonnett,Sofia Huerta,320
Emily Sonnett,Ashley Sanchez,357
Emily Sonnett,Morgan Weaver,20
Emily Sonnett,Imani Dorsey,4
Emily Sonnett,Morgan Gautrat,0
Emily Sonnett,Trinity Rodman,209
Emily Sonnett,Alyssa Naeher,230
Emily Sonnett,Jaelin Howell,4
Emily Sonnett,Aubrey Kingsbury,0
Emily Sonnett,Naomi Girma,347
Emily Sonnett,Sam Mewis,0
Emily Sonnett,Taylor Kornieck,107
Emily Sonnett,Carson Pickett,90
Emily Sonnett,Hailie Mace,0
Emily Sonnett,Sam Coffey,0
Emily Sonnett,Alyssa Thompson,0
Emily Sonnett,Julie Ertz,23
Jane Campbell,Adriana Franch,0
Jane Campbell,Crystal Dunn,0
Jane Campbell,Tierna Davidson,132
Jane Campbell,Becky Sauerbrunn,48
Jane Campbell,Kelley O'Hara,29
Jane Campbell,Kristie Mewis,20
Jane Campbell,Andi Sullivan,161
Jane Campbell,Rose Lavelle,105
Jane Campbell,Mallory Swanson,116
Jane Campbell,Carli Lloyd,95
Jane Campbell,Lynn Williams,48
Jane Campbell,Catarina Macario,145
Jane Campbell,Abby Dahlkemper,180
Jane Campbell,Alex Morgan,85
Jane Campbell,Tobin Heath,39
Jane Campbell,Sophia Smith,141
Jane Campbell,Emily Sonnett,180
Jane Campbell,Jane Campbell,180
Jane Campbell,Casey Krueger,61
Jane Campbell,Lindsey Horan,90
Jane Campbell,Megan Rapinoe,35
Jane Campbell,Emily Fox,90
Jane Campbell,Casey Murphy,0
Jane Campbell,Alana Cook,0
Jane Campbell,Ashley Hatch,0
Jane Campbell,Midge Purce,0
Jane Campbell,Bethany Balcer,0
Jane Campbell,Sofia Huerta,0
Jane Campbell,Ashley Sanchez,0
Jane Campbell,Morgan Weaver,0
Jane Campbell,Imani Dorsey,0
Jane Campbell,Morgan Gautrat,0
Jane Campbell,Trinity Rodman,0
Jane Campbell,Alyssa Naeher,0
Jane Campbell,Jaelin Howell,0
Jane Campbell,Aubrey Kingsbury,0
Jane Campbell,Naomi Girma,0
Jane Campbell,Sam Mewis,0
Jane Campbell,Taylor Kornieck,0
Jane Campbell,Carson Pickett,0
Jane Campbell,Hailie Mace,0
Jane Campbell,Sam Coffey,0
Jane Campbell,Alyssa Thompson,0
Jane Campbell,Julie Ertz,0
Casey Krueger,Adriana Franch,68
Casey Krueger,Crystal Dunn,0
Casey Krueger,Tierna Davidson,173
Casey Krueger,Becky Sauerbrunn,68
Casey Krueger,Kelley O'Hara,68
Casey Krueger,Kristie Mewis,52
Casey Krueger,Andi Sullivan,61
Casey Krueger,Rose Lavelle,129
Casey Krueger,Mallory Swanson,83
Casey Krueger,Carli Lloyd,5
Casey Krueger,Lynn Williams,0
Casey Krueger,Catarina Macario,107
Casey Krueger,Abby Dahlkemper,61
Casey Krueger,Alex Morgan,124
Casey Krueger,Tobin Heath,46
Casey Krueger,Sophia Smith,83
Casey Krueger,Emily Sonnett,61
Casey Krueger,Jane Campbell,61
Casey Krueger,Casey Krueger,173
Casey Krueger,Lindsey Horan,82
Casey Krueger,Megan Rapinoe,46
Casey Krueger,Emily Fox,0
Casey Krueger,Casey Murphy,44
Casey Krueger,Alana Cook,44
Casey Krueger,Ashley Hatch,44
Casey Krueger,Midge Purce,0
Casey Krueger,Bethany Balcer,0
Casey Krueger,Sofia Huerta,44
Casey Krueger,Ashley Sanchez,44
Casey Krueger,Morgan Weaver,0
Casey Krueger,Imani Dorsey,0
Casey Krueger,Morgan Gautrat,0
Casey Krueger,Trinity Rodman,44
Casey Krueger,Alyssa Naeher,0
Casey Krueger,Jaelin Howell,0
Casey Krueger,Aubrey Kingsbury,0
Casey Krueger,Naomi Girma,0
Casey Krueger,Sam Mewis,0
Casey Krueger,Taylor Kornieck,0
Casey Krueger,Carson Pickett,0
Casey Krueger,Hailie Mace,0
Casey Krueger,Sam Coffey,0
Casey Krueger,Alyssa Thompson,44
Casey Krueger,Julie Ertz,44
Lindsey Horan,Adriana Franch,90
Lindsey Horan,Crystal Dunn,293
Lindsey Horan,Tierna Davidson,372
Lindsey Horan,Becky Sauerbrunn,1088
Lindsey Horan,Kelley O'Hara,359
Lindsey Horan,Kristie Mewis,199
Lindsey Horan,Andi Sullivan,1298
Lindsey Horan,Rose Lavelle,1390
Lindsey Horan,Mallory Swanson,1130
Lindsey Horan,Carli Lloyd,93
Lindsey Horan,Lynn Williams,311
Lindsey Horan,Catarina Macario,147
Lindsey Horan,Abby Dahlkemper,136
Lindsey Horan,Alex Morgan,1141
Lindsey Horan,Tobin Heath,65
Lindsey Horan,Sophia Smith,1120
Lindsey Horan,Emily Sonnett,504
Lindsey Horan,Jane Campbell,90
Lindsey Horan,Casey Krueger,82
Lindsey Horan,Lindsey Horan,1851
Lindsey Horan,Megan Rapinoe,342
Lindsey Horan,Emily Fox,1293
Lindsey Horan,Casey Murphy,827
Lindsey Horan,Alana Cook,1245
Lindsey Horan,Ashley Hatch,382
Lindsey Horan,Midge Purce,342
Lindsey Horan,Bethany Balcer,12
Lindsey Horan,Sofia Huerta,956
Lindsey Horan,Ashley Sanchez,471
Lindsey Horan,Morgan Weaver,36
Lindsey Horan,Imani Dorsey,13
Lindsey Horan,Morgan Gautrat,0
Lindsey Horan,Trinity Rodman,399
Lindsey Horan,Alyssa Naeher,844
Lindsey Horan,Jaelin Howell,0
Lindsey Horan,Aubrey Kingsbury,0
Lindsey Horan,Naomi Girma,826
Lindsey Horan,Sam Mewis,0
Lindsey Horan,Taylor Kornieck,81
Lindsey Horan,Carson Pickett,108
Lindsey Horan,Hailie Mace,141
Lindsey Horan,Sam Coffey,163
Lindsey Horan,Alyssa Thompson,84
Lindsey Horan,Julie Ertz,37
Megan Rapinoe,Adriana Franch,46
Megan Rapinoe,Crystal Dunn,39
Megan Rapinoe,Tierna Davidson,62
Megan Rapinoe,Becky Sauerbrunn,257
Megan Rapinoe,Kelley O'Hara,46
Megan Rapinoe,Kristie Mewis,130
Megan Rapinoe,Andi Sullivan,240
Megan Rapinoe,Rose Lavelle,365
Megan Rapinoe,Mallory Swanson,25
Megan Rapinoe,Carli Lloyd,11
Megan Rapinoe,Lynn Williams,38
Megan Rapinoe,Catarina Macario,46
Megan Rapinoe,Abby Dahlkemper,35
Megan Rapinoe,Alex Morgan,254
Megan Rapinoe,Tobin Heath,65
Megan Rapinoe,Sophia Smith,195
Megan Rapinoe,Emily Sonnett,190
Megan Rapinoe,Jane Campbell,35
Megan Rapinoe,Casey Krueger,46
Megan Rapinoe,Lindsey Horan,342
Megan Rapinoe,Megan Rapinoe,480
Megan Rapinoe,Emily Fox,146
Megan Rapinoe,Casey Murphy,209
Megan Rapinoe,Alana Cook,264
Megan Rapinoe,Ashley Hatch,67
Megan Rapinoe,Midge Purce,114
Megan Rapinoe,Bethany Balcer,0
Megan Rapinoe,Sofia Huerta,278
Megan Rapinoe,Ashley Sanchez,199
Megan Rapinoe,Morgan Weaver,0
Megan Rapinoe,Imani Dorsey,0
Megan Rapinoe,Morgan Gautrat,0
Megan Rapinoe,Trinity Rodman,191
Megan Rapinoe,Alyssa Naeher,190
Megan Rapinoe,Jaelin Howell,0
Megan Rapinoe,Aubrey Kingsbury,0
Megan Rapinoe,Naomi Girma,280
Megan Rapinoe,Sam Mewis,0
Megan Rapinoe,Taylor Kornieck,54
Megan Rapinoe,Carson Pickett,124
Megan Rapinoe,Hailie Mace,153
Megan Rapinoe,Sam Coffey,64
Megan Rapinoe,Alyssa Thompson,0
Megan Rapinoe,Julie Ertz,0
Emily Fox,Adriana Franch,22
Emily Fox,Crystal Dunn,220
Emily Fox,Tierna Davidson,396
Emily Fox,Becky Sauerbrunn,881
Emily Fox,Kelley O'Hara,355
Emily Fox,Kristie Mewis,435
Emily Fox,Andi Sullivan,1300
Emily Fox,Rose Lavelle,1188
Emily Fox,Mallory Swanson,1309
Emily Fox,Carli Lloyd,88
Emily Fox,Lynn Williams,353
Emily Fox,Catarina Macario,349
Emily Fox,Abby Dahlkemper,158
Emily Fox,Alex Morgan,913
Emily Fox,Tobin Heath,19
Emily Fox,Sophia Smith,1051
Emily Fox,Emily Sonnett,324
Emily Fox,Jane Campbell,90
Emily Fox,Casey Krueger,0
Emily Fox,Lindsey Horan,1293
Emily Fox,Megan Rapinoe,146
Emily Fox,Emily Fox,1724
Emily Fox,Casey Murphy,716
Emily Fox,Alana Cook,1292
Emily Fox,Ashley Hatch,354
Emily Fox,Midge Purce,316
Emily Fox,Bethany Balcer,0
Emily Fox,Sofia Huerta,873
Emily Fox,Ashley Sanchez,539
Emily Fox,Morgan Weaver,7
Emily Fox,Imani Dorsey,0
Emily Fox,Morgan Gautrat,46
Emily Fox,Trinity Rodman,339
Emily Fox,Alyssa Naeher,836
Emily Fox,Jaelin Howell,61
Emily Fox,Aubrey Kingsbury,60
Emily Fox,Naomi Girma,678
Emily Fox,Sam Mewis,14
Emily Fox,Taylor Kornieck,115
Emily Fox,Carson Pickett,0
Emily Fox,Hailie Mace,1
Emily Fox,Sam Coffey,80
Emily Fox,Alyssa Thompson,0
Emily Fox,Julie Ertz,23
Casey Murphy,Adriana Franch,0
Casey Murphy,Crystal Dunn,101
Casey Murphy,Tierna Davidson,403
Casey Murphy,Becky Sauerbrunn,511
Casey Murphy,Kelley O'Hara,418
Casey Murphy,Kristie Mewis,383
Casey Murphy,Andi Sullivan,921
Casey Murphy,Rose Lavelle,801
Casey Murphy,Mallory Swanson,677
Casey Murphy,Carli Lloyd,0
Casey Murphy,Lynn Williams,268
Casey Murphy,Catarina Macario,170
Casey Murphy,Abby Dahlkemper,0
Casey Murphy,Alex Morgan,591
Casey Murphy,Tobin Heath,0
Casey Murphy,Sophia Smith,695
Casey Murphy,Emily Sonnett,410
Casey Murphy,Jane Campbell,0
Casey Murphy,Casey Krueger,44
Casey Murphy,Lindsey Horan,827
Casey Murphy,Megan Rapinoe,209
Casey Murphy,Emily Fox,716
Casey Murphy,Casey Murphy,1260
Casey Murphy,Alana Cook,1139
Casey Murphy,Ashley Hatch,378
Casey Murphy,Midge Purce,350
Casey Murphy,Bethany Balcer,12
Casey Murphy,Sofia Huerta,732
Casey Murphy,Ashley Sanchez,562
Casey Murphy,Morgan Weaver,36
Casey Murphy,Imani Dorsey,13
Casey Murphy,Morgan Gautrat,46
Casey Murphy,Trinity Rodman,233
Casey Murphy,Alyssa Naeher,0
Casey Murphy,Jaelin Howell,4
Casey Murphy,Aubrey Kingsbury,0
Casey Murphy,Naomi Girma,433
Casey Murphy,Sam Mewis,0
Casey Murphy,Taylor Kornieck,87
Casey Murphy,Carson Pickett,62
Casey Murphy,Hailie Mace,72
Casey Murphy,Sam Coffey,145
Casey Murphy,Alyssa Thompson,107
Casey Murphy,Julie Ertz,44
Alana Cook,Adriana Franch,0
Alana Cook,Crystal Dunn,174
Alana Cook,Tierna Davidson,443
Alana Cook,Becky Sauerbrunn,757
Alana Cook,Kelley O'Hara,441
Alana Cook,Kristie Mewis,557
Alana Cook,Andi Sullivan,1368
Alana Cook,Rose Lavelle,1200
Alana Cook,Mallory Swanson,1188
Alana Cook,Carli Lloyd,0
Alana Cook,Lynn Williams,343
Alana Cook,Catarina Macario,338
Alana Cook,Abby Dahlkemper,90
Alana Cook,Alex Morgan,748
Alana Cook,Tobin Heath,0
Alana Cook,Sophia Smith,1071
Alana Cook,Emily Sonnett,377
Alana Cook,Jane Campbell,0
Alana Cook,Casey Krueger,44
Alana Cook,Lindsey Horan,1245
Alana Cook,Megan Rapinoe,264
Alana Cook,Emily Fox,1292
Alana Cook,Casey Murphy,1139
Alana Cook,Alana Cook,1873
Alana Cook,Ashley Hatch,555
Alana Cook,Midge Purce,413
Alana Cook,Bethany Balcer,12
Alana Cook,Sofia Huerta,1227
Alana Cook,Ashley Sanchez,807
Alana Cook,Morgan Weaver,36
Alana Cook,Imani Dorsey,13
Alana Cook,Morgan Gautrat,46
Alana Cook,Trinity Rodman,508
Alana Cook,Alyssa Naeher,674
Alana Cook,Jaelin Howell,79
Alana Cook,Aubrey Kingsbury,60
Alana Cook,Naomi Girma,550
Alana Cook,Sam Mewis,14
Alana Cook,Taylor Kornieck,105
Alana Cook,Carson Pickett,62
Alana Cook,Hailie Mace,160
Alana Cook,Sam Coffey,172
Alana Cook,Alyssa Thompson,114
Alana Cook,Julie Ertz,44
Ashley Hatch,Adriana Franch,0
Ashley Hatch,Crystal Dunn,74
Ashley Hatch,Tierna Davidson,242
Ashley Hatch,Becky Sauerbrunn,166
Ashley Hatch,Kelley O'Hara,125
Ashley Hatch,Kristie Mewis,199
Ashley Hatch,Andi Sullivan,372
Ashley Hatch,Rose Lavelle,367
Ashley Hatch,Mallory Swanson,274
Ashley Hatch,Carli Lloyd,0
Ashley Hatch,Lynn Williams,210
Ashley Hatch,Catarina Macario,0
Ashley Hatch,Abby Dahlkemper,50
Ashley Hatch,Alex Morgan,0
Ashley Hatch,Tobin Heath,0
Ashley Hatch,Sophia Smith,159
Ashley Hatch,Emily Sonnett,197
Ashley Hatch,Jane Campbell,0
Ashley Hatch,Casey Krueger,44
Ashley Hatch,Lindsey Horan,382
Ashley Hatch,Megan Rapinoe,67
Ashley Hatch,Emily Fox,354
Ashley Hatch,Casey Murphy,378
Ashley Hatch,Alana Cook,555
Ashley Hatch,Ashley Hatch,623
Ashley Hatch,Midge Purce,250
Ashley Hatch,Bethany Balcer,0
Ashley Hatch,Sofia Huerta,409
Ashley Hatch,Ashley Sanchez,311
Ashley Hatch,Morgan Weaver,0
Ashley Hatch,Imani Dorsey,0
Ashley Hatch,Morgan Gautrat,0
Ashley Hatch,Trinity Rodman,239
Ashley Hatch,Alyssa Naeher,223
Ashley Hatch,Jaelin Howell,67
Ashley Hatch,Aubrey Kingsbury,22
Ashley Hatch,Naomi Girma,199
Ashley Hatch,Sam Mewis,22
Ashley Hatch,Taylor Kornieck,26
Ashley Hatch,Carson Pickett,35
Ashley Hatch,Hailie Mace,46
Ashley Hatch,Sam Coffey,38
Ashley Hatch,Alyssa Thompson,61
Ashley Hatch,Julie Ertz,67
Midge Purce,Adriana Franch,0
Midge Purce,Crystal Dunn,46
Midge Purce,Tierna Davidson,179
Midge Purce,Becky Sauerbrunn,277
Midge Purce,Kelley O'Hara,174
Midge Purce,Kristie Mewis,252
Midge Purce,Andi Sullivan,398
Midge Purce,Rose Lavelle,350
Midge Purce,Mallory Swanson,176
Midge Purce,Carli Lloyd,0
Midge Purce,Lynn Williams,198
Midge Purce,Catarina Macario,75
Midge Purce,Abby Dahlkemper,50
Midge Purce,Alex Morgan,222
Midge Purce,Tobin Heath,0
Midge Purce,Sophia Smith,109
Midge Purce,Emily Sonnett,322
Midge Purce,Jane Campbell,0
Midge Purce,Casey Krueger,0
Midge Purce,Lindsey Horan,342
Midge Purce,Megan Rapinoe,114
Midge Purce,Emily Fox,316
Midge Purce,Casey Murphy,350
Midge Purce,Alana Cook,413
Midge Purce,Ashley Hatch,250
Midge Purce,Midge Purce,621
Midge Purce,Bethany Balcer,0
Midge Purce,Sofia Huerta,397
Midge Purce,Ashley Sanchez,360
Midge Purce,Morgan Weaver,4
Midge Purce,Imani Dorsey,0
Midge Purce,Morgan Gautrat,0
Midge Purce,Trinity Rodman,83
Midge Purce,Alyssa Naeher,249
Midge Purce,Jaelin Howell,33
Midge Purce,Aubrey Kingsbury,22
Midge Purce,Naomi Girma,249
Midge Purce,Sam Mewis,22
Midge Purce,Taylor Kornieck,112
Midge Purce,Carson Pickett,46
Midge Purce,Hailie Mace,20
Midge Purce,Sam Coffey,0
Midge Purce,Alyssa Thompson,0
Midge Purce,Julie Ertz,0
Bethany Balcer,Adriana Franch,0
Bethany Balcer,Crystal Dunn,0
Bethany Balcer,Tierna Davidson,12
Bethany Balcer,Becky Sauerbrunn,6
Bethany Balcer,Kelley O'Hara,0
Bethany Balcer,Kristie Mewis,6
Bethany Balcer,Andi Sullivan,6
Bethany Balcer,Rose Lavelle,6
Bethany Balcer,Mallory Swanson,0
Bethany Balcer,Carli Lloyd,0
Bethany Balcer,Lynn Williams,6
Bethany Balcer,Catarina Macario,0
Bethany Balcer,Abby Dahlkemper,0
Bethany Balcer,Alex Morgan,0
Bethany Balcer,Tobin Heath,0
Bethany Balcer,Sophia Smith,0
Bethany Balcer,Emily Sonnett,12
Bethany Balcer,Jane Campbell,0
Bethany Balcer,Casey Krueger,0
Bethany Balcer,Lindsey Horan,12
Bethany Balcer,Megan Rapinoe,0
Bethany Balcer,Emily Fox,0
Bethany Balcer,Casey Murphy,12
Bethany Balcer,Alana Cook,12
Bethany Balcer,Ashley Hatch,0
Bethany Balcer,Midge Purce,0
Bethany Balcer,Bethany Balcer,12
Bethany Balcer,Sofia Huerta,12
Bethany Balcer,Ashley Sanchez,6
Bethany Balcer,Morgan Weaver,12
Bethany Balcer,Imani Dorsey,0
Bethany Balcer,Morgan Gautrat,0
Bethany Balcer,Trinity Rodman,0
Bethany Balcer,Alyssa Naeher,0
Bethany Balcer,Jaelin Howell,0
Bethany Balcer,Aubrey Kingsbury,0
Bethany Balcer,Naomi Girma,0
Bethany Balcer,Sam Mewis,0
Bethany Balcer,Taylor Kornieck,0
Bethany Balcer,Carson Pickett,0
Bethany Balcer,Hailie Mace,0
Bethany Balcer,Sam Coffey,0
Bethany Balcer,Alyssa Thompson,0
Bethany Balcer,Julie Ertz,0
Sofia Huerta,Adriana Franch,0
Sofia Huerta,Crystal Dunn,101
Sofia Huerta,Tierna Davidson,235
Sofia Huerta,Becky Sauerbrunn,591
Sofia Huerta,Kelley O'Hara,98
Sofia Huerta,Kristie Mewis,395
Sofia Huerta,Andi Sullivan,935
Sofia Huerta,Rose Lavelle,997
Sofia Huerta,Mallory Swanson,838
Sofia Huerta,Carli Lloyd,0
Sofia Huerta,Lynn Williams,260
Sofia Huerta,Catarina Macario,114
Sofia Huerta,Abby Dahlkemper,52
Sofia Huerta,Alex Morgan,777
Sofia Huerta,Tobin Heath,0
Sofia Huerta,Sophia Smith,787
Sofia Huerta,Emily Sonnett,320
Sofia Huerta,Jane Campbell,0
Sofia Huerta,Casey Krueger,44
Sofia Huerta,Lindsey Horan,956
Sofia Huerta,Megan Rapinoe,278
Sofia Huerta,Emily Fox,873
Sofia Huerta,Casey Murphy,732
Sofia Huerta,Alana Cook,1227
Sofia Huerta,Ashley Hatch,409
Sofia Huerta,Midge Purce,397
Sofia Huerta,Bethany Balcer,12
Sofia Huerta,Sofia Huerta,1472
Sofia Huerta,Ashley Sanchez,743
Sofia Huerta,Morgan Weaver,32
Sofia Huerta,Imani Dorsey,9
Sofia Huerta,Morgan Gautrat,0
Sofia Huerta,Trinity Rodman,373
Sofia Huerta,Alyssa Naeher,650
Sofia Huerta,Jaelin Howell,57
Sofia Huerta,Aubrey Kingsbury,90
Sofia Huerta,Naomi Girma,731
Sofia Huerta,Sam Mewis,44
Sofia Huerta,Taylor Kornieck,124
Sofia Huerta,Carson Pickett,71
Sofia Huerta,Hailie Mace,72
Sofia Huerta,Sam Coffey,145
Sofia Huerta,Alyssa Thompson,107
Sofia Huerta,Julie Ertz,44
Ashley Sanchez,Adriana Franch,0
Ashley Sanchez,Crystal Dunn,134
Ashley Sanchez,Tierna Davidson,183
Ashley Sanchez,Becky Sauerbrunn,473
Ashley Sanchez,Kelley O'Hara,308
Ashley Sanchez,Kristie Mewis,481
Ashley Sanchez,Andi Sullivan,635
Ashley Sanchez,Rose Lavelle,336
Ashley Sanchez,Mallory Swanson,505
Ashley Sanchez,Carli Lloyd,0
Ashley Sanchez,Lynn Williams,134
Ashley Sanchez,Catarina Macario,212
Ashley Sanchez,Abby Dahlkemper,52
Ashley Sanchez,Alex Morgan,479
Ashley Sanchez,Tobin Heath,0
Ashley Sanchez,Sophia Smith,455
Ashley Sanchez,Emily Sonnett,357
Ashley Sanchez,Jane Campbell,0
Ashley Sanchez,Casey Krueger,44
Ashley Sanchez,Lindsey Horan,471
Ashley Sanchez,Megan Rapinoe,199
Ashley Sanchez,Emily Fox,539
Ashley Sanchez,Casey Murphy,562
Ashley Sanchez,Alana Cook,807
Ashley Sanchez,Ashley Hatch,311
Ashley Sanchez,Midge Purce,360
Ashley Sanchez,Bethany Balcer,6
Ashley Sanchez,Sofia Huerta,743
Ashley Sanchez,Ashley Sanchez,1073
Ashley Sanchez,Morgan Weaver,15
Ashley Sanchez,Imani Dorsey,9
Ashley Sanchez,Morgan Gautrat,0
Ashley Sanchez,Trinity Rodman,370
Ashley Sanchez,Alyssa Naeher,421
Ashley Sanchez,Jaelin Howell,34
Ashley Sanchez,Aubrey Kingsbury,90
Ashley Sanchez,Naomi Girma,536
Ashley Sanchez,Sam Mewis,44
Ashley Sanchez,Taylor Kornieck,98
Ashley Sanchez,Carson Pickett,90
Ashley Sanchez,Hailie Mace,27
Ashley Sanchez,Sam Coffey,42
Ashley Sanchez,Alyssa Thompson,114
Ashley Sanchez,Julie Ertz,54
Morgan Weaver,Adriana Franch,0
Morgan Weaver,Crystal Dunn,0
Morgan Weaver,Tierna Davidson,36
Morgan Weaver,Becky Sauerbrunn,10
Morgan Weaver,Kelley O'Hara,0
Morgan Weaver,Kristie Mewis,26
Morgan Weaver,Andi Sullivan,26
Morgan Weaver,Rose Lavelle,30
Morgan Weaver,Mallory Swanson,0
Morgan Weaver,Carli Lloyd,0
Morgan Weaver,Lynn Williams,21
Morgan Weaver,Catarina Macario,0
Morgan Weaver,Abby Dahlkemper,0
Morgan Weaver,Alex Morgan,0
Morgan Weaver,Tobin Heath,0
Morgan Weaver,Sophia Smith,0
Morgan Weaver,Emily Sonnett,20
Morgan Weaver,Jane Campbell,0
Morgan Weaver,Casey Krueger,0
Morgan Weaver,Lindsey Horan,36
Morgan Weaver,Megan Rapinoe,0
Morgan Weaver,Emily Fox,7
Morgan Weaver,Casey Murphy,36
Morgan Weaver,Alana Cook,36
Morgan Weaver,Ashley Hatch,0
Morgan Weaver,Midge Purce,4
Morgan Weaver,Bethany Balcer,12
Morgan Weaver,Sofia Huerta,32
Morgan Weaver,Ashley Sanchez,15
Morgan Weaver,Morgan Weaver,36
Morgan Weaver,Imani Dorsey,13
Morgan Weaver,Morgan Gautrat,0
Morgan Weaver,Trinity Rodman,0
Morgan Weaver,Alyssa Naeher,0
Morgan Weaver,Jaelin Howell,0
Morgan Weaver,Aubrey Kingsbury,0
Morgan Weaver,Naomi Girma,0
Morgan Weaver,Sam Mewis,0
Morgan Weaver,Taylor Kornieck,0
Morgan Weaver,Carson Pickett,0
Morgan Weaver,Hailie Mace,0
Morgan Weaver,Sam Coffey,0
Morgan Weaver,Alyssa Thompson,0
Morgan Weaver,Julie Ertz,0
Imani Dorsey,Adriana Franch,0
Imani Dorsey,Crystal Dunn,0
Imani Dorsey,Tierna Davidson,13
Imani Dorsey,Becky Sauerbrunn,4
Imani Dorsey,Kelley O'Hara,0
Imani Dorsey,Kristie Mewis,13
Imani Dorsey,Andi Sullivan,9
Imani Dorsey,Rose Lavelle,13
Imani Dorsey,Mallory Swanson,0
Imani Dorsey,Carli Lloyd,0
Imani Dorsey,Lynn Williams,4
Imani Dorsey,Catarina Macario,0
Imani Dorsey,Abby Dahlkemper,0
Imani Dorsey,Alex Morgan,0
Imani Dorsey,Tobin Heath,0
Imani Dorsey,Sophia Smith,0
Imani Dorsey,Emily Sonnett,4
Imani Dorsey,Jane Campbell,0
Imani Dorsey,Casey Krueger,0
Imani Dorsey,Lindsey Horan,13
Imani Dorsey,Megan Rapinoe,0
Imani Dorsey,Emily Fox,0
Imani Dorsey,Casey Murphy,13
Imani Dorsey,Alana Cook,13
Imani Dorsey,Ashley Hatch,0
Imani Dorsey,Midge Purce,0
Imani Dorsey,Bethany Balcer,0
Imani Dorsey,Sofia Huerta,9
Imani Dorsey,Ashley Sanchez,9
Imani Dorsey,Morgan Weaver,13
Imani Dorsey,Imani Dorsey,13
Imani Dorsey,Morgan Gautrat,0
Imani Dorsey,Trinity Rodman,0
Imani Dorsey,Alyssa Naeher,0
Imani Dorsey,Jaelin Howell,0
Imani Dorsey,Aubrey Kingsbury,0
Imani Dorsey,Naomi Girma,0
Imani Dorsey,Sam Mewis,0
Imani Dorsey,Taylor Kornieck,0
Imani Dorsey,Carson Pickett,0
Imani Dorsey,Hailie Mace,0
Imani Dorsey,Sam Coffey,0
Imani Dorsey,Alyssa Thompson,0
Imani Dorsey,Julie Ertz,0
Morgan Gautrat,Adriana Franch,0
Morgan Gautrat,Crystal Dunn,0
Morgan Gautrat,Tierna Davidson,46
Morgan Gautrat,Becky Sauerbrunn,0
Morgan Gautrat,Kelley O'Hara,46
Morgan Gautrat,Kristie Mewis,0
Morgan Gautrat,Andi Sullivan,46
Morgan Gautrat,Rose Lavelle,46
Morgan Gautrat,Mallory Swanson,46
Morgan Gautrat,Carli Lloyd,0
Morgan Gautrat,Lynn Williams,0
Morgan Gautrat,Catarina Macario,46
Morgan Gautrat,Abby Dahlkemper,0
Morgan Gautrat,Alex Morgan,0
Morgan Gautrat,Tobin Heath,0
Morgan Gautrat,Sophia Smith,46
Morgan Gautrat,Emily Sonnett,0
Morgan Gautrat,Jane Campbell,0
Morgan Gautrat,Casey Krueger,0
Morgan Gautrat,Lindsey Horan,0
Morgan Gautrat,Megan Rapinoe,0
Morgan Gautrat,Emily Fox,46
Morgan Gautrat,Casey Murphy,46
Morgan Gautrat,Alana Cook,46
Morgan Gautrat,Ashley Hatch,0
Morgan Gautrat,Midge Purce,0
Morgan Gautrat,Bethany Balcer,0
Morgan Gautrat,Sofia Huerta,0
Morgan Gautrat,Ashley Sanchez,0
Morgan Gautrat,Morgan Weaver,0
Morgan Gautrat,Imani Dorsey,0
Morgan Gautrat,Morgan Gautrat,46
Morgan Gautrat,Trinity Rodman,0
Morgan Gautrat,Alyssa Naeher,0
Morgan Gautrat,Jaelin Howell,0
Morgan Gautrat,Aubrey Kingsbury,0
Morgan Gautrat,Naomi Girma,0
Morgan Gautrat,Sam Mewis,0
Morgan Gautrat,Taylor Kornieck,0
Morgan Gautrat,Carson Pickett,0
Morgan Gautrat,Hailie Mace,0
Morgan Gautrat,Sam Coffey,0
Morgan Gautrat,Alyssa Thompson,0
Morgan Gautrat,Julie Ertz,0
Trinity Rodman,Adriana Franch,0
Trinity Rodman,Crystal Dunn,211
Trinity Rodman,Tierna Davidson,90
Trinity Rodman,Becky Sauerbrunn,301
Trinity Rodman,Kelley O'Hara,79
Trinity Rodman,Kristie Mewis,220
Trinity Rodman,Andi Sullivan,484
Trinity Rodman,Rose Lavelle,334
