p1,p2,minutes
Trinity Rodman,Mallory Swanson,308
Trinity Rodman,Carli Lloyd,0
Trinity Rodman,Lynn Williams,57
Trinity Rodman,Catarina Macario,52
Trinity Rodman,Abby Dahlkemper,30
Trinity Rodman,Alex Morgan,244
Trinity Rodman,Tobin Heath,0
Trinity Rodman,Sophia Smith,196
Trinity Rodman,Emily Sonnett,209
Trinity Rodman,Jane Campbell,0
Trinity Rodman,Casey Krueger,44
Trinity Rodman,Lindsey Horan,399
Trinity Rodman,Megan Rapinoe,191
Trinity Rodman,Emily Fox,339
Trinity Rodman,Casey Murphy,233
Trinity Rodman,Alana Cook,508
Trinity Rodman,Ashley Hatch,239
Trinity Rodman,Midge Purce,83
Trinity Rodman,Bethany Balcer,0
Trinity Rodman,Sofia Huerta,373
Trinity Rodman,Ashley Sanchez,370
Trinity Rodman,Morgan Weaver,0
Trinity Rodman,Imani Dorsey,0
Trinity Rodman,Morgan Gautrat,0
Trinity Rodman,Trinity Rodman,696
Trinity Rodman,Alyssa Naeher,419
Trinity Rodman,Jaelin Howell,34
Trinity Rodman,Aubrey Kingsbury,44
Trinity Rodman,Naomi Girma,404
Trinity Rodman,Sam Mewis,44
Trinity Rodman,Taylor Kornieck,76
Trinity Rodman,Carson Pickett,90
Trinity Rodman,Hailie Mace,107
Trinity Rodman,Sam Coffey,37
Trinity Rodman,Alyssa Thompson,44
Trinity Rodman,Julie Ertz,67
Alyssa Naeher,Adriana Franch,0
Alyssa Naeher,Crystal Dunn,247
Alyssa Naeher,Tierna Davidson,44
Alyssa Naeher,Becky Sauerbrunn,683
Alyssa Naeher,Kelley O'Hara,109
Alyssa Naeher,Kristie Mewis,274
Alyssa Naeher,Andi Sullivan,708
Alyssa Naeher,Rose Lavelle,746
Alyssa Naeher,Mallory Swanson,746
Alyssa Naeher,Carli Lloyd,0
Alyssa Naeher,Lynn Williams,108
Alyssa Naeher,Catarina Macario,108
Alyssa Naeher,Abby Dahlkemper,90
Alyssa Naeher,Alex Morgan,612
Alyssa Naeher,Tobin Heath,0
Alyssa Naeher,Sophia Smith,576
Alyssa Naeher,Emily Sonnett,230
Alyssa Naeher,Jane Campbell,0
Alyssa Naeher,Casey Krueger,0
Alyssa Naeher,Lindsey Horan,844
Alyssa Naeher,Megan Rapinoe,190
Alyssa Naeher,Emily Fox,836
Alyssa Naeher,Casey Murphy,0
Alyssa Naeher,Alana Cook,674
Alyssa Naeher,Ashley Hatch,223
Alyssa Naeher,Midge Purce,249
Alyssa Naeher,Bethany Balcer,0
Alyssa Naeher,Sofia Huerta,650
Alyssa Naeher,Ashley Sanchez,421
Alyssa Naeher,Morgan Weaver,0
Alyssa Naeher,Imani Dorsey,0
Alyssa Naeher,Morgan Gautrat,0
Alyssa Naeher,Trinity Rodman,419
Alyssa Naeher,Alyssa Naeher,1080
Alyssa Naeher,Jaelin Howell,79
Alyssa Naeher,Aubrey Kingsbury,0
Alyssa Naeher,Naomi Girma,580
Alyssa Naeher,Sam Mewis,0
Alyssa Naeher,Taylor Kornieck,118
Alyssa Naeher,Carson Pickett,90
Alyssa Naeher,Hailie Mace,89
Alyssa Naeher,Sam Coffey,27
Alyssa Naeher,Alyssa Thompson,7
Alyssa Naeher,Julie Ertz,23
Jaelin Howell,Adriana Franch,0
Jaelin Howell,Crystal Dunn,0
Jaelin Howell,Tierna Davidson,39
Jaelin Howell,Becky Sauerbrunn,4
Jaelin Howell,Kelley O'Hara,48
Jaelin Howell,Kristie Mewis,83
Jaelin Howell,Andi Sullivan,0
Jaelin Howell,Rose Lavelle,22
Jaelin Howell,Mallory Swanson,67
Jaelin Howell,Carli Lloyd,0
Jaelin Howell,Lynn Williams,39
Jaelin Howell,Catarina Macario,16
Jaelin Howell,Abby Dahlkemper,44
Jaelin Howell,Alex Morgan,0
Jaelin Howell,Tobin Heath,0
Jaelin Howell,Sophia Smith,16
Jaelin Howell,Emily Sonnett,4
Jaelin Howell,Jane Campbell,0
Jaelin Howell,Casey Krueger,0
Jaelin Howell,Lindsey Horan,0
Jaelin Howell,Megan Rapinoe,0
Jaelin Howell,Emily Fox,61
Jaelin Howell,Casey Murphy,4
Jaelin Howell,Alana Cook,79
Jaelin Howell,Ashley Hatch,67
Jaelin Howell,Midge Purce,33
Jaelin Howell,Bethany Balcer,0
Jaelin Howell,Sofia Huerta,57
Jaelin Howell,Ashley Sanchez,34
Jaelin Howell,Morgan Weaver,0
Jaelin Howell,Imani Dorsey,0
Jaelin Howell,Morgan Gautrat,0
Jaelin Howell,Trinity Rodman,34
Jaelin Howell,Alyssa Naeher,79
Jaelin Howell,Jaelin Howell,83
Jaelin Howell,Aubrey Kingsbury,0
Jaelin Howell,Naomi Girma,0
Jaelin Howell,Sam Mewis,0
Jaelin Howell,Taylor Kornieck,0
Jaelin Howell,Carson Pickett,0
Jaelin Howell,Hailie Mace,0
Jaelin Howell,Sam Coffey,0
Jaelin Howell,Alyssa Thompson,0
Jaelin Howell,Julie Ertz,0
Aubrey Kingsbury,Adriana Franch,0
Aubrey Kingsbury,Crystal Dunn,0
Aubrey Kingsbury,Tierna Davidson,0
Aubrey Kingsbury,Becky Sauerbrunn,0
Aubrey Kingsbury,Kelley O'Hara,30
Aubrey Kingsbury,Kristie Mewis,0
Aubrey Kingsbury,Andi Sullivan,90
Aubrey Kingsbury,Rose Lavelle,46
Aubrey Kingsbury,Mallory Swanson,46
Aubrey Kingsbury,Carli Lloyd,0
Aubrey Kingsbury,Lynn Williams,0
Aubrey Kingsbury,Catarina Macario,68
Aubrey Kingsbury,Abby Dahlkemper,30
Aubrey Kingsbury,Alex Morgan,0
Aubrey Kingsbury,Tobin Heath,0
Aubrey Kingsbury,Sophia Smith,68
Aubrey Kingsbury,Emily Sonnett,0
Aubrey Kingsbury,Jane Campbell,0
Aubrey Kingsbury,Casey Krueger,0
Aubrey Kingsbury,Lindsey Horan,0
Aubrey Kingsbury,Megan Rapinoe,0
Aubrey Kingsbury,Emily Fox,60
Aubrey Kingsbury,Casey Murphy,0
Aubrey Kingsbury,Alana Cook,60
Aubrey Kingsbury,Ashley Hatch,22
Aubrey Kingsbury,Midge Purce,22
Aubrey Kingsbury,Bethany Balcer,0
Aubrey Kingsbury,Sofia Huerta,90
Aubrey Kingsbury,Ashley Sanchez,90
Aubrey Kingsbury,Morgan Weaver,0
Aubrey Kingsbury,Imani Dorsey,0
Aubrey Kingsbury,Morgan Gautrat,0
Aubrey Kingsbury,Trinity Rodman,44
Aubrey Kingsbury,Alyssa Naeher,0
Aubrey Kingsbury,Jaelin Howell,0
Aubrey Kingsbury,Aubrey Kingsbury,90
Aubrey Kingsbury,Naomi Girma,90
Aubrey Kingsbury,Sam Mewis,44
Aubrey Kingsbury,Taylor Kornieck,0
Aubrey Kingsbury,Carson Pickett,0
Aubrey Kingsbury,Hailie Mace,0
Aubrey Kingsbury,Sam Coffey,0
Aubrey Kingsbury,Alyssa Thompson,0
Aubrey Kingsbury,Julie Ertz,0
Naomi Girma,Adriana Franch,0
Naomi Girma,Crystal Dunn,267
Naomi Girma,Tierna Davidson,0
Naomi Girma,Becky Sauerbrunn,434
Naomi Girma,Kelley O'Hara,112
Naomi Girma,Kristie Mewis,216
Naomi Girma,Andi Sullivan,609
Naomi Girma,Rose Lavelle,786
Naomi Girma,Mallory Swanson,696
Naomi Girma,Carli Lloyd,0
Naomi Girma,Lynn Williams,94
Naomi Girma,Catarina Macario,68
Naomi Girma,Abby Dahlkemper,30
Naomi Girma,Alex Morgan,696
Naomi Girma,Tobin Heath,0
Naomi Girma,Sophia Smith,595
Naomi Girma,Emily Sonnett,347
Naomi Girma,Jane Campbell,0
Naomi Girma,Casey Krueger,0
Naomi Girma,Lindsey Horan,826
Naomi Girma,Megan Rapinoe,280
Naomi Girma,Emily Fox,678
Naomi Girma,Casey Murphy,433
Naomi Girma,Alana Cook,550
Naomi Girma,Ashley Hatch,199
Naomi Girma,Midge Purce,249
Naomi Girma,Bethany Balcer,0
Naomi Girma,Sofia Huerta,731
Naomi Girma,Ashley Sanchez,536
Naomi Girma,Morgan Weaver,0
Naomi Girma,Imani Dorsey,0
Naomi Girma,Morgan Gautrat,0
Naomi Girma,Trinity Rodman,404
Naomi Girma,Alyssa Naeher,580
Naomi Girma,Jaelin Howell,0
Naomi Girma,Aubrey Kingsbury,90
Naomi Girma,Naomi Girma,1103
Naomi Girma,Sam Mewis,44
Naomi Girma,Taylor Kornieck,158
Naomi Girma,Carson Pickett,90
Naomi Girma,Hailie Mace,72
Naomi Girma,Sam Coffey,137
Naomi Girma,Alyssa Thompson,0
Naomi Girma,Julie Ertz,23
Sam Mewis,Adriana Franch,0
Sam Mewis,Crystal Dunn,0
Sam Mewis,Tierna Davidson,0
Sam Mewis,Becky Sauerbrunn,0
Sam Mewis,Kelley O'Hara,30
Sam Mewis,Kristie Mewis,0
Sam Mewis,Andi Sullivan,44
Sam Mewis,Rose Lavelle,0
Sam Mewis,Mallory Swanson,0
Sam Mewis,Carli Lloyd,0
Sam Mewis,Lynn Williams,0
Sam Mewis,Catarina Macario,22
Sam Mewis,Abby Dahlkemper,30
Sam Mewis,Alex Morgan,0
Sam Mewis,Tobin Heath,0
Sam Mewis,Sophia Smith,22
Sam Mewis,Emily Sonnett,0
Sam Mewis,Jane Campbell,0
Sam Mewis,Casey Krueger,0
Sam Mewis,Lindsey Horan,0
Sam Mewis,Megan Rapinoe,0
Sam Mewis,Emily Fox,14
Sam Mewis,Casey Murphy,0
Sam Mewis,Alana Cook,14
Sam Mewis,Ashley Hatch,22
Sam Mewis,Midge Purce,22
Sam Mewis,Bethany Balcer,0
Sam Mewis,Sofia Huerta,44
Sam Mewis,Ashley Sanchez,44
Sam Mewis,Morgan Weaver,0
Sam Mewis,Imani Dorsey,0
Sam Mewis,Morgan Gautrat,0
Sam Mewis,Trinity Rodman,44
Sam Mewis,Alyssa Naeher,0
Sam Mewis,Jaelin Howell,0
Sam Mewis,Aubrey Kingsbury,44
Sam Mewis,Naomi Girma,44
Sam Mewis,Sam Mewis,44
Sam Mewis,Taylor Kornieck,0
Sam Mewis,Carson Pickett,0
Sam Mewis,Hailie Mace,0
Sam Mewis,Sam Coffey,0
Sam Mewis,Alyssa Thompson,0
Sam Mewis,Julie Ertz,0
Taylor Kornieck,Adriana Franch,0
Taylor Kornieck,Crystal Dunn,73
Taylor Kornieck,Tierna Davidson,0
Taylor Kornieck,Becky Sauerbrunn,92
Taylor Kornieck,Kelley O'Hara,19
Taylor Kornieck,Kristie Mewis,131
Taylor Kornieck,Andi Sullivan,8
Taylor Kornieck,Rose Lavelle,91
Taylor Kornieck,Mallory Swanson,148
Taylor Kornieck,Carli Lloyd,0
Taylor Kornieck,Lynn Williams,39
Taylor Kornieck,Catarina Macario,0
Taylor Kornieck,Abby Dahlkemper,0
Taylor Kornieck,Alex Morgan,99
Taylor Kornieck,Tobin Heath,0
Taylor Kornieck,Sophia Smith,33
Taylor Kornieck,Emily Sonnett,107
Taylor Kornieck,Jane Campbell,0
Taylor Kornieck,Casey Krueger,0
Taylor Kornieck,Lindsey Horan,81
Taylor Kornieck,Megan Rapinoe,54
Taylor Kornieck,Emily Fox,115
Taylor Kornieck,Casey Murphy,87
Taylor Kornieck,Alana Cook,105
Taylor Kornieck,Ashley Hatch,26
Taylor Kornieck,Midge Purce,112
Taylor Kornieck,Bethany Balcer,0
Taylor Kornieck,Sofia Huerta,124
Taylor Kornieck,Ashley Sanchez,98
Taylor Kornieck,Morgan Weaver,0
Taylor Kornieck,Imani Dorsey,0
Taylor Kornieck,Morgan Gautrat,0
Taylor Kornieck,Trinity Rodman,76
Taylor Kornieck,Alyssa Naeher,118
Taylor Kornieck,Jaelin Howell,0
Taylor Kornieck,Aubrey Kingsbury,0
Taylor Kornieck,Naomi Girma,158
Taylor Kornieck,Sam Mewis,0
Taylor Kornieck,Taylor Kornieck,205
Taylor Kornieck,Carson Pickett,28
Taylor Kornieck,Hailie Mace,1
Taylor Kornieck,Sam Coffey,27
Taylor Kornieck,Alyssa Thompson,0
Taylor Kornieck,Julie Ertz,0
Carson Pickett,Adriana Franch,0
Carson Pickett,Crystal Dunn,0
Carson Pickett,Tierna Davidson,0
Carson Pickett,Becky Sauerbrunn,62
Carson Pickett,Kelley O'Hara,19
Carson Pickett,Kristie Mewis,44
Carson Pickett,Andi Sullivan,62
Carson Pickett,Rose Lavelle,124
Carson Pickett,Mallory Swanson,28
Carson Pickett,Carli Lloyd,0
Carson Pickett,Lynn Williams,0
Carson Pickett,Catarina Macario,0
Carson Pickett,Abby Dahlkemper,0
Carson Pickett,Alex Morgan,71
Carson Pickett,Tobin Heath,0
Carson Pickett,Sophia Smith,62
Carson Pickett,Emily Sonnett,90
Carson Pickett,Jane Campbell,0
Carson Pickett,Casey Krueger,0
Carson Pickett,Lindsey Horan,108
Carson Pickett,Megan Rapinoe,124
Carson Pickett,Emily Fox,0
Carson Pickett,Casey Murphy,62
Carson Pickett,Alana Cook,62
Carson Pickett,Ashley Hatch,35
Carson Pickett,Midge Purce,46
Carson Pickett,Bethany Balcer,0
Carson Pickett,Sofia Huerta,71
Carson Pickett,Ashley Sanchez,90
Carson Pickett,Morgan Weaver,0
Carson Pickett,Imani Dorsey,0
Carson Pickett,Morgan Gautrat,0
Carson Pickett,Trinity Rodman,90
Carson Pickett,Alyssa Naeher,90
Carson Pickett,Jaelin Howell,0
Carson Pickett,Aubrey Kingsbury,0
Carson Pickett,Naomi Girma,90
Carson Pickett,Sam Mewis,0
Carson Pickett,Taylor Kornieck,28
Carson Pickett,Carson Pickett,152
Carson Pickett,Hailie Mace,62
Carson Pickett,Sam Coffey,0
Carson Pickett,Alyssa Thompson,0
Carson Pickett,Julie Ertz,0
Hailie Mace,Adriana Franch,0
Hailie Mace,Crystal Dunn,27
Hailie Mace,Tierna Davidson,0
Hailie Mace,Becky Sauerbrunn,90
Hailie Mace,Kelley O'Hara,0
Hailie Mace,Kristie Mewis,21
Hailie Mace,Andi Sullivan,123
Hailie Mace,Rose Lavelle,141
Hailie Mace,Mallory Swanson,11
Hailie Mace,Carli Lloyd,0
Hailie Mace,Lynn Williams,0
Hailie Mace,Catarina Macario,0
Hailie Mace,Abby Dahlkemper,0
Hailie Mace,Alex Morgan,0
Hailie Mace,Tobin Heath,0
Hailie Mace,Sophia Smith,130
Hailie Mace,Emily Sonnett,0
Hailie Mace,Jane Campbell,0
Hailie Mace,Casey Krueger,0
Hailie Mace,Lindsey Horan,141
Hailie Mace,Megan Rapinoe,153
Hailie Mace,Emily Fox,1
Hailie Mace,Casey Murphy,72
Hailie Mace,Alana Cook,160
Hailie Mace,Ashley Hatch,46
Hailie Mace,Midge Purce,20
Hailie Mace,Bethany Balcer,0
Hailie Mace,Sofia Huerta,72
Hailie Mace,Ashley Sanchez,27
Hailie Mace,Morgan Weaver,0
Hailie Mace,Imani Dorsey,0
Hailie Mace,Morgan Gautrat,0
Hailie Mace,Trinity Rodman,107
Hailie Mace,Alyssa Naeher,89
Hailie Mace,Jaelin Howell,0
Hailie Mace,Aubrey Kingsbury,0
Hailie Mace,Naomi Girma,72
Hailie Mace,Sam Mewis,0
Hailie Mace,Taylor Kornieck,1
Hailie Mace,Carson Pickett,62
Hailie Mace,Hailie Mace,161
Hailie Mace,Sam Coffey,37
Hailie Mace,Alyssa Thompson,7
Hailie Mace,Julie Ertz,0
Sam Coffey,Adriana Franch,0
Sam Coffey,Crystal Dunn,82
Sam Coffey,Tierna Davidson,0
Sam Coffey,Becky Sauerbrunn,35
Sam Coffey,Kelley O'Hara,0
Sam Coffey,Kristie Mewis,0
Sam Coffey,Andi Sullivan,0
Sam Coffey,Rose Lavelle,128
Sam Coffey,Mallory Swanson,100
Sam Coffey,Carli Lloyd,0
Sam Coffey,Lynn Williams,0
Sam Coffey,Catarina Macario,0
Sam Coffey,Abby Dahlkemper,0
Sam Coffey,Alex Morgan,107
Sam Coffey,Tobin Heath,0
Sam Coffey,Sophia Smith,130
Sam Coffey,Emily Sonnett,0
Sam Coffey,Jane Campbell,0
Sam Coffey,Casey Krueger,0
Sam Coffey,Lindsey Horan,163
Sam Coffey,Megan Rapinoe,64
Sam Coffey,Emily Fox,80
Sam Coffey,Casey Murphy,145
Sam Coffey,Alana Cook,172
Sam Coffey,Ashley Hatch,38
Sam Coffey,Midge Purce,0
Sam Coffey,Bethany Balcer,0
Sam Coffey,Sofia Huerta,145
Sam Coffey,Ashley Sanchez,42
Sam Coffey,Morgan Weaver,0
Sam Coffey,Imani Dorsey,0
Sam Coffey,Morgan Gautrat,0
Sam Coffey,Trinity Rodman,37
Sam Coffey,Alyssa Naeher,27
Sam Coffey,Jaelin Howell,0
Sam Coffey,Aubrey Kingsbury,0
Sam Coffey,Naomi Girma,137
Sam Coffey,Sam Mewis,0
Sam Coffey,Taylor Kornieck,27
Sam Coffey,Carson Pickett,0
Sam Coffey,Hailie Mace,37
Sam Coffey,Sam Coffey,172
Sam Coffey,Alyssa Thompson,24
Sam Coffey,Julie Ertz,0
Alyssa Thompson,Adriana Franch,0
Alyssa Thompson,Crystal Dunn,24
Alyssa Thompson,Tierna Davidson,61
Alyssa Thompson,Becky Sauerbrunn,53
Alyssa Thompson,Kelley O'Hara,46
Alyssa Thompson,Kristie Mewis,30
Alyssa Thompson,Andi Sullivan,46
Alyssa Thompson,Rose Lavelle,7
Alyssa Thompson,Mallory Swanson,0
Alyssa Thompson,Carli Lloyd,0
Alyssa Thompson,Lynn Williams,0
Alyssa Thompson,Catarina Macario,0
Alyssa Thompson,Abby Dahlkemper,0
Alyssa Thompson,Alex Morgan,46
Alyssa Thompson,Tobin Heath,0
Alyssa Thompson,Sophia Smith,70
Alyssa Thompson,Emily Sonnett,0
Alyssa Thompson,Jane Campbell,0
Alyssa Thompson,Casey Krueger,44
Alyssa Thompson,Lindsey Horan,84
Alyssa Thompson,Megan Rapinoe,0
Alyssa Thompson,Emily Fox,0
Alyssa Thompson,Casey Murphy,107
Alyssa Thompson,Alana Cook,114
Alyssa Thompson,Ashley Hatch,61
Alyssa Thompson,Midge Purce,0
Alyssa Thompson,Bethany Balcer,0
Alyssa Thompson,Sofia Huerta,107
Alyssa Thompson,Ashley Sanchez,114
Alyssa Thompson,Morgan Weaver,0
Alyssa Thompson,Imani Dorsey,0
Alyssa Thompson,Morgan Gautrat,0
Alyssa Thompson,Trinity Rodman,44
Alyssa Thompson,Alyssa Naeher,7
Alyssa Thompson,Jaelin Howell,0
Alyssa Thompson,Aubrey Kingsbury,0
Alyssa Thompson,Naomi Girma,0
Alyssa Thompson,Sam Mewis,0
Alyssa Thompson,Taylor Kornieck,0
Alyssa Thompson,Carson Pickett,0
Alyssa Thompson,Hailie Mace,7
Alyssa Thompson,Sam Coffey,24
Alyssa Thompson,Alyssa Thompson,114
Alyssa Thompson,Julie Ertz,44
Julie Ertz,Adriana Franch,0
Julie Ertz,Crystal Dunn,0
Julie Ertz,Tierna Davidson,44
Julie Ertz,Becky Sauerbrunn,23
Julie Ertz,Kelley O'Hara,0
Julie Ertz,Kristie Mewis,30
Julie Ertz,Andi Sullivan,0
Julie Ertz,Rose Lavelle,13
Julie Ertz,Mallory Swanson,0
Julie Ertz,Carli Lloyd,0
Julie Ertz,Lynn Williams,0
Julie Ertz,Catarina Macario,0
Julie Ertz,Abby Dahlkemper,0
Julie Ertz,Alex Morgan,0
Julie Ertz,Tobin Heath,0
Julie Ertz,Sophia Smith,23
Julie Ertz,Emily Sonnett,23
Julie Ertz,Jane Campbell,0
Julie Ertz,Casey Krueger,44
Julie Ertz,Lindsey Horan,37
Julie Ertz,Megan Rapinoe,0
Julie Ertz,Emily Fox,23
Julie Ertz,Casey Murphy,44
Julie Ertz,Alana Cook,44
Julie Ertz,Ashley Hatch,67
Julie Ertz,Midge Purce,0
Julie Ertz,Bethany Balcer,0
Julie Ertz,Sofia Huerta,44
Julie Ertz,Ashley Sanchez,54
Julie Ertz,Morgan Weaver,0
Julie Ertz,Imani Dorsey,0
Julie Ertz,Morgan Gautrat,0
Julie Ertz,Trinity Rodman,67
Julie Ertz,Alyssa Naeher,23
Julie Ertz,Jaelin Howell,0
Julie Ertz,Aubrey Kingsbury,0
Julie Ertz,Naomi Girma,23
Julie Ertz,Sam Mewis,0
Julie Ertz,Taylor Kornieck,0
Julie Ertz,Carson Pickett,0
Julie Ertz,Hailie Mace,0
Julie Ertz,Sam Coffey,0
Julie Ertz,Alyssa Thompson,44
Julie Ertz,Julie Ertz,67
