date,home,away,is_challenge_cup,is_playoff,home_goals,away_goals,home_penalty,away_penalty,won_on_penalties
2022-07-01,HOU,KC,False,False,1,2,0,0,False
2022-07-01,RGN,NC,False,False,2,0,0,0,False
2022-07-01,LA,POR,False,False,1,1,0,0,False
2022-07-02,NJY,CHI,False,False,0,3,0,0,False
2022-07-03,SD,WAS,False,False,2,1,0,0,False
2022-07-03,ORL,LOU,False,False,2,2,0,0,False
2022-07-08,ORL,HOU,False,False,1,0,0,0,False
2022-07-08,LOU,NJY,False,False,1,2,0,0,False
2022-07-09,LA,SD,False,False,2,1,0,0,False
2022-07-10,WAS,KC,False,False,0,1,0,0,False
2022-07-10,CHI,NC,False,False,2,2,0,0,False
2022-07-10,RGN,POR,False,False,2,2,0,0,False
2022-07-15,SD,LOU,False,False,0,0,0,0,False
2022-07-16,POR,NJY,False,False,5,0,0,0,False
2022-07-16,HOU,CHI,False,False,4,1,0,0,False
2022-07-17,WAS,ORL,False,False,0,0,0,0,False
2022-07-17,KC,RGN,False,False,1,0,0,0,False
2022-07-29,NC,WAS,False,False,3,3,0,0,False
2022-07-29,LOU,POR,False,False,1,2,0,0,False
2022-07-30,CHI,SD,False,False,0,1,0,0,False
2022-07-30,LA,RGN,False,False,2,3,0,0,False
2022-07-31,NJY,HOU,False,False,2,4,0,0,False
2022-07-31,KC,ORL,False,False,2,2,0,0,False
2022-08-02,LOU,RGN,False,False,1,1,0,0,False
2022-08-05,LOU,WAS,False,False,1,1,0,0,False
2022-08-05,POR,NC,False,False,3,3,0,0,False
2022-08-07,SD,KC,False,False,1,2,0,0,False
2022-08-07,CHI,NJY,False,False,2,0,0,0,False
2022-08-07,RGN,HOU,False,False,1,2,0,0,False
2022-08-07,ORL,LA,False,False,2,2,0,0,False
2022-08-10,WAS,POR,False,False,1,2,0,0,False
2022-08-12,HOU,LOU,False,False,0,0,0,0,False
2022-08-13,SD,ORL,False,False,0,1,0,0,False
2022-08-13,NC,KC,False,False,3,4,0,0,False
2022-08-14,RGN,NJY,False,False,4,1,0,0,False
2022-08-14,LA,CHI,False,False,1,0,0,0,False
2022-08-17,HOU,NJY,False,False,2,1,0,0,False
2022-08-19,KC,LA,False,False,1,1,0,0,False
2022-08-20,NJY,ORL,False,False,1,2,0,0,False
2022-08-20,NC,CHI,False,False,4,0,0,0,False
2022-08-20,SD,HOU,False,False,3,1,0,0,False
2022-08-24,NC,POR,False,False,3,1,0,0,False
2022-08-26,ORL,RGN,False,False,1,2,0,0,False
2022-08-27,POR,SD,False,False,0,2,0,0,False
2022-08-27,HOU,WAS,False,False,2,2,0,0,False
2022-08-27,LOU,CHI,False,False,0,4,0,0,False
2022-08-28,NJY,LA,False,False,1,3,0,0,False
2022-08-28,KC,NC,False,False,3,2,0,0,False
2022-09-04,NJY,NC,False,False,0,1,0,0,False
2022-09-09,ORL,POR,False,False,0,2,0,0,False
2022-09-09,RGN,CHI,False,False,2,2,0,0,False
2022-09-10,WAS,SD,False,False,4,3,0,0,False
2022-09-10,NC,LOU,False,False,5,1,0,0,False
2022-09-11,HOU,LA,False,False,1,1,0,0,False
2022-09-11,NJY,KC,False,False,0,1,0,0,False
2022-09-14,CHI,KC,False,False,4,0,0,0,False
2022-09-14,NC,LA,False,False,1,0,0,0,False
2022-09-16,LOU,ORL,False,False,2,0,0,0,False
2022-09-17,WAS,NJY,False,False,2,0,0,0,False
2022-09-17,CHI,HOU,False,False,0,1,0,0,False
2022-09-17,SD,LA,False,False,1,0,0,0,False
2022-09-17,NC,RGN,False,False,1,2,0,0,False
2022-09-18,KC,POR,False,False,1,1,0,0,False
2022-09-21,NJY,RGN,False,False,0,1,0,0,False
2022-09-21,ORL,NC,False,False,0,3,0,0,False
2022-09-21,POR,LOU,False,False,3,0,0,0,False
2022-09-21,LA,WAS,False,False,2,1,0,0,False
2022-09-24,NC,NJY,False,False,3,0,0,0,False
2022-09-24,HOU,RGN,False,False,0,2,0,0,False
2022-09-25,ORL,SD,False,False,2,2,0,0,False
2022-09-25,POR,CHI,False,False,3,0,0,0,False
2022-09-25,KC,WAS,False,False,3,0,0,0,False
2022-09-25,LA,LOU,False,False,1,3,0,0,False
2022-09-30,SD,NC,False,False,0,0,0,0,False
2022-10-01,RGN,ORL,False,False,3,0,0,0,False
2022-10-01,LOU,KC,False,False,1,0,0,0,False
2022-10-01,WAS,HOU,False,False,1,2,0,0,False
2022-10-01,NJY,POR,False,False,3,3,0,0,False
2022-10-02,CHI,LA,False,False,2,0,0,0,False
2022-10-16,SD,CHI,False,True,2,1,0,0,False
2022-10-16,HOU,KC,False,True,1,2,0,0,False
2022-10-23,RGN,KC,False,True,0,2,0,0,False
2022-10-23,POR,SD,False,True,2,1,0,0,False
2022-10-29,POR,KC,False,True,2,0,0,0,False
