date,home,away,is_challenge_cup,is_playoff,home_goals,away_goals,home_penalty,away_penalty,won_on_penalties
2022-03-18,LOU,KC,True,False,1,1,0,0,False
2022-03-18,RGN,POR,True,False,1,1,0,0,False
2022-03-19,ORL,WAS,True,False,0,0,0,0,False
2022-03-19,NC,NJY,True,False,2,0,0,0,False
2022-03-19,LA,SD,True,False,1,1,0,0,False
2022-03-20,HOU,CHI,True,False,1,3,0,0,False
2022-03-25,CHI,KC,True,False,1,2,0,0,False
2022-03-25,WAS,NJY,True,False,1,1,0,0,False
2022-03-25,LOU,HOU,True,False,2,3,0,0,False
2022-03-26,NC,ORL,True,False,1,0,0,0,False
2022-03-26,SD,POR,True,False,0,1,0,0,False
2022-03-26,LA,RGN,True,False,1,3,0,0,False
2022-03-30,WAS,NC,True,False,2,2,0,0,False
2022-03-30,CHI,LOU,True,False,0,0,0,0,False
2022-03-30,HOU,KC,True,False,0,3,0,0,False
2022-03-30,POR,LA,True,False,3,0,0,0,False
2022-03-30,ORL,NJY,True,False,0,1,0,0,False
2022-04-02,POR,RGN,True,False,0,1,0,0,False
2022-04-02,KC,LOU,True,False,0,3,0,0,False
2022-04-02,SD,LA,True,False,4,2,0,0,False
2022-04-02,CHI,HOU,True,False,2,0,0,0,False
2022-04-03,NJY,NC,True,False,1,1,0,0,False
2022-04-03,WAS,ORL,True,False,4,1,0,0,False
2022-04-14,RGN,SD,True,False,3,1,0,0,False
2022-04-15,KC,HOU,True,False,2,1,0,0,False
2022-04-16,LOU,CHI,True,False,1,1,0,0,False
2022-04-16,ORL,NC,True,False,2,4,0,0,False
2022-04-17,NJY,WAS,True,False,1,3,0,0,False
2022-04-17,RGN,LA,True,False,2,1,0,0,False
2022-04-17,POR,SD,True,False,3,2,0,0,False
2022-04-23,NC,WAS,True,False,2,2,0,0,False
2022-04-23,NJY,ORL,True,False,1,1,0,0,False
2022-04-23,SD,RGN,True,False,1,1,0,0,False
2022-04-24,KC,CHI,True,False,2,1,0,0,False
2022-04-24,HOU,LOU,True,False,2,1,0,0,False
2022-04-24,LA,POR,True,False,1,0,0,0,False
2022-04-29,LA,NC,False,False,2,1,0,0,False
2022-04-30,CHI,LOU,False,False,2,1,0,0,False
2022-04-30,POR,KC,False,False,3,0,0,0,False
2022-05-01,ORL,NJY,False,False,0,3,0,0,False
2022-05-01,HOU,SD,False,False,0,1,0,0,False
2022-05-01,WAS,RGN,False,False,2,1,0,0,False
2022-05-04,RGN,WAS,True,True,0,0,8,9,True
2022-05-04,KC,NC,True,True,1,2,0,0,False
2022-05-07,NC,WAS,True,True,2,1,0,0,False
2022-05-07,SD,NJY,False,False,4,0,0,0,False
2022-05-08,RGN,LOU,False,False,2,2,0,0,False
2022-05-08,KC,HOU,False,False,0,2,0,0,False
2022-05-08,LA,ORL,False,False,0,1,0,0,False
2022-05-13,POR,RGN,False,False,0,0,0,0,False
2022-05-14,ORL,KC,False,False,2,2,0,0,False
2022-05-14,LOU,HOU,False,False,1,1,0,0,False
2022-05-15,SD,CHI,False,False,2,1,0,0,False
2022-05-15,WAS,LA,False,False,0,1,0,0,False
2022-05-18,NC,ORL,False,False,1,2,0,0,False
2022-05-18,LOU,SD,False,False,1,0,0,0,False
2022-05-18,POR,WAS,False,False,1,1,0,0,False
2022-05-21,POR,HOU,False,False,0,2,0,0,False
2022-05-21,LA,KC,False,False,1,0,0,0,False
2022-05-22,NC,SD,False,False,0,1,0,0,False
2022-05-22,NJY,LOU,False,False,0,1,0,0,False
2022-05-22,RGN,WAS,False,False,0,0,0,0,False
2022-05-22,ORL,CHI,False,False,2,4,0,0,False
2022-05-25,RGN,KC,False,False,1,0,0,0,False
2022-05-27,ORL,WAS,False,False,2,2,0,0,False
2022-05-28,CHI,POR,False,False,2,2,0,0,False
2022-05-29,HOU,NC,False,False,1,1,0,0,False
2022-05-29,LA,NJY,False,False,0,1,0,0,False
2022-05-29,RGN,SD,False,False,1,0,0,0,False
2022-05-30,KC,LOU,False,False,1,0,0,0,False
2022-06-01,WAS,CHI,False,False,1,1,0,0,False
2022-06-03,HOU,ORL,False,False,5,0,0,0,False
2022-06-03,POR,LA,False,False,3,0,0,0,False
2022-06-04,NJY,WAS,False,False,1,0,0,0,False
2022-06-04,LOU,NC,False,False,0,3,0,0,False
2022-06-04,KC,SD,False,False,2,2,0,0,False
2022-06-04,CHI,RGN,False,False,1,0,0,0,False
2022-06-07,LA,HOU,False,False,0,0,0,0,False
2022-06-08,CHI,WAS,False,False,0,0,0,0,False
2022-06-08,SD,POR,False,False,2,2,0,0,False
2022-06-11,LOU,LA,False,False,2,3,0,0,False
2022-06-11,KC,NJY,False,False,1,0,0,0,False
2022-06-11,WAS,NC,False,False,2,3,0,0,False
2022-06-12,SD,RGN,False,False,1,1,0,0,False
2022-06-12,CHI,ORL,False,False,1,0,0,0,False
2022-06-12,HOU,POR,False,False,0,4,0,0,False
2022-06-17,WAS,LOU,False,False,2,2,0,0,False
2022-06-18,KC,CHI,False,False,2,2,0,0,False
2022-06-18,RGN,LA,False,False,1,0,0,0,False
2022-06-19,NC,HOU,False,False,3,4,0,0,False
2022-06-19,POR,ORL,False,False,6,0,0,0,False
2022-06-19,NJY,SD,False,False,0,3,0,0,False
