minute,second,type,x,y,x2,y2,name,number,team
75,23,1,2.2,44.2,15.0,7.7,P. Tullis-Joyce,91,RGN
75,26,1,15.1,7.7,27.5,25.4,S. Huerta,11,RGN
75,29,1,27.6,25.3,27.9,13.3,E. Sonnett,2,RGN
75,39,1,68.6,29.3,87.8,20.0,S. Huerta,11,RGN
75,40,1,87.8,20.0,87.1,52.1,B. Balcer,8,RGN
75,42,16,87.1,52.1,99.0,51.0,J. Fishlock,10,RGN
