minute,second,type,x,y,x2,y2,name,number,team
11,37,1,51.8,63.9,47.1,36.3,N. Girma,4,SD
11,40,1,53.6,34.0,56.8,9.5,K. Riehl,18,SD
11,42,1,56.4,8.2,64.2,27.9,C. Westphal,20,SD
11,43,1,64.4,27.9,92.4,19.5,D. Colaprico,24,SD
11,50,1,94.8,18.9,92.3,39.5,M. Doniak,15,SD
11,52,16,93.2,40.6,99,48.7,J. Shaw,11,SD
