minute,second,type,x,y,x2,y2,name,number,team
0,0,1,49.6,49.9,39.6,55.4,Debinha,99,KC
0,5,1,38.6,60.2,30.5,63.6,M. Gautrat,2,KC
0,6,1,30.5,63.6,31.1,42.4,G. Robinson,24,KC
0,7,1,31.1,42.4,37.6,19.0,E. Ball,7,KC
0,10,1,37.9,16.0,57.3,16.0,V. DiBernardo,16,KC
0,13,1,59.6,14.8,54.9,6.5,k. Del Fava,8,KC
0,18,1,54.6,6.3,80.6,10.0,v. DiBernardo,16,KC
0,20,1,88.4,20.3,90.9,52.2,Debinha,99,KC
0,22,16,90.3,52.5,99,53.0,M. Cooper,17,KC
