minute,second,type,x,y,x2,y2,name,number,team
67,46,1,13.9,41.5,21.0,17.1,A. Moorhouse,21,ORL
67,51,1,21.8,10.8,48.7,12.6,M. Montefusco,5,ORL
67,52,1,45.8,14.9,43.3,26.2,Marta,10,ORL
67,59,1,74.4,38.3,88.9,31.2,E. Tymrak,15,ORL
68,3,16,91.1,31.5,99,43.7,Adriana,9,ORL
