team,rank,PTS,MP,W,L,D,GF,GA,GD
POR,1,10,4,3,0,1,11,2,9
RGN,2,9,4,3,1,0,8,3,5
SD,3,9,4,3,1,0,8,4,4
NJNY,4,9,4,3,1,0,5,3,2
WAS,5,8,4,2,0,2,5,3,2
HOU,6,6,4,1,0,3,3,2,1
LA,7,4,4,1,2,1,5,7,-2
LOU,8,3,4,0,1,3,4,6,-2
CHI,9,3,4,1,3,0,9,12,-3
NC,10,3,4,1,3,0,3,6,-3
KC,11,3,4,1,3,0,5,9,-4
ORL,12,0,4,0,4,0,1,10,-9
