team,rank,PTS,MP,W,L,D,GF,GA,GD
POR,1,7,3,2,0,1,9,2,7
WAS,2,7,3,2,0,1,5,3,2
SD,3,6,3,2,1,0,6,4,2
RGN,4,6,3,2,1,0,3,1,2
NJNY,5,6,3,2,1,0,4,3,1
HOU,6,5,3,1,0,2,3,2,1
LA,7,4,3,1,1,1,5,5,0
CHI,8,3,3,1,2,0,7,7,0
LOU,9,3,3,0,0,3,4,4,0
NC,10,3,3,1,2,0,3,5,-2
KCC,11,0,3,0,3,0,3,9,-6
ORL,12,0,3,0,3,0,1,8,-7
