team,rank,PTS,MP,W,L,D,GF,GA,GD
POR,1,32,19,9,5,5,40,25,15
SD,2,30,19,9,7,3,27,22,5
NJNY,3,30,19,8,5,6,23,19,4
NC,4,28,19,8,7,4,27,21,6
RGN,5,27,19,8,8,3,25,23,2
WAS,6,26,19,6,5,8,24,27,-3
ORL,7,25,19,8,10,1,23,25,-2
LA,8,25,19,6,6,7,24,27,-3
LOU,9,24,19,5,5,9,22,19,3
HOU,10,23,19,5,6,8,13,15,-2
KCC,11,22,19,7,11,1,21,29,-8
CHI,12,21,19,6,10,3,24,41,-17
