team,rank,PTS,MP,W,L,D,GF,GA,GD
SD,1,37,22,11,7,4,31,22,9
POR,2,35,22,10,7,5,42,32,10
NC,3,33,22,9,7,6,29,22,7
RGN,4,32,22,9,8,5,29,24,5
LA,5,31,22,8,7,7,31,30,1
NJNY,6,31,22,8,7,7,25,24,1
ORL,7,31,22,10,11,1,27,28,-1
WAS,8,30,22,7,6,9,26,29,-3
LOU,9,27,22,6,7,9,25,24,1
HOU,10,26,22,6,8,8,16,18,-2
KCC,11,26,22,8,12,2,30,36,-6
CHI,12,24,22,7,12,3,28,50,-22
