team,rank,PTS,MP,W,L,D,GF,GA,GD
WAS,1,15,7,4,0,3,10,5,5
RGN,2,13,7,4,2,1,12,6,6
NJNY,3,13,7,4,2,1,7,6,1
POR,4,12,7,3,1,3,18,10,8
SD,5,12,7,4,3,0,12,10,2
NC,6,10,7,3,3,1,8,9,-1
HOU,7,9,7,2,2,3,5,6,-1
LA,8,8,7,2,3,2,11,13,-2
LOU,9,7,7,1,2,4,9,9,0
ORL,10,7,7,2,4,1,5,11,-6
KCC,11,6,7,2,5,0,9,14,-5
CHI,12,4,7,1,5,1,11,18,-7
