team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,35,15,10,0,5,39,20,19
ORL,2,35,15,10,0,5,30,11,19
WAS,3,31,15,10,4,1,29,18,11
NJNY,4,28,15,8,3,4,17,12,5
POR,5,24,15,7,5,3,26,20,6
NC,6,22,15,7,7,1,17,16,1
CHI,7,20,15,6,7,2,22,22,0
BAY,8,18,15,6,9,0,19,25,-6
LOU,9,16,15,3,5,7,20,19,1
SD,10,15,15,3,6,6,12,16,-4
LA,11,15,15,4,8,3,15,24,-9
HOU,12,14,15,3,7,5,11,22,-11
RGN,13,10,15,2,9,4,15,27,-12
UTA,14,8,15,2,11,2,7,27,-20
