team,rank,PTS,MP,W,L,D,GF,GA,GD
CHI,1,6,2,2,0,0,4,1,3
KCC,2,6,2,2,0,0,7,5,2
NC,3,3,2,1,1,0,6,3,3
NJNY,4,3,1,1,0,0,1,0,1
RGN,5,3,2,1,1,0,2,2,0
WAS,6,3,2,1,1,0,2,2,0
BAY,7,3,2,1,1,0,2,2,0
UTA,8,3,2,1,1,0,2,3,-1
ORL,9,2,2,0,0,2,3,3,0
LOU,10,2,2,0,0,2,2,2,0
LA,11,1,2,0,1,1,1,2,-1
HOU,12,1,2,0,1,1,1,5,-4
SD,13,0,1,0,1,0,1,2,-1
POR,14,0,2,0,2,0,4,6,-2
