team,rank,PTS,MP,W,L,D,GF,GA,GD
ORL,1,60,26,18,2,6,46,20,26
WAS,2,56,26,18,6,2,51,28,23
NJNY,3,56,26,17,4,5,41,20,21
KCC,4,55,26,16,3,7,57,31,26
NC,5,39,26,12,11,3,34,28,6
POR,6,34,26,10,12,4,37,35,2
BAY,7,34,26,11,14,1,31,41,-10
CHI,8,32,26,10,14,2,31,38,-7
LOU,9,28,26,7,12,7,33,39,-6
SD,10,25,26,6,13,7,24,35,-11
UTA,11,25,26,7,15,4,22,40,-18
LA,12,24,26,7,13,6,29,42,-13
RGN,13,23,26,6,15,5,27,44,-17
HOU,14,20,26,5,16,5,20,42,-22
