team,rank,PTS,MP,W,L,D,GF,GA,GD
ORL,1,41,17,12,0,5,33,12,21
WAS,2,37,17,12,4,1,36,19,17
KCC,3,35,17,10,2,5,41,26,15
NJNY,4,34,17,10,3,4,21,13,8
POR,5,27,17,8,6,3,27,22,5
NC,6,25,17,8,8,1,20,18,2
CHI,7,23,17,7,8,2,24,25,-1
LOU,8,19,17,4,6,7,24,23,1
LA,9,18,17,5,9,3,18,27,-9
BAY,10,18,17,6,11,0,20,30,-10
SD,11,15,17,3,8,6,13,19,-6
RGN,12,14,17,3,9,5,17,28,-11
HOU,13,14,17,3,9,5,11,24,-13
UTA,14,12,17,3,11,3,10,29,-19
