team,rank,PTS,MP,W,L,D,GF,GA,GD
ORL,1,57,25,17,2,6,43,18,25
WAS,2,53,25,17,6,2,50,28,22
NJNY,3,53,25,16,4,5,37,19,18
KCC,4,52,25,15,3,7,54,30,24
NC,5,39,25,12,10,3,34,27,7
CHI,6,32,25,10,13,2,30,35,-5
POR,7,31,25,9,12,4,34,35,-1
BAY,8,31,25,10,14,1,28,39,-11
LOU,9,28,25,7,11,7,32,36,-4
UTA,10,25,25,7,14,4,21,36,-15
LA,11,24,25,7,12,6,29,39,-10
RGN,12,23,25,6,14,5,25,41,-16
SD,13,22,25,5,13,7,21,34,-13
HOU,14,20,25,5,15,5,18,39,-21
