team,rank,PTS,MP,W,L,D,GF,GA,GD
NC,1,3,1,1,0,0,5,1,4
CHI,2,3,1,1,0,0,2,0,2
KCC,3,3,1,1,0,0,5,4,1
BAY,4,3,1,1,0,0,1,0,1
RGN,5,3,1,1,0,0,1,0,1
ORL,6,1,1,0,0,1,2,2,0
LOU,7,1,1,0,0,1,2,2,0
NJNY,8,0,0,0,0,0,0,0,0
SD,9,0,0,0,0,0,0,0,0
POR,10,0,1,0,1,0,4,5,-1
LA,11,0,1,0,1,0,0,1,-1
WAS,12,0,1,0,1,0,0,1,-1
UTA,13,0,1,0,1,0,0,2,-2
HOU,14,0,1,0,1,0,1,5,-4
