team,rank,PTS,MP,W,L,D,GF,GA,GD
LA,1,6,2,2,0,0,7,1,6
HOU,2,6,2,2,0,0,4,0,4
POR,3,6,2,2,0,0,3,0,3
NC,4,4,2,1,0,1,2,1,1
GFC,5,4,2,1,0,1,1,0,1
KCC,6,3,2,1,1,0,3,3,0
SD,7,3,2,1,1,0,2,2,0
BAY,8,3,2,1,1,0,3,4,-1
RGN,9,3,2,1,1,0,2,3,-1
CHI,10,3,2,1,1,0,2,5,-3
LOU,11,1,2,0,1,1,3,4,-1
ORL,12,1,2,0,1,1,2,3,-1
DEN,13,1,2,0,1,1,2,3,-1
WAS,14,1,2,0,1,1,2,3,-1
UTA,15,0,2,0,2,0,2,4,-2
BOS,16,0,2,0,2,0,0,4,-4
