kickoff,season,home_team,away_team,home_team_score,away_team_score,home_penalty_score,away_penalty_score,is_playoff
2017-04-29 16:00:00,2017,NC,ORL,3,1,0,0,False
2017-04-29 16:00:00,2017,POR,CHI,1,0,0,0,False
2017-04-29 19:00:00,2017,WAS,HOU,0,1,0,0,False
2017-04-29 19:00:00,2017,BOS,RGN,3,0,0,0,False
2017-04-30 18:00:00,2017,NJY,KC,1,0,0,0,False
2017-05-06 16:00:00,2017,CHI,HOU,2,0,0,0,False
2017-05-06 19:00:00,2017,WAS,NJY,4,3,0,0,False
2017-05-06 22:00:00,2017,POR,RGN,2,2,0,0,False
2017-05-07 18:00:00,2017,BOS,NC,0,1,0,0,False
2017-05-07 18:00:00,2017,KC,ORL,1,1,0,0,False
2017-05-13 16:00:00,2017,KC,POR,0,0,0,0,False
2017-05-13 16:00:00,2017,HOU,NJY,1,3,0,0,False
2017-05-13 16:00:00,2017,RGN,WAS,6,2,0,0,False
2017-05-14 17:00:00,2017,ORL,NC,3,1,0,0,False
2017-05-14 18:00:00,2017,CHI,BOS,1,1,0,0,False
2017-05-19 19:00:00,2017,BOS,POR,2,2,0,0,False
2017-05-20 16:00:00,2017,NJY,HOU,2,1,0,0,False
2017-05-20 19:00:00,2017,WAS,KC,0,1,0,0,False
2017-05-21 16:00:00,2017,NC,CHI,1,3,0,0,False
2017-05-21 21:30:00,2017,RGN,ORL,1,1,0,0,False
2017-05-24 19:30:00,2017,NC,NJY,2,0,0,0,False
2017-05-27 16:00:00,2017,CHI,NC,3,2,0,0,False
2017-05-27 16:00:00,2017,HOU,RGN,0,2,0,0,False
2017-05-27 19:00:00,2017,NJY,ORL,2,1,0,0,False
2017-05-27 20:00:00,2017,KC,WAS,3,2,0,0,False
2017-05-27 22:00:00,2017,POR,BOS,2,0,0,0,False
2017-06-03 15:30:00,2017,NC,KC,2,0,0,0,False
2017-06-03 19:00:00,2017,NJY,POR,0,2,0,0,False
2017-06-03 19:00:00,2017,WAS,HOU,2,0,0,0,False
2017-06-03 19:30:00,2017,ORL,BOS,2,0,0,0,False
2017-06-04 15:00:00,2017,CHI,RGN,1,0,0,0,False
2017-06-17 16:00:00,2017,CHI,WAS,1,1,0,0,False
2017-06-17 19:30:00,2017,NC,BOS,3,1,0,0,False
2017-06-17 20:00:00,2017,KC,RGN,2,2,0,0,False
2017-06-17 20:30:00,2017,HOU,ORL,2,4,0,0,False
2017-06-17 22:00:00,2017,POR,NJY,1,3,0,0,False
2017-06-24 15:30:00,2017,ORL,HOU,0,2,0,0,False
2017-06-24 16:00:00,2017,BOS,NC,0,1,0,0,False
2017-06-24 19:00:00,2017,WAS,POR,1,0,0,0,False
2017-06-24 22:00:00,2017,RGN,KC,1,1,0,0,False
2017-06-25 18:00:00,2017,CHI,NJY,2,1,0,0,False
2017-06-28 19:00:00,2017,NJY,ORL,2,3,0,0,False
2017-06-28 21:00:00,2017,HOU,BOS,0,0,0,0,False
2017-06-28 22:00:00,2017,POR,KC,3,0,0,0,False
2017-06-28 22:30:00,2017,RGN,CHI,2,1,0,0,False
2017-07-01 15:30:00,2017,NC,NJY,0,1,0,0,False
2017-07-01 16:00:00,2017,BOS,WAS,1,0,0,0,False
2017-07-01 18:00:00,2017,ORL,CHI,0,1,0,0,False
2017-07-01 22:30:00,2017,RGN,POR,2,0,0,0,False
2017-07-02 20:00:00,2017,KC,HOU,1,2,0,0,False
2017-07-07 19:00:00,2017,BOS,CHI,0,0,0,0,False
2017-07-08 15:30:00,2017,WAS,ORL,2,2,0,0,False
2017-07-08 19:00:00,2017,NJY,KC,3,2,0,0,False
2017-07-08 19:30:00,2017,NC,RGN,2,0,0,0,False
2017-07-08 22:09:00,2017,HOU,POR,1,1,0,0,False
2017-07-15 15:30:00,2017,POR,NC,1,0,0,0,False
2017-07-15 19:00:00,2017,NJY,CHI,2,2,0,0,False
2017-07-15 19:30:00,2017,ORL,KC,4,1,0,0,False
2017-07-15 20:30:00,2017,HOU,WAS,2,1,0,0,False
2017-07-15 22:00:00,2017,RGN,BOS,1,1,0,0,False
2017-07-22 15:30:00,2017,CHI,ORL,2,1,0,0,False
2017-07-22 20:30:00,2017,HOU,BOS,1,0,0,0,False
2017-07-22 22:00:00,2017,POR,WAS,2,1,0,0,False
2017-07-22 22:00:00,2017,RGN,NJY,5,4,0,0,False
2017-08-04 19:00:00,2017,NJY,WAS,1,4,0,0,False
2017-08-04 19:00:00,2017,BOS,KC,2,2,0,0,False
2017-08-05 14:00:00,2017,POR,HOU,2,1,0,0,False
2017-08-05 19:30:00,2017,ORL,CHI,1,1,0,0,False
2017-08-05 19:30:00,2017,NC,RGN,1,0,0,0,False
2017-08-08 19:30:00,2017,ORL,WAS,3,0,0,0,False
2017-08-10 20:00:00,2017,KC,NC,0,1,0,0,False
2017-08-12 15:30:00,2017,WAS,BOS,2,2,0,0,False
2017-08-12 20:00:00,2017,CHI,POR,2,3,0,0,False
2017-08-12 20:00:00,2017,ORL,NJY,5,0,0,0,False
2017-08-13 20:30:00,2017,HOU,KC,0,1,0,0,False
2017-08-13 21:00:00,2017,RGN,NC,1,2,0,0,False
2017-08-16 19:30:00,2017,BOS,HOU,1,3,0,0,False
2017-08-16 20:00:00,2017,CHI,RGN,1,2,0,0,False
2017-08-16 22:10:00,2017,KC,POR,2,1,0,0,False
2017-08-19 15:30:00,2017,NC,WAS,2,0,0,0,False
2017-08-19 16:00:00,2017,BOS,ORL,1,2,0,0,False
2017-08-19 19:00:00,2017,NJY,RGN,5,4,0,0,False
2017-08-19 22:00:00,2017,POR,HOU,2,0,0,0,False
2017-08-20 18:00:00,2017,CHI,KC,1,3,0,0,False
2017-08-26 15:30:00,2017,KC,ORL,1,2,0,0,False
2017-08-26 16:00:00,2017,RGN,POR,1,2,0,0,False
2017-08-26 19:00:00,2017,WAS,CHI,1,2,0,0,False
2017-08-26 19:00:00,2017,NJY,BOS,1,0,0,0,False
2017-08-30 19:30:00,2017,WAS,NC,2,3,0,0,False
2017-09-02 15:30:00,2017,POR,WAS,4,0,0,0,False
2017-09-02 19:30:00,2017,ORL,BOS,4,2,0,0,False
2017-09-03 18:00:00,2017,KC,NJY,4,1,0,0,False
2017-09-03 18:00:00,2017,CHI,NC,2,1,0,0,False
2017-09-03 20:00:00,2017,HOU,RGN,0,1,0,0,False
2017-09-07 20:00:00,2017,ORL,RGN,1,1,0,0,False
2017-09-09 15:30:00,2017,KC,CHI,0,0,0,0,False
2017-09-09 19:30:00,2017,NC,HOU,1,0,0,0,False
2017-09-10 18:00:00,2017,BOS,POR,0,1,0,0,False
2017-09-10 18:00:00,2017,NJY,WAS,1,2,0,0,False
2017-09-23 15:30:00,2017,ORL,POR,0,0,0,0,False
2017-09-23 19:00:00,2017,WAS,BOS,0,3,0,0,False
2017-09-23 20:30:00,2017,HOU,CHI,2,3,0,0,False
2017-09-24 18:00:00,2017,NJY,NC,1,1,0,0,False
2017-09-24 21:00:00,2017,RGN,KC,0,1,0,0,False
2017-09-27 20:00:00,2017,HOU,NC,0,4,0,0,False
2017-09-30 15:30:00,2017,POR,CHI,3,1,0,0,False
2017-09-30 19:00:00,2017,BOS,NJY,3,4,0,0,False
2017-09-30 19:00:00,2017,WAS,RGN,2,3,0,0,False
2017-09-30 19:30:00,2017,NC,ORL,2,3,0,0,False
2017-10-01 18:00:00,2017,KC,HOU,1,1,0,0,False
2017-10-07 15:30:00,2017,POR,ORL,4,1,0,0,True
2017-10-08 15:30:00,2017,NC,CHI,1,0,0,0,True
2017-10-14 16:30:00,2017,NC,POR,0,1,0,0,True
2018-03-24 15:30:00,2018,NC,POR,1,0,0,0,False
2018-03-24 19:30:00,2018,ORL,UTA,1,1,0,0,False
2018-03-24 22:00:00,2018,RGN,WAS,2,1,0,0,False
2018-03-25 17:00:00,2018,HOU,CHI,1,1,0,0,False
2018-03-30 20:00:00,2018,HOU,UTA,0,0,0,0,False
2018-03-31 15:00:00,2018,NC,NJY,1,0,0,0,False
2018-03-31 15:30:00,2018,WAS,ORL,2,0,0,0,False
2018-03-31 20:15:00,2018,CHI,POR,2,3,0,0,False
2018-04-14 15:30:00,2018,UTA,CHI,0,1,0,0,False
2018-04-14 19:00:00,2018,WAS,NC,2,4,0,0,False
2018-04-15 17:00:00,2018,NJY,RGN,0,1,0,0,False
2018-04-15 18:00:00,2018,POR,ORL,2,1,0,0,False
2018-04-18 19:00:00,2018,NC,RGN,1,0,0,0,False
2018-04-18 19:30:00,2018,CHI,HOU,3,0,0,0,False
2018-04-20 22:30:00,2018,POR,WAS,1,1,0,0,False
2018-04-21 15:30:00,2018,NC,UTA,2,2,0,0,False
2018-04-21 20:00:00,2018,CHI,NJY,1,1,0,0,False
2018-04-22 17:00:00,2018,ORL,HOU,1,0,0,0,False
2018-04-28 15:30:00,2018,HOU,NC,0,2,0,0,False
2018-04-28 19:00:00,2018,WAS,CHI,1,1,0,0,False
2018-04-28 19:30:00,2018,ORL,RGN,1,1,0,0,False
2018-04-28 21:00:00,2018,UTA,POR,1,1,0,0,False
2018-05-02 19:30:00,2018,CHI,ORL,0,2,0,0,False
2018-05-05 15:30:00,2018,POR,RGN,2,3,0,0,False
2018-05-05 19:00:00,2018,NJY,HOU,2,3,0,0,False
2018-05-05 21:00:00,2018,UTA,WAS,2,0,0,0,False
2018-05-06 15:00:00,2018,NC,CHI,1,1,0,0,False
2018-05-09 20:00:00,2018,HOU,POR,1,1,0,0,False
2018-05-09 21:00:00,2018,UTA,ORL,0,0,0,0,False
2018-05-12 15:30:00,2018,POR,ORL,1,2,0,0,False
2018-05-12 19:00:00,2018,NC,WAS,1,0,0,0,False
2018-05-12 20:00:00,2018,CHI,HOU,2,2,0,0,False
2018-05-12 22:00:00,2018,RGN,NJY,4,1,0,0,False
2018-05-19 15:30:00,2018,UTA,HOU,1,0,0,0,False
2018-05-19 19:00:00,2018,WAS,POR,0,1,0,0,False
2018-05-19 19:00:00,2018,NJY,NC,1,2,0,0,False
2018-05-19 22:00:00,2018,RGN,CHI,0,0,0,0,False
2018-05-23 19:30:00,2018,WAS,NJY,1,0,0,0,False
2018-05-23 19:30:00,2018,ORL,NC,3,4,0,0,False
2018-05-23 20:00:00,2018,HOU,RGN,2,1,0,0,False
2018-05-25 22:30:00,2018,POR,UTA,2,0,0,0,False
2018-05-26 15:30:00,2018,CHI,ORL,2,5,0,0,False
2018-05-26 19:00:00,2018,NJY,RGN,0,1,0,0,False
2018-05-27 20:00:00,2018,HOU,WAS,3,2,0,0,False
2018-05-30 22:30:00,2018,POR,NC,1,4,0,0,False
2018-06-02 19:00:00,2018,NJY,UTA,1,2,0,0,False
2018-06-02 21:00:00,2018,WAS,CHI,0,2,0,0,False
2018-06-03 19:00:00,2018,HOU,NC,1,1,0,0,False
2018-06-03 21:00:00,2018,RGN,ORL,0,0,0,0,False
2018-06-08 19:00:00,2018,NJY,WAS,0,0,0,0,False
2018-06-16 19:00:00,2018,WAS,RGN,0,0,0,0,False
2018-06-16 19:00:00,2018,NC,UTA,0,1,0,0,False
2018-06-16 19:30:00,2018,ORL,NJY,3,2,0,0,False
2018-06-16 20:00:00,2018,CHI,POR,1,1,0,0,False
2018-06-22 20:30:00,2018,HOU,POR,1,3,0,0,False
2018-06-23 16:00:00,2018,RGN,NC,1,4,0,0,False
2018-06-23 19:00:00,2018,WAS,ORL,0,1,0,0,False
2018-06-23 20:00:00,2018,CHI,UTA,2,0,0,0,False
2018-06-27 19:30:00,2018,ORL,HOU,1,2,0,0,False
2018-06-27 22:00:00,2018,UTA,RGN,0,0,0,0,False
2018-06-27 22:30:00,2018,POR,NJY,1,1,0,0,False
2018-06-30 15:30:00,2018,ORL,NC,0,3,0,0,False
2018-06-30 22:00:00,2018,UTA,NJY,3,1,0,0,False
2018-06-30 22:00:00,2018,RGN,POR,1,0,0,0,False
2018-07-01 18:00:00,2018,CHI,WAS,2,0,0,0,False
2018-07-04 19:00:00,2018,NC,CHI,4,1,0,0,False
2018-07-06 23:00:00,2018,POR,UTA,4,0,0,0,False
2018-07-07 19:00:00,2018,NJY,CHI,1,3,0,0,False
2018-07-07 19:30:00,2018,ORL,WAS,2,1,0,0,False
2018-07-07 22:00:00,2018,RGN,HOU,3,1,0,0,False
2018-07-11 19:00:00,2018,NC,WAS,2,0,0,0,False
2018-07-11 20:30:00,2018,HOU,ORL,3,1,0,0,False
2018-07-11 22:30:00,2018,RGN,UTA,1,0,0,0,False
2018-07-14 19:00:00,2018,UTA,ORL,1,2,0,0,False
2018-07-14 19:00:00,2018,NJY,NC,0,4,0,0,False
2018-07-14 20:00:00,2018,CHI,RGN,1,0,0,0,False
2018-07-15 23:00:00,2018,POR,HOU,3,1,0,0,False
2018-07-20 22:00:00,2018,UTA,NC,0,0,0,0,False
2018-07-21 15:30:00,2018,ORL,RGN,1,1,0,0,False
2018-07-21 19:00:00,2018,NJY,POR,1,2,0,0,False
2018-07-22 10:00:00,2018,WAS,HOU,0,1,0,0,False
2018-08-05 18:00:00,2018,NC,POR,2,1,0,0,False
2018-08-05 19:30:00,2018,ORL,NJY,2,2,0,0,False
2018-08-05 20:30:00,2018,HOU,UTA,1,2,0,0,False
2018-08-05 21:00:00,2018,RGN,WAS,2,0,0,0,False
2018-08-08 22:00:00,2018,UTA,WAS,1,0,0,0,False
2018-08-10 20:00:00,2018,CHI,NC,1,1,0,0,False
2018-08-11 15:30:00,2018,UTA,RGN,0,1,0,0,False
2018-08-11 19:00:00,2018,NJY,HOU,1,2,0,0,False
2018-08-11 19:30:00,2018,ORL,POR,0,2,0,0,False
2018-08-15 22:30:00,2018,RGN,CHI,0,0,0,0,False
2018-08-17 20:30:00,2018,HOU,WAS,4,0,0,0,False
2018-08-18 18:30:00,2018,NJY,UTA,2,2,0,0,False
2018-08-18 22:30:00,2018,POR,CHI,2,2,0,0,False
2018-08-19 10:00:00,2018,NC,ORL,3,0,0,0,False
2018-08-21 22:30:00,2018,RGN,HOU,2,0,0,0,False
2018-08-22 19:30:00,2018,WAS,UTA,0,1,0,0,False
2018-08-22 23:00:00,2018,POR,NJY,2,1,0,0,False
2018-08-25 16:00:00,2018,RGN,NC,1,1,0,0,False
2018-08-25 19:30:00,2018,ORL,CHI,1,3,0,0,False
2018-08-25 20:00:00,2018,WAS,POR,0,1,0,0,False
2018-08-25 20:30:00,2018,HOU,NJY,6,1,0,0,False
2018-09-02 10:00:00,2018,WAS,NJY,1,1,0,0,False
2018-09-04 19:30:00,2018,CHI,NJY,5,0,0,0,False
2018-09-07 22:00:00,2018,POR,RGN,3,1,0,0,False
2018-09-08 12:00:00,2018,NJY,ORL,1,0,0,0,False
2018-09-08 15:30:00,2018,UTA,CHI,2,1,0,0,False
2018-09-08 19:30:00,2018,NC,HOU,5,0,0,0,False
2018-09-15 15:00:00,2018,POR,RGN,2,1,0,0,True
2018-09-18 21:00:00,2018,NC,CHI,2,0,0,0,True
2018-09-22 16:30:00,2018,NC,POR,3,0,0,0,True
2019-04-13 19:00:00,2019,WAS,NJY,2,0,0,0,False
2019-04-13 19:00:00,2019,NC,CHI,1,1,0,0,False
2019-04-14 17:00:00,2019,ORL,POR,0,2,0,0,False
2019-04-14 18:00:00,2019,HOU,RGN,1,1,0,0,False
2019-04-17 19:00:00,2019,NC,ORL,5,0,0,0,False
2019-04-20 15:30:00,2019,CHI,POR,4,4,0,0,False
2019-04-20 18:00:00,2019,NJY,HOU,0,1,0,0,False
2019-04-20 21:00:00,2019,UTA,WAS,1,0,0,0,False
2019-04-21 22:00:00,2019,RGN,ORL,1,1,0,0,False
2019-04-27 19:30:00,2019,ORL,UTA,0,1,0,0,False
2019-04-28 13:00:00,2019,CHI,RGN,3,0,0,0,False
2019-04-28 18:00:00,2019,HOU,NC,1,4,0,0,False
2019-04-28 18:00:00,2019,NJY,POR,2,2,0,0,False
2019-05-03 21:30:00,2019,UTA,CHI,1,0,0,0,False
2019-05-04 19:00:00,2019,WAS,RGN,0,0,0,0,False
2019-05-04 19:00:00,2019,NC,NJY,0,0,0,0,False
2019-05-05 18:00:00,2019,HOU,ORL,1,0,0,0,False
2019-05-11 15:00:00,2019,NJY,WAS,2,3,0,0,False
2019-05-11 15:30:00,2019,UTA,HOU,1,2,0,0,False
2019-05-11 19:30:00,2019,ORL,POR,1,3,0,0,False
2019-05-12 18:00:00,2019,CHI,NC,3,1,0,0,False
2019-05-18 16:00:00,2019,RGN,NJY,2,1,0,0,False
2019-05-18 19:00:00,2019,WAS,POR,3,1,0,0,False
2019-05-19 17:00:00,2019,NC,UTA,1,1,0,0,False
2019-05-19 18:00:00,2019,HOU,CHI,1,2,0,0,False
2019-05-25 18:00:00,2019,NJY,POR,0,1,0,0,False
2019-05-25 20:00:00,2019,UTA,ORL,2,0,0,0,False
2019-05-26 18:00:00,2019,CHI,WAS,0,2,0,0,False
2019-05-27 19:00:00,2019,RGN,NC,2,1,0,0,False
2019-06-01 19:00:00,2019,WAS,UTA,2,0,0,0,False
2019-06-01 19:30:00,2019,ORL,NC,0,3,0,0,False
2019-06-02 16:00:00,2019,RGN,HOU,1,1,0,0,False
2019-06-02 18:00:00,2019,POR,CHI,3,0,0,0,False
2019-06-15 19:45:00,2019,NC,POR,1,1,0,0,False
2019-06-15 20:30:00,2019,HOU,ORL,2,2,0,0,False
2019-06-15 22:00:00,2019,UTA,NJY,1,0,0,0,False
2019-06-15 22:00:00,2019,RGN,WAS,1,1,0,0,False
2019-06-21 23:00:00,2019,POR,UTA,0,0,0,0,False
2019-06-22 19:00:00,2019,WAS,HOU,0,0,0,0,False
2019-06-22 19:00:00,2019,NJY,ORL,1,2,0,0,False
2019-06-23 18:00:00,2019,CHI,RGN,0,1,0,0,False
2019-06-28 22:00:00,2019,UTA,RGN,0,2,0,0,False
2019-06-29 20:00:00,2019,WAS,NC,1,2,0,0,False
2019-06-29 22:00:00,2019,HOU,POR,1,2,0,0,False
2019-06-30 17:00:00,2019,ORL,CHI,2,3,0,0,False
2019-07-05 19:30:00,2019,NC,HOU,5,2,0,0,False
2019-07-05 23:00:00,2019,POR,RGN,0,1,0,0,False
2019-07-06 20:00:00,2019,CHI,NJY,1,2,0,0,False
2019-07-06 20:20:00,2019,ORL,WAS,4,3,0,0,False
2019-07-12 19:30:00,2019,NJY,UTA,1,0,0,0,False
2019-07-13 19:00:00,2019,NC,RGN,2,0,0,0,False
2019-07-13 21:00:00,2019,HOU,CHI,0,1,0,0,False
2019-07-14 15:00:00,2019,POR,ORL,4,3,0,0,False
2019-07-19 22:00:00,2019,UTA,POR,2,2,0,0,False
2019-07-20 19:30:00,2019,ORL,NJY,1,0,0,0,False
2019-07-20 20:00:00,2019,WAS,HOU,1,2,0,0,False
2019-07-21 18:00:00,2019,CHI,NC,2,1,0,0,False
2019-07-24 19:30:00,2019,NJY,WAS,0,1,0,0,False
2019-07-24 22:30:00,2019,POR,HOU,5,0,0,0,False
2019-07-27 22:00:00,2019,UTA,NC,1,2,0,0,False
2019-07-28 16:00:00,2019,RGN,CHI,0,4,0,0,False
2019-07-28 20:30:00,2019,HOU,NJY,1,0,0,0,False
2019-08-02 19:00:00,2019,HOU,RGN,0,1,0,0,False
2019-08-03 16:00:00,2019,NC,WAS,1,0,0,0,False
2019-08-03 20:00:00,2019,CHI,UTA,2,0,0,0,False
2019-08-03 23:00:00,2019,POR,NJY,1,1,0,0,False
2019-08-07 22:00:00,2019,UTA,NJY,3,0,0,0,False
2019-08-07 22:00:00,2019,RGN,POR,1,0,0,0,False
2019-08-10 19:00:00,2019,WAS,CHI,0,1,0,0,False
2019-08-10 19:30:00,2019,ORL,HOU,0,1,0,0,False
2019-08-11 15:00:00,2019,POR,NC,2,1,0,0,False
2019-08-11 16:00:00,2019,RGN,UTA,1,3,0,0,False
2019-08-14 19:00:00,2019,NJY,CHI,2,1,0,0,False
2019-08-17 19:30:00,2019,ORL,UTA,0,2,0,0,False
2019-08-17 22:30:00,2019,POR,WAS,3,1,0,0,False
2019-08-18 13:00:00,2019,NJY,RGN,1,1,0,0,False
2019-08-21 19:30:00,2019,CHI,ORL,1,2,0,0,False
2019-08-21 19:30:00,2019,WAS,UTA,0,0,0,0,False
2019-08-24 19:00:00,2019,NC,RGN,1,0,0,0,False
2019-08-24 19:30:00,2019,WAS,ORL,2,1,0,0,False
2019-08-24 20:30:00,2019,HOU,NJY,1,2,0,0,False
2019-08-25 15:00:00,2019,POR,CHI,3,0,0,0,False
2019-09-06 21:30:00,2019,UTA,POR,1,0,0,0,False
2019-09-07 15:00:00,2019,NJY,NC,1,2,0,0,False
2019-09-07 22:00:00,2019,RGN,ORL,3,1,0,0,False
2019-09-08 18:00:00,2019,CHI,HOU,3,0,0,0,False
2019-09-11 19:00:00,2019,ORL,CHI,0,1,0,0,False
2019-09-11 22:30:00,2019,POR,NC,0,6,0,0,False
2019-09-13 20:30:00,2019,HOU,UTA,2,1,0,0,False
2019-09-14 19:00:00,2019,NC,ORL,6,1,0,0,False
2019-09-14 19:30:00,2019,WAS,RGN,2,2,0,0,False
2019-09-15 17:00:00,2019,NJY,CHI,0,3,0,0,False
2019-09-17 19:30:00,2019,NC,HOU,1,0,0,0,False
2019-09-21 20:00:00,2019,CHI,WAS,3,1,0,0,False
2019-09-21 21:00:00,2019,UTA,NC,0,3,0,0,False
2019-09-21 22:00:00,2019,RGN,NJY,0,1,0,0,False
2019-09-21 22:30:00,2019,POR,HOU,1,0,0,0,False
2019-09-25 21:00:00,2019,HOU,WAS,0,0,0,0,False
2019-09-25 22:00:00,2019,RGN,UTA,2,1,0,0,False
2019-09-28 19:00:00,2019,WAS,NC,2,1,0,0,False
2019-09-28 20:00:00,2019,CHI,UTA,2,1,0,0,False
2019-09-29 11:00:00,2019,NJY,ORL,1,1,0,0,False
2019-09-29 14:00:00,2019,RGN,POR,2,0,0,0,False
2019-10-05 17:00:00,2019,ORL,WAS,0,3,0,0,False
2019-10-12 19:00:00,2019,NC,NJY,3,2,0,0,False
2019-10-12 19:30:00,2019,ORL,RGN,2,2,0,0,False
2019-10-12 21:00:00,2019,UTA,HOU,2,1,0,0,False
2019-10-12 22:30:00,2019,POR,WAS,0,0,0,0,False
2019-10-20 13:30:00,2019,NC,RGN,4,1,0,0,True
2019-10-20 15:30:00,2019,CHI,POR,1,0,0,0,True
2019-10-27 15:30:00,2019,NC,CHI,4,0,0,0,True
2020-06-27 12:30:00,2020 Challenge Cup,NC,POR,2,1,0,0,False
2020-06-27 22:00:00,2020 Challenge Cup,CHI,WAS,1,2,0,0,False
2020-06-30 12:30:00,2020 Challenge Cup,HOU,UTA,3,3,0,0,False
2020-06-30 22:00:00,2020 Challenge Cup,RGN,NJY,0,0,0,0,False
2020-07-01 12:30:00,2020 Challenge Cup,POR,CHI,0,0,0,0,False
2020-07-01 22:00:00,2020 Challenge Cup,WAS,NC,0,2,0,0,False
2020-07-04 12:30:00,2020 Challenge Cup,UTA,NJY,1,0,0,0,False
2020-07-04 22:00:00,2020 Challenge Cup,HOU,RGN,2,0,0,0,False
2020-07-05 12:30:00,2020 Challenge Cup,NC,CHI,1,0,0,0,False
2020-07-05 22:00:00,2020 Challenge Cup,POR,WAS,1,1,0,0,False
2020-07-08 12:30:00,2020 Challenge Cup,UTA,RGN,0,1,0,0,False
2020-07-08 22:00:00,2020 Challenge Cup,NJY,HOU,2,0,0,0,False
2020-07-12 12:30:00,2020 Challenge Cup,WAS,HOU,1,0,0,0,False
2020-07-12 22:00:00,2020 Challenge Cup,CHI,UTA,1,0,0,0,False
2020-07-13 12:30:00,2020 Challenge Cup,RGN,POR,0,0,0,0,False
2020-07-13 22:00:00,2020 Challenge Cup,NJY,NC,0,2,0,0,False
2020-07-17 12:30:00,2020 Challenge Cup,NC,POR,0,1,0,0,True
2020-07-17 22:00:00,2020 Challenge Cup,HOU,UTA,0,0,3,2,True
2020-07-18 12:30:00,2020 Challenge Cup,WAS,NJY,0,0,3,4,True
2020-07-18 22:00:00,2020 Challenge Cup,RGN,CHI,0,0,3,4,True
2020-07-22 12:30:00,2020 Challenge Cup,HOU,POR,1,0,0,0,True
2020-07-22 22:00:00,2020 Challenge Cup,CHI,NJY,3,2,0,0,True
2020-07-26 12:30:00,2020 Challenge Cup,HOU,CHI,2,0,0,0,True
2020-09-05 13:00:00,2020 Fall Series,WAS,NJY,1,2,0,0,False
2020-09-12 12:00:00,2020 Fall Series,WAS,CHI,2,1,0,0,False
2020-09-12 15:30:00,2020 Fall Series,NC,HOU,4,3,0,0,False
2020-09-19 13:00:00,2020 Fall Series,NC,ORL,0,0,0,0,False
2020-09-20 13:00:00,2020 Fall Series,CHI,NJY,4,1,0,0,False
2020-09-20 15:00:00,2020 Fall Series,POR,UTA,3,0,0,0,False
2020-09-26 13:00:00,2020 Fall Series,CHI,WAS,1,1,0,0,False
2020-09-26 15:30:00,2020 Fall Series,UTA,RGN,2,2,0,0,False
2020-09-26 20:30:00,2020 Fall Series,HOU,ORL,3,1,0,0,False
2020-09-30 22:00:00,2020 Fall Series,POR,RGN,4,1,0,0,False
2020-10-03 12:30:00,2020 Fall Series,NJY,WAS,0,1,0,0,False
2020-10-03 22:00:00,2020 Fall Series,UTA,POR,1,1,0,0,False
2020-10-04 19:00:00,2020 Fall Series,HOU,NC,4,1,0,0,False
2020-10-09 17:00:00,2020 Fall Series,ORL,HOU,1,2,0,0,False
2020-10-10 12:30:00,2020 Fall Series,NJY,CHI,3,1,0,0,False
2020-10-10 20:00:00,2020 Fall Series,RGN,POR,1,2,0,0,False
2020-10-17 16:00:00,2020 Fall Series,ORL,NC,3,3,0,0,False
2020-10-17 20:00:00,2020 Fall Series,RGN,UTA,2,0,0,0,False
2021-04-09 20:30:00,2021 Challenge Cup,HOU,CHI,0,0,0,0,False
2021-04-09 22:30:00,2021 Challenge Cup,POR,KCC,2,1,0,0,False
2021-04-10 15:30:00,2021 Challenge Cup,NC,WAS,3,2,0,0,False
2021-04-10 19:00:00,2021 Challenge Cup,LOU,ORL,2,2,0,0,False
2021-04-14 19:00:00,2021 Challenge Cup,ORL,NJY,0,1,0,0,False
2021-04-15 19:00:00,2021 Challenge Cup,WAS,LOU,1,0,0,0,False
2021-04-15 19:30:00,2021 Challenge Cup,CHI,POR,0,1,0,0,False
2021-04-16 22:00:00,2021 Challenge Cup,RGN,HOU,0,0,0,0,False
2021-04-20 18:00:00,2021 Challenge Cup,NJY,NC,4,3,0,0,False
2021-04-21 18:30:00,2021 Challenge Cup,CHI,KCC,1,1,0,0,False
2021-04-21 19:00:00,2021 Challenge Cup,ORL,WAS,1,0,0,0,False
2021-04-21 22:00:00,2021 Challenge Cup,POR,RGN,2,0,0,0,False
2021-04-26 18:00:00,2021 Challenge Cup,LOU,NC,2,3,0,0,False
2021-04-26 20:30:00,2021 Challenge Cup,KCC,HOU,1,3,0,0,False
2021-04-27 19:00:00,2021 Challenge Cup,WAS,NJY,0,0,0,0,False
2021-04-27 22:00:00,2021 Challenge Cup,RGN,CHI,3,2,0,0,False
2021-05-01 19:30:00,2021 Challenge Cup,NC,ORL,0,0,0,0,False
2021-05-02 12:30:00,2021 Challenge Cup,NJY,LOU,0,0,0,0,False
2021-05-02 19:30:00,2021 Challenge Cup,HOU,POR,1,1,0,0,False
2021-05-03 20:00:00,2021 Challenge Cup,KCC,RGN,1,2,0,0,False
2021-05-08 13:00:00,2021 Challenge Cup,POR,NJY,1,1,6,5,True
2021-05-15 17:00:00,2021,LOU,KCC,0,0,0,0,False
2021-05-15 19:00:00,2021,NJY,HOU,1,0,0,0,False
2021-05-15 22:00:00,2021,RGN,NC,0,0,0,0,False
2021-05-16 18:00:00,2021,ORL,WAS,1,1,0,0,False
2021-05-16 19:00:00,2021,POR,CHI,5,0,0,0,False
