date,season,home,away,home_score,away_score
2019-06-15,2019,NC,POR,1,1
2019-06-15,2019,HOU,ORL,2,2
2019-06-15,2019,UTA,NJY,1,0
2019-06-15,2019,RGN,WAS,1,1
2019-06-21,2019,POR,UTA,0,0
2019-06-22,2019,WAS,HOU,0,0
2019-06-22,2019,NJY,ORL,1,2
2019-06-23,2019,CHI,RGN,0,1
2019-06-28,2019,UTA,RGN,0,2
2019-06-29,2019,WAS,NC,1,2
2019-06-29,2019,HOU,POR,1,2
2019-06-30,2019,ORL,CHI,2,3
2019-07-05,2019,NC,HOU,5,2
2019-07-05,2019,POR,RGN,0,1
2019-07-06,2019,CHI,NJY,1,2
2019-07-06,2019,ORL,WAS,4,3
2019-07-12,2019,NJY,UTA,1,0
2019-07-13,2019,NC,RGN,2,0
2019-07-13,2019,HOU,CHI,0,1
2019-07-14,2019,POR,ORL,4,3
2019-07-19,2019,UTA,POR,2,2
2019-07-20,2019,ORL,NJY,1,0
2019-07-20,2019,WAS,HOU,1,2
2019-07-21,2019,CHI,NC,2,1
2019-07-24,2019,NJY,WAS,0,1
2019-07-24,2019,POR,HOU,5,0
2019-07-27,2019,UTA,NC,1,2
2019-07-28,2019,RGN,CHI,0,4
2019-07-28,2019,HOU,NJY,1,0
2019-08-02,2019,HOU,RGN,0,1
2019-08-03,2019,NC,WAS,1,0
2019-08-03,2019,CHI,UTA,2,0
2019-08-03,2019,POR,NJY,1,1
2019-08-07,2019,UTA,NJY,3,0
2019-08-07,2019,RGN,POR,1,0
2019-08-10,2019,WAS,CHI,0,1
2019-08-10,2019,ORL,HOU,0,1
2019-08-11,2019,POR,NC,2,1
2019-08-11,2019,RGN,UTA,1,3
2019-08-14,2019,NJY,CHI,2,1
2019-08-17,2019,ORL,UTA,0,2
2019-08-17,2019,POR,WAS,3,1
2019-08-18,2019,NJY,RGN,1,1
2019-08-21,2019,CHI,ORL,1,2
2019-08-21,2019,WAS,UTA,0,0
2019-08-24,2019,NC,RGN,1,0
2019-08-24,2019,WAS,ORL,2,1
2019-08-24,2019,HOU,NJY,1,2
2019-08-25,2019,POR,CHI,3,0
2019-09-06,2019,UTA,POR,1,0
2019-09-07,2019,NJY,NC,1,2
2019-09-07,2019,RGN,ORL,3,1
2019-09-08,2019,CHI,HOU,3,0
2019-09-11,2019,ORL,CHI,0,1
2019-09-11,2019,POR,NC,0,6
2019-09-13,2019,HOU,UTA,2,1
2019-09-14,2019,NC,ORL,6,1
2019-09-14,2019,WAS,RGN,2,2
2019-09-15,2019,NJY,CHI,0,3
2019-09-17,2019,NC,HOU,1,0
2019-09-21,2019,CHI,WAS,3,1
2019-09-21,2019,UTA,NC,0,3
2019-09-21,2019,RGN,NJY,0,1
2019-09-21,2019,POR,HOU,1,0
2019-09-25,2019,HOU,WAS,0,0
2019-09-25,2019,RGN,UTA,2,1
2019-09-28,2019,WAS,NC,2,1
2019-09-28,2019,CHI,UTA,2,1
2019-09-29,2019,NJY,ORL,1,1
2019-09-29,2019,RGN,POR,2,0
2019-10-05,2019,ORL,WAS,0,3
2019-10-12,2019,NC,NJY,3,2
2019-10-12,2019,ORL,RGN,2,2
2019-10-12,2019,UTA,HOU,2,1
2019-10-12,2019,POR,WAS,0,0
2021-05-15,2021,LOU,KCC,0,0
2021-05-15,2021,NJY,HOU,1,0
2021-05-15,2021,RGN,NC,0,0
2021-05-16,2021,ORL,WAS,1,1
2021-05-16,2021,POR,CHI,5,0
2021-05-21,2021,LOU,WAS,2,0
2021-05-22,2021,NC,ORL,1,2
2021-05-22,2021,CHI,NJY,0,0
2021-05-23,2021,POR,RGN,1,2
2021-05-23,2021,HOU,KCC,2,2
2021-05-26,2021,ORL,POR,2,1
2021-05-26,2021,KCC,CHI,0,2
2021-05-26,2021,WAS,HOU,2,1
2021-05-28,2021,NC,LOU,5,0
2021-05-29,2021,HOU,CHI,2,1
2021-05-30,2021,NJY,POR,0,1
2021-05-30,2021,ORL,KCC,1,0
2021-05-30,2021,RGN,WAS,0,1
2021-06-05,2021,CHI,NC,1,0
2021-06-05,2021,NJY,RGN,1,0
2021-06-05,2021,POR,LOU,3,0
2021-06-06,2021,WAS,ORL,1,1
2021-06-06,2021,KCC,HOU,0,1
2021-06-19,2021,NC,RGN,2,1
2021-06-19,2021,CHI,WAS,1,1
2021-06-20,2021,LOU,HOU,1,0
2021-06-20,2021,POR,KCC,1,0
2021-06-20,2021,ORL,NJY,1,1
2021-06-22,2021,RGN,CHI,2,0
2021-06-23,2021,KCC,ORL,1,3
2021-06-23,2021,LOU,NC,0,2
2021-06-26,2021,RGN,NJY,0,3
2021-06-26,2021,CHI,LOU,0,3
2021-06-26,2021,NC,POR,2,0
2021-06-26,2021,HOU,ORL,2,1
2021-06-26,2021,KCC,WAS,1,2
2021-07-02,2021,WAS,CHI,0,1
2021-07-02,2021,HOU,RGN,2,0
2021-07-02,2021,NJY,KCC,1,1
2021-07-03,2021,LOU,POR,0,2
2021-07-04,2021,ORL,NC,0,2
2021-07-09,2021,ORL,LOU,1,1
2021-07-10,2021,WAS,NC,2,0
2021-07-11,2021,POR,NJY,0,0
2021-07-11,2021,CHI,HOU,2,1
2021-07-11,2021,RGN,KCC,2,0
2021-07-17,2021,NC,HOU,1,2
2021-07-18,2021,WAS,NJY,2,3
2021-07-18,2021,CHI,RGN,3,1
2021-07-18,2021,POR,ORL,2,1
2021-07-23,2021,KCC,NC,0,0
2021-07-24,2021,ORL,RGN,0,2
2021-07-24,2021,HOU,POR,0,1
2021-07-25,2021,NJY,CHI,2,1
2021-07-25,2021,LOU,WAS,0,2
2021-07-31,2021,NC,ORL,1,1
2021-07-31,2021,RGN,LOU,2,0
2021-08-01,2021,POR,KCC,2,0
2021-08-01,2021,CHI,WAS,3,1
2021-08-01,2021,HOU,NJY,1,1
2021-08-07,2021,NJY,NC,0,1
2021-08-07,2021,WAS,POR,0,1
2021-08-07,2021,RGN,HOU,5,1
2021-08-08,2021,LOU,KCC,3,1
2021-08-08,2021,CHI,ORL,0,2
2021-08-13,2021,HOU,WAS,2,2
2021-08-14,2021,ORL,POR,1,1
2021-08-14,2021,KCC,RGN,1,0
2021-08-15,2021,NJY,LOU,1,1
2021-08-15,2021,NC,CHI,1,0
2021-08-18,2021,LOU,CHI,1,1
2021-08-21,2021,NC,KCC,4,0
2021-08-21,2021,RGN,NJY,3,2
2021-08-22,2021,WAS,ORL,2,1
2021-08-25,2021,KCC,LOU,2,1
2021-08-25,2021,POR,NJY,2,1
2021-08-28,2021,CHI,KCC,3,0
2021-08-29,2021,WAS,NC,0,0
2021-08-29,2021,NJY,ORL,0,1
2021-08-29,2021,RGN,POR,2,1
2021-08-29,2021,HOU,LOU,1,0
2021-09-01,2021,HOU,RGN,0,1
2021-09-04,2021,NJY,CHI,0,0
2021-09-04,2021,LOU,RGN,1,1
2021-09-04,2021,POR,WAS,3,0
2021-09-05,2021,ORL,HOU,1,1
2021-09-05,2021,KCC,NC,0,0
2021-09-10,2021,HOU,CHI,1,1
2021-09-11,2021,ORL,LOU,3,1
2021-09-12,2021,NC,POR,0,1
2021-09-12,2021,WAS,RGN,0,3
2021-09-25,2021,NJY,NC,3,1
2021-09-25,2021,CHI,POR,2,1
2021-09-26,2021,LOU,HOU,0,4
2021-09-26,2021,WAS,KCC,2,1
2021-09-26,2021,RGN,ORL,3,0
2021-10-06,2021,NJY,WAS,0,0
2021-10-06,2021,NC,LOU,3,1
2021-10-06,2021,POR,HOU,2,3
2021-10-09,2021,ORL,NJY,2,3
2021-10-09,2021,WAS,LOU,3,0
2021-10-10,2021,KCC,POR,0,0
2021-10-10,2021,HOU,NC,4,1
2021-10-10,2021,RGN,CHI,3,2
2021-10-13,2021,NC,WAS,1,2
2021-10-13,2021,CHI,ORL,1,0
2021-10-13,2021,KCC,HOU,3,0
2021-10-13,2021,POR,RGN,1,1
2021-10-16,2021,LOU,ORL,3,1
2021-10-16,2021,CHI,KCC,2,1
2021-10-16,2021,RGN,WAS,0,2
2021-10-17,2021,NC,NJY,0,3
2021-10-17,2021,HOU,POR,0,1
2021-10-22,2021,KCC,NJY,1,1
2021-10-28,2021,LOU,NJY,1,1
2021-10-29,2021,ORL,CHI,0,1
2021-10-30,2021,KCC,RGN,0,3
2021-10-30,2021,POR,NC,0,0
2021-10-31,2021,WAS,HOU,1,0
2021-10-31,2021,NJY,LOU,1,1
2022-04-29,2022,LA,NC,2,1
2022-04-30,2022,POR,KCC,3,0
2022-04-30,2022,CHI,LOU,2,1
2022-05-01,2022,WAS,RGN,2,1
2022-05-01,2022,ORL,NJY,0,3
2022-05-01,2022,HOU,SD,0,1
2022-05-07,2022,SD,NJY,4,0
2022-05-08,2022,KCC,HOU,0,2
2022-05-08,2022,RGN,LOU,2,2
2022-05-08,2022,LA,ORL,0,1
2022-05-13,2022,POR,RGN,0,0
2022-05-14,2022,ORL,KCC,2,2
2022-05-14,2022,LOU,HOU,1,1
2022-05-15,2022,SD,CHI,2,1
2022-05-15,2022,WAS,LA,0,1
2022-05-18,2022,NC,ORL,1,2
2022-05-18,2022,LOU,SD,1,0
2022-05-18,2022,POR,WAS,1,1
2022-05-21,2022,POR,HOU,0,2
2022-05-21,2022,LA,KCC,1,0
2022-05-22,2022,NC,SD,0,1
2022-05-22,2022,NJY,LOU,0,1
2022-05-22,2022,RGN,WAS,0,0
2022-05-22,2022,ORL,CHI,2,4
2022-05-25,2022,RGN,KCC,1,0
2022-05-27,2022,ORL,WAS,2,2
2022-05-28,2022,CHI,POR,2,2
2022-05-29,2022,RGN,SD,1,0
2022-05-29,2022,HOU,NC,1,1
2022-05-29,2022,LA,NJY,0,1
2022-05-30,2022,KCC,LOU,1,0
2022-06-01,2022,WAS,CHI,1,1
2022-06-03,2022,HOU,ORL,5,0
2022-06-03,2022,POR,LA,3,0
2022-06-04,2022,CHI,RGN,1,0
2022-06-04,2022,NJY,WAS,1,0
2022-06-04,2022,LOU,NC,0,3
2022-06-04,2022,KCC,SD,2,2
2022-06-07,2022,LA,HOU,0,0
2022-06-08,2022,CHI,WAS,0,0
2022-06-08,2022,SD,POR,2,2
2022-06-11,2022,WAS,NC,2,3
2022-06-11,2022,LOU,LA,2,3
2022-06-11,2022,KCC,NJY,1,0
2022-06-12,2022,SD,RGN,1,1
2022-06-12,2022,CHI,ORL,1,0
2022-06-12,2022,HOU,POR,0,4
2022-06-17,2022,WAS,LOU,2,2
2022-06-18,2022,KCC,CHI,2,2
2022-06-18,2022,RGN,LA,1,0
2022-06-19,2022,POR,ORL,6,0
2022-06-19,2022,NJY,SD,0,3
2022-06-19,2022,NC,HOU,3,4
2022-07-01,2022,HOU,KCC,1,2
2022-07-01,2022,RGN,NC,2,0
2022-07-01,2022,LA,POR,1,1
2022-07-02,2022,NJY,CHI,0,3
2022-07-03,2022,SD,WAS,2,1
2022-07-03,2022,ORL,LOU,2,2
2022-07-08,2022,ORL,HOU,1,0
2022-07-08,2022,LOU,NJY,1,2
2022-07-09,2022,LA,SD,2,1
2022-07-10,2022,WAS,KCC,0,1
2022-07-10,2022,CHI,NC,2,2
2022-07-10,2022,RGN,POR,2,2
2022-07-15,2022,SD,LOU,0,0
2022-07-16,2022,HOU,CHI,4,1
2022-07-16,2022,POR,NJY,5,0
2022-07-17,2022,WAS,ORL,0,0
2022-07-17,2022,KCC,RGN,1,0
2022-07-29,2022,NC,WAS,3,3
2022-07-29,2022,LOU,POR,1,2
2022-07-30,2022,CHI,SD,0,1
2022-07-30,2022,LA,RGN,2,3
2022-07-31,2022,NJY,HOU,2,4
2022-07-31,2022,KCC,ORL,2,2
2022-08-02,2022,LOU,RGN,1,1
2022-08-05,2022,LOU,WAS,1,1
2022-08-05,2022,POR,NC,3,3
2022-08-07,2022,SD,KCC,1,2
2022-08-07,2022,RGN,HOU,1,2
2022-08-07,2022,CHI,NJY,2,0
2022-08-07,2022,ORL,LA,2,2
2022-08-10,2022,WAS,POR,1,2
2022-08-12,2022,HOU,LOU,0,0
2022-08-13,2022,NC,KCC,3,4
2022-08-13,2022,SD,ORL,0,1
2022-08-14,2022,RGN,NJY,4,1
2022-08-14,2022,LA,CHI,1,0
2022-08-17,2022,HOU,NJY,2,1
2022-08-19,2022,KCC,LA,1,1
2022-08-20,2022,NC,CHI,4,0
2022-08-20,2022,NJY,ORL,1,2
2022-08-20,2022,SD,HOU,3,1
2022-08-24,2022,NC,POR,3,1
2022-08-26,2022,ORL,RGN,1,2
2022-08-27,2022,LOU,CHI,0,4
2022-08-27,2022,HOU,WAS,2,2
2022-08-27,2022,POR,SD,0,2
2022-08-28,2022,NJY,LA,1,3
2022-08-28,2022,KCC,NC,3,2
2022-09-04,2022,NJY,NC,0,1
2022-09-09,2022,ORL,POR,0,2
2022-09-09,2022,RGN,CHI,2,2
2022-09-10,2022,WAS,SD,4,3
2022-09-10,2022,NC,LOU,5,1
2022-09-11,2022,NJY,KCC,0,1
2022-09-11,2022,HOU,LA,1,1
2022-09-14,2022,NC,LA,1,0
2022-09-14,2022,CHI,KCC,4,0
2022-09-16,2022,LOU,ORL,2,0
2022-09-17,2022,WAS,NJY,2,0
2022-09-17,2022,NC,RGN,1,2
2022-09-17,2022,CHI,HOU,0,1
2022-09-17,2022,SD,LA,1,0
2022-09-18,2022,KCC,POR,1,1
2022-09-21,2022,NJY,RGN,0,1
2022-09-21,2022,ORL,NC,0,3
2022-09-21,2022,POR,LOU,3,0
2022-09-21,2022,LA,WAS,2,1
2022-09-24,2022,NC,NJY,3,0
2022-09-24,2022,HOU,RGN,0,2
2022-09-25,2022,POR,CHI,3,0
2022-09-25,2022,KCC,WAS,3,0
2022-09-25,2022,ORL,SD,2,2
2022-09-25,2022,LA,LOU,1,3
2022-09-30,2022,SD,NC,0,0
2022-10-01,2022,NJY,POR,3,3
2022-10-01,2022,WAS,HOU,1,2
2022-10-01,2022,LOU,KCC,1,0
2022-10-01,2022,RGN,ORL,3,0
2022-10-02,2022,CHI,LA,2,0
2023-03-25,2023,NC,KCC,1,0
2023-03-25,2023,SD,CHI,3,2
2023-03-26,2023,WAS,RGN,1,0
2023-03-26,2023,POR,ORL,4,0
2023-03-26,2023,HOU,LOU,0,0
2023-03-26,2023,LA,NJY,1,2
2023-04-01,2023,KCC,POR,1,4
2023-04-01,2023,CHI,HOU,1,2
2023-04-01,2023,LOU,WAS,2,2
2023-04-01,2023,NJY,RGN,0,2
2023-04-01,2023,SD,NC,3,1
2023-04-02,2023,ORL,LA,1,2
2023-04-14,2023,POR,HOU,1,1
2023-04-15,2023,NC,WAS,1,2
2023-04-15,2023,ORL,NJY,0,2
2023-04-15,2023,CHI,KCC,4,2
2023-04-15,2023,LA,LOU,2,2
2023-04-15,2023,RGN,SD,1,0
2023-04-22,2023,RGN,CHI,5,2
2023-04-22,2023,WAS,HOU,0,0
2023-04-22,2023,NJY,NC,1,0
2023-04-22,2023,POR,LOU,2,0
2023-04-23,2023,KCC,ORL,2,0
2023-04-23,2023,LA,SD,0,2
2023-04-28,2023,HOU,NC,0,1
2023-04-29,2023,LOU,RGN,2,2
