RGN-WAS,LOU-ORL,POR-NJY,NC-SD,KCC-CHI,HOU-LA,clinched,eliminated
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,ORL]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,ORL]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,ORL]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,NJY,ORL]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,NJY,ORL]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,NJY,ORL]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR]","[HOU,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR]","[HOU,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR,ORL]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR]","[KCC,LOU,CHI]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR,ORL]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR]","[CHI,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR,ORL]","[LA,LOU,KCC]"
"(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR]","[HOU,LOU,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD,WAS]",[KCC]
"(0, 1)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD,WAS]",[KCC]
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,NC,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,NC,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,NC,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR,WAS]","[KCC,CHI]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR,WAS]","[LA,CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR,WAS]","[CHI,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR,WAS]","[LA,KCC]"
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR,WAS]",[KCC]
"(0, 1)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR,WAS]",[KCC]
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC,WAS]","[LOU,CHI,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD,NC,WAS]","[LOU,LA,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC,WAS]","[LA,LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC,WAS]","[LOU,KCC]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR,WAS]","[LA,LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR,WAS]","[LOU,KCC,CHI]"
"(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR,WAS]","[LOU,LA,CHI,KCC]"
