RGN-WAS,LOU-ORL,POR-NJY,NC-SD,KCC-CHI,HOU-LA,clinched,eliminated
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR,RGN,NJY,ORL]","[HOU,LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR]","[HOU,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR,RGN,NJY,ORL]","[HOU,CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR]","[CHI,HOU,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,RGN,NJY,ORL]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[HOU,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,RGN,NJY,ORL]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[HOU,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,RGN,NJY,ORL]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]","[CHI,HOU,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY]","[HOU,LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY]","[HOU,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY]","[HOU,LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY]","[HOU,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY]","[HOU,CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY]","[CHI,HOU,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[HOU,LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR]","[HOU,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[HOU,LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR]","[HOU,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[HOU,CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR]","[CHI,HOU,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[LA,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR]","[HOU,KCC,LOU,CHI]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[LA,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR]","[HOU,CHI,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR,RGN,ORL]","[CHI,LA,LOU,KCC]"
"(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR]","[CHI,HOU,LOU,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC]","[LA,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC]","[HOU,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR]",[KCC]
"(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]",[KCC]
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD,NC]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD,NC]","[HOU,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR]","[HOU,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,NJY]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,NJY]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,NJY]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,NJY]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,NJY]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,NJY]",[KCC]
"(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]",[KCC]
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY,POR,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY,POR,NC]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY,POR,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY,POR,NC]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY,POR,NC]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY,POR,NC]","[HOU,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR]","[HOU,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LA,KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR]","[KCC,CHI]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LA,CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR]","[CHI,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LA,KCC]"
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR]",[KCC]
"(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR]",[KCC]
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(1, 0)","[POR,SD]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","[POR,SD]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(1, 0)","[POR,SD]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","[POR,SD]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(1, 0)","[POR,SD]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]","[LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 0)","[POR,SD]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","(0, 1)","[POR,SD]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(1, 0)","[POR,SD]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 0)","[POR,SD]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","[POR,SD]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(1, 0)","[POR,SD]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","[POR,SD]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 1)","[POR,SD]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(1, 0)","[SD,POR]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","[SD,POR]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","[SD,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(1, 0)","[SD,POR]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","[SD,POR]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","[SD,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","[SD,POR]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","[SD,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","[SD,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","[SD,POR,NJY]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","[SD,POR,NJY]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","[SD,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","[SD,POR,NJY]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","[SD,POR,NJY]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","[SD,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","[SD,POR,NJY]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","[SD,POR,NJY]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","[SD,POR]","[LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","[SD,NJY]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 0)","[SD,NJY]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(0, 1)","[SD,NJY]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(1, 0)","[SD,NJY]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","[SD,NJY]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 1)","[SD,NJY]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(1, 0)","[SD,NJY]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 0)","[SD,NJY]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 1)","(0, 1)","[SD,NJY]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","[SD,NJY,POR]","[LA,LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","[SD,NJY,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 0)","[SD,NJY,POR]","[LA,LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","[SD,NJY,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 0)","[SD,NJY,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","[SD,NJY,POR]","[HOU,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(1, 0)","[SD,NJY,POR]","[LOU,LA,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 0)","[SD,NJY,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","[SD,NJY,POR]","[LOU,KCC,CHI]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","[SD,NJY,POR]","[LOU,LA,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","[SD,NJY,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 1)","[SD,NJY,POR]","[LOU,CHI,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(1, 0)","[SD,NJY,POR]","[LOU,LA,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 0)","[SD,NJY,POR]","[LA,LOU,KCC]"
"(0, 0)","(0, 0)","(0, 1)","(0, 1)","(0, 1)","(0, 1)","[SD,NJY,POR]","[LOU,KCC]"
"(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 0)","(1, 0)","[POR,SD]","[LA,KCC,LOU,CHI]"
