date,scorer,assist
2019-04-13T19:00:00,Sam Kerr,Yuki Nagasato
2019-04-13T19:00:00,Crystal Dunn,Jessica McDonald
2019-04-13T19:00:00,Sam Staab,Cheyna Lee Matthews
2019-04-13T19:00:00,Megan Crosson,Mallory Pugh
2019-04-14T17:00:00,Caitlin Foord,Tobin Heath
2019-04-14T17:00:00,Tobin Heath,Caitlin Foord
2019-04-14T18:00:00,Nichelle Prince,
2019-04-14T18:00:00,Darian Jenkins,Jodie Taylor
2019-04-17T19:00:00,Lynn Williams,Crystal Dunn
2019-04-17T19:00:00,Jessica McDonald,Lynn Williams
2019-04-17T19:00:00,Crystal Dunn,
2019-04-17T19:00:00,Crystal Dunn,
2019-04-17T19:00:00,Julia Spetsmark,Kristen Hamilton
2019-04-20T15:30:00,Christine Sinclair,Lindsey Horan
2019-04-20T15:30:00,Yuki Nagasato,
2019-04-20T15:30:00,Sam Kerr,
2019-04-20T15:30:00,Ana-Maria Crnogorcevic,Meghan Klingenberg
2019-04-20T15:30:00,Christine Sinclair,Meghan Klingenberg
2019-04-20T15:30:00,Jennifer Vasconcelos,Julie Ertz
2019-04-20T15:30:00,Christine Sinclair,
2019-04-20T15:30:00,Yuki Nagasato,
2019-04-20T18:00:00,Sofia Huerta,
2019-04-20T21:00:00,Lo’eau LaBonta,Christen Press
2019-04-21T22:00:00,Alanna Stephanie Kennedy,
2019-04-21T22:00:00,Bethany Balcer,Allie Long
2019-04-27T19:30:00,Christen Press,Michelle Maemone
2019-04-28T13:00:00,Casey Krueger,Yuki Nagasato
2019-04-28T13:00:00,Yuki Nagasato,
2019-04-28T13:00:00,Brooke Elby,Jennifer Vasconcelos
2019-04-28T18:00:00,Carli Lloyd,Rocky Rodriguez
2019-04-28T18:00:00,Carli Lloyd,
2019-04-28T18:00:00,Emily Sonnett,Christine Sinclair
2019-04-28T18:00:00,Tobin Heath,
2019-04-28T18:00:00,Lynn Williams,
2019-04-28T18:00:00,Crystal Dunn,Jaelene Daniels
2019-04-28T18:00:00,Debinha,
2019-04-28T18:00:00,Leah Pruitt,Lynn Williams
2019-04-28T18:00:00,Rachel Daly,Kyah Simon
2019-05-03T21:30:00,Amy Rodriguez,Gunny Jónsdóttir
2019-05-05T18:00:00,Kealia Ohai Watt,Sofia Huerta
2019-05-11T15:00:00,Cheyna Lee Matthews,
2019-05-11T15:00:00,Rocky Rodriguez,Savannah McCaskill
2019-05-11T15:00:00,Jordan Baggett,Amy Harrison
2019-05-11T15:00:00,Cheyna Lee Matthews,Cali Jean Farquharson
2019-05-11T15:00:00,Imani Dorsey,Amandine Pierre-Louis
2019-05-11T15:30:00,Amy Rodriguez,Verónica Boquete
2019-05-11T15:30:00,Rachel Daly,
2019-05-11T15:30:00,Rachel Daly,Ari Romero
2019-05-11T19:30:00,Toni Pressley,Carson Pickett
2019-05-11T19:30:00,Dagný Brynjarsdóttir,
2019-05-11T19:30:00,Andressinha,
2019-05-11T19:30:00,Caitlin Foord,
2019-05-12T18:00:00,Sam Kerr,Yuki Nagasato
2019-05-12T18:00:00,Lynn Williams,Merritt Mathias
2019-05-12T18:00:00,Jennifer Vasconcelos,Sam Kerr
2019-05-12T18:00:00,Sam Kerr,
2019-05-18T16:00:00,Rocky Rodriguez,Sarah Woldmoe
2019-05-18T16:00:00,Julie James (OG),
2019-05-18T16:00:00,Jodie Taylor,
2019-05-18T19:00:00,Ashley Hatch,Amy Harrison
2019-05-18T19:00:00,Dagný Brynjarsdóttir (OG),
2019-05-18T19:00:00,Caitlin Foord,Ana-Maria Crnogorcevic
2019-05-18T19:00:00,Jordan Baggett,
2019-05-19T17:00:00,Amy Rodriguez,Verónica Boquete
2019-05-19T17:00:00,Elizabeth Eddy,Debinha
2019-05-19T18:00:00,Sam Kerr,Jennifer Vasconcelos
2019-05-19T18:00:00,Sam Kerr,Vanessa DiBernardo
2019-05-19T18:00:00,Sofia Huerta,
2019-05-25T18:00:00,Midge Purce,
2019-05-25T20:00:00,Amy Rodriguez,
2019-05-25T20:00:00,Makenzy Doniak,
2019-05-26T18:00:00,Yuki Nagasato (OG),
2019-05-26T18:00:00,Ashley Hatch,Arielle Ship
2019-05-27T19:00:00,Bethany Balcer,Kristen McNabb
2019-05-27T19:00:00,Shea Groom,
2019-05-27T19:00:00,Abby Erceg,Jaelene Daniels
2019-06-01T19:00:00,Ashley Hatch,Tori Huster
2019-06-01T19:00:00,Dorian Bailey,
2019-06-01T19:30:00,Kristen Hamilton,
2019-06-01T19:30:00,Kristen Hamilton,Leah Pruitt
2019-06-01T19:30:00,Kristen Hamilton,Jaelene Daniels
2019-06-02T16:00:00,Bethany Balcer,
2019-06-02T16:00:00,Christine Nairn,
2019-06-02T18:00:00,Midge Purce,Simone Charley
2019-06-02T18:00:00,Midge Purce,Simone Charley
2019-06-02T18:00:00,Marissa Everett,Meghan Klingenberg
2019-06-15T19:45:00,Midge Purce,Celeste Boureille
2019-06-15T19:45:00,Julia Spetsmark,Merritt Mathias
2019-06-15T20:30:00,Joanna Boyles,
2019-06-15T20:30:00,Sofia Huerta,
2019-06-15T20:30:00,Kristie Mewis,Kealia Ohai Watt
2019-06-15T20:30:00,Danica Evans,Joanna Boyles
2019-06-15T22:00:00,Andi Sullivan,Cali Jean Farquharson
2019-06-15T22:00:00,Jessica Fishlock,
2019-06-15T22:00:00,Amy Rodriguez,Gunny Jónsdóttir
2019-06-22T19:00:00,Chioma Ubogagu,
2019-06-22T19:00:00,Sarah Woldmoe,
2019-06-22T19:00:00,Gina Lewandowski (OG),
2019-06-23T18:00:00,Jessica Fishlock,
2019-06-28T22:00:00,Jessica Fishlock,Bethany Balcer
2019-06-28T22:00:00,Ifeoma Onumonu,Jessica Fishlock
2019-06-29T20:00:00,Debinha,
2019-06-29T20:00:00,Leah Pruitt,Lynn Williams
2019-06-29T20:00:00,Crystal Thomas,Bayley Feist
2019-06-29T22:00:00,Kyah Simon,Christine Nairn
2019-06-29T22:00:00,Tyler Lussi,Ellie Madison Carpenter
2019-06-29T22:00:00,Midge Purce,Tyler Lussi
2019-06-30T17:00:00,Sam Kerr,
2019-06-30T17:00:00,Chioma Ubogagu,
2019-06-30T17:00:00,Sam Kerr,Yuki Nagasato
2019-06-30T17:00:00,Sam Kerr,Jennifer Vasconcelos
2019-06-30T17:00:00,Marta,
2019-07-05T19:30:00,Kristen Hamilton,Merritt Mathias
2019-07-05T19:30:00,Kristen Hamilton,Jaelene Daniels
2019-07-05T19:30:00,Kristie Mewis,Kyah Simon
2019-07-05T19:30:00,Lynn Williams,Denise O'Sullivan
2019-07-05T19:30:00,Kyah Simon,Sophie Schmidt
2019-07-05T19:30:00,Kristen Hamilton,Lynn Williams
2019-07-05T19:30:00,Kristen Hamilton,Debinha
2019-07-05T23:00:00,Celia,Ifeoma Onumonu
2019-07-06T20:00:00,Rocky Rodriguez,Paige Monaghan
2019-07-06T20:00:00,Jen Hoy,
2019-07-06T20:00:00,Danielle Colaprico,
2019-07-06T20:20:00,Bayley Feist,Cheyna Lee Matthews
2019-07-06T20:20:00,Chioma Ubogagu,Joanna Boyles
2019-07-06T20:20:00,Rachel Hill,Emily van Egmond
2019-07-06T20:20:00,Cheyna Lee Matthews,Tori Huster
2019-07-06T20:20:00,Marta,
2019-07-06T20:20:00,Marta,
2019-07-06T20:20:00,Jordan Baggett,Ashley Hatch
2019-07-12T19:30:00,Jen Hoy,Sarah Woldmoe
2019-07-13T19:00:00,Lynn Williams,Kristen Hamilton
2019-07-13T19:00:00,Debinha,Merritt Mathias
2019-07-13T21:00:00,Katie Johnson,Vanessa DiBernardo
2019-07-14T15:00:00,Hayley Raso,
2019-07-14T15:00:00,Midge Purce,
2019-07-14T15:00:00,Marta,
2019-07-14T15:00:00,Christine Sinclair,Caitlin Foord
2019-07-14T15:00:00,Emily Menges (OG),
2019-07-14T15:00:00,Erin Greening,
2019-07-14T15:00:00,Tyler Lussi,Meghan Klingenberg
2019-07-19T22:00:00,Christine Sinclair,
2019-07-19T22:00:00,Christen Press,Gunny Jónsdóttir
2019-07-19T22:00:00,Becky Sauerbrunn (OG),
2019-07-19T22:00:00,Rachel Corsie,Kelley O'Hara
2019-07-20T19:30:00,Marisa Viggiano,Chioma Ubogagu
2019-07-20T20:00:00,Jordan Baggett,
2019-07-20T20:00:00,Kristie Mewis,Sofia Huerta
2019-07-20T20:00:00,Amber Brooks,Christine Nairn
2019-07-21T18:00:00,Lynn Williams,Debinha
2019-07-21T18:00:00,Vanessa DiBernardo,Arin Wright
2019-07-21T18:00:00,Sam Kerr,Katie Johnson
2019-07-24T19:30:00,Ashley Hatch,
2019-07-24T22:30:00,Lindsey Horan,
2019-07-24T22:30:00,Hayley Raso,
2019-07-24T22:30:00,Christine Sinclair,
2019-07-24T22:30:00,Hayley Raso,Midge Purce
2019-07-24T22:30:00,Jane Campbell (OG),
2019-07-27T22:00:00,Christen Press,Verónica Boquete
2019-07-27T22:00:00,Kristen Hamilton,Sam Mewis
2019-07-27T22:00:00,Jessica McDonald,Kristen Hamilton
2019-07-28T16:00:00,Arin Wright,
2019-07-28T16:00:00,Vanessa DiBernardo,Sam Kerr
2019-07-28T16:00:00,Yuki Nagasato,Casey Krueger
2019-07-28T16:00:00,Sam Kerr,Katie Johnson
2019-07-28T20:30:00,Rachel Daly,Sofia Huerta
2019-08-02T19:00:00,Rosie White,
2019-08-03T16:00:00,Debinha,Julia Spetsmark
2019-08-03T20:00:00,Sam Kerr,
2019-08-03T20:00:00,Brooke Elby,
2019-08-03T23:00:00,Christine Sinclair,
2019-08-03T23:00:00,Imani Dorsey,Elizabeth Eddy
2019-08-07T22:00:00,Rosie White,
2019-08-07T22:00:00,Christen Press,
2019-08-07T22:00:00,Christen Press,Lo’eau LaBonta
2019-08-07T22:00:00,Amy Rodriguez,Mallory Weber
2019-08-10T19:00:00,Yuki Nagasato,Casey Krueger
2019-08-10T19:30:00,Rachel Daly,
2019-08-11T15:00:00,Crystal Dunn,Lynn Williams
2019-08-11T15:00:00,Stephanie Lynn Marie Labbé (OG),
2019-08-11T15:00:00,Abby Erceg (OG),
2019-08-11T16:00:00,Katie Stengel,
2019-08-11T16:00:00,Shea Groom,
2019-08-11T16:00:00,Lo’eau LaBonta,
2019-08-11T16:00:00,Amy Rodriguez,
2019-08-14T19:00:00,Paige Monaghan,Carli Lloyd
