team,rank,PTS,MP,W,L,D,GF,GA,GD
ORL,1,3,1,1,0,0,6,0,6
KCC,2,3,1,1,0,0,3,1,2
WAS,3,3,1,1,0,0,2,1,1
LA,4,1,1,0,0,1,1,1,0
BAY,5,1,1,0,0,1,1,1,0
GFC,6,1,1,0,0,1,1,1,0
NC,7,1,1,0,0,1,1,1,0
LOU,8,1,1,0,0,1,1,1,0
SD,9,1,1,0,0,1,1,1,0
RGN,10,1,1,0,0,1,1,1,0
UTA,11,1,1,0,0,1,1,1,0
HOU,12,0,1,0,1,0,1,2,-1
POR,13,0,1,0,1,0,1,3,-2
CHI,14,0,1,0,1,0,0,6,-6
