team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,39,15,13,2,0,32,10,22
ORL,2,27,15,8,4,3,22,12,10
WAS,3,27,15,8,4,3,23,20,3
SD,4,26,15,7,3,5,26,17,9
POR,5,25,15,7,4,4,24,16,8
RGN,6,24,15,7,5,3,21,17,4
LOU,7,21,15,6,6,3,20,25,-5
GFC,8,20,15,5,5,5,19,14,5
NC,9,19,15,5,6,4,19,22,-3
BAY,10,17,15,4,6,5,17,20,-3
LA,11,16,15,4,7,4,21,27,-6
HOU,12,15,15,4,8,3,17,25,-8
CHI,13,8,15,1,9,5,12,29,-17
UTA,14,6,15,1,11,3,12,31,-19
