team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,15,7,5,2,0,14,5,9
ORL,2,15,7,5,2,0,14,5,9
SD,3,13,7,4,2,1,14,9,5
GFC,4,12,8,3,2,3,12,8,4
POR,5,12,8,3,2,3,11,9,2
WAS,6,12,7,4,3,0,10,10,0
RGN,7,11,7,3,2,2,7,6,1
LA,8,11,7,3,2,2,13,14,-1
NC,9,8,7,2,3,2,8,9,-1
BAY,10,8,7,2,3,2,7,8,-1
LOU,11,8,7,2,3,2,8,13,-5
HOU,12,7,7,2,4,1,6,10,-4
UTA,13,4,7,1,5,1,4,11,-7
CHI,14,4,7,1,5,1,3,14,-11
