team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,56,22,18,2,2,44,11,33
WAS,2,40,22,11,4,7,37,27,10
GFC,3,34,22,9,6,7,31,18,13
RGN,4,33,22,9,7,6,28,26,2
ORL,5,32,22,9,8,5,27,23,4
POR,6,31,22,8,7,7,30,27,3
SD,7,31,22,8,7,7,30,27,3
LOU,8,29,22,8,9,5,28,34,-6
NC,9,28,22,7,8,7,28,32,-4
HOU,10,26,22,7,10,5,25,34,-9
LA,11,24,22,6,10,6,28,36,-8
UTA,12,21,22,5,11,6,22,35,-13
BAY,13,19,22,4,11,7,23,33,-10
CHI,14,15,22,2,11,9,26,44,-18
