team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,33,13,11,2,0,29,10,19
ORL,2,25,13,8,4,1,20,10,10
SD,3,24,13,7,3,3,25,16,9
WAS,4,23,13,7,4,2,21,19,2
POR,5,22,13,6,3,4,19,12,7
RGN,6,21,13,6,4,3,17,13,4
LOU,7,20,13,6,5,2,19,22,-3
GFC,8,18,13,5,5,3,18,13,5
NC,9,18,13,5,5,3,18,20,-2
BAY,10,15,13,4,6,3,14,17,-3
LA,11,15,13,4,6,3,20,24,-4
HOU,12,11,13,3,8,2,13,22,-9
CHI,13,6,13,1,9,3,10,27,-17
UTA,14,5,13,1,10,2,11,29,-18
