team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,62,25,20,3,2,47,12,35
WAS,2,44,25,12,5,8,42,32,10
ORL,3,39,25,11,8,6,32,26,6
RGN,4,38,25,10,7,8,31,28,3
SD,5,37,25,10,8,7,40,32,8
POR,6,37,25,10,8,7,34,29,5
GFC,7,36,25,9,7,9,33,22,11
LOU,8,34,25,9,9,7,34,38,-4
NC,9,32,25,8,9,8,34,37,-3
HOU,10,30,25,8,11,6,27,37,-10
LA,11,27,25,7,12,6,30,39,-9
UTA,12,22,25,5,13,7,27,42,-15
BAY,13,20,25,4,13,8,26,40,-14
CHI,14,17,25,2,12,11,30,53,-23
