team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,30,12,10,2,0,28,10,18
ORL,2,25,12,8,3,1,20,8,12
SD,3,23,12,7,3,2,25,16,9
WAS,4,22,12,7,4,1,21,19,2
POR,5,19,12,5,3,4,18,12,6
RGN,6,18,12,5,4,3,13,12,1
LOU,7,17,12,5,5,2,17,22,-5
GFC,8,15,12,4,5,3,16,12,4
BAY,9,15,12,4,5,3,13,15,-2
LA,10,15,12,4,5,3,20,23,-3
NC,11,15,12,4,5,3,16,19,-3
HOU,12,11,12,3,7,2,12,20,-8
CHI,13,6,12,1,8,3,10,26,-16
UTA,14,5,12,1,9,2,10,25,-15
