team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,65,26,21,3,2,49,13,36
WAS,2,44,26,12,6,8,42,33,9
POR,3,40,26,11,8,7,36,29,7
ORL,4,40,26,11,8,7,33,27,6
RGN,5,39,26,10,7,9,32,29,3
SD,6,37,26,10,9,7,41,34,7
LOU,7,37,26,10,9,7,35,38,-3
GFC,8,36,26,9,8,9,35,25,10
NC,9,35,26,9,9,8,37,39,-2
HOU,10,30,26,8,12,6,27,39,-12
LA,11,27,26,7,13,6,31,41,-10
UTA,12,25,26,6,13,7,28,42,-14
BAY,13,20,26,4,14,8,26,41,-15
CHI,14,20,26,3,12,11,32,54,-22
