team,rank,PTS,MP,W,L,D,GF,GA,GD
KCC,1,53,21,17,2,2,40,10,30
WAS,2,37,21,10,4,7,33,27,6
GFC,3,31,21,8,6,7,28,18,10
POR,4,31,21,8,6,7,30,24,6
SD,5,31,21,8,6,7,29,25,4
RGN,6,30,21,8,7,6,26,25,1
ORL,7,29,21,8,8,5,25,22,3
NC,8,28,21,7,7,7,27,30,-3
HOU,9,26,21,7,9,5,25,30,-5
LOU,10,26,21,7,9,5,27,34,-7
LA,11,24,21,6,9,6,28,35,-7
BAY,12,19,21,4,10,7,23,31,-8
UTA,13,18,21,4,11,6,20,35,-15
CHI,14,15,21,2,10,9,25,40,-15
