team,rank,PTS,MP,W,L,D,GF,GA,GD
ORL,1,12,4,4,0,0,11,1,10
KCC,2,12,4,4,0,0,10,1,9
WAS,3,9,4,3,1,0,6,3,3
LA,4,8,4,2,0,2,7,4,3
GFC,5,5,4,1,1,2,4,4,0
POR,6,5,4,1,1,2,3,4,-1
RGN,7,4,4,1,2,1,4,5,-1
BAY,8,4,4,1,2,1,4,5,-1
SD,9,4,4,1,2,1,5,7,-2
HOU,10,4,4,1,2,1,4,6,-2
LOU,11,4,4,1,2,1,2,5,-3
CHI,12,3,4,1,3,0,3,10,-7
NC,13,2,4,0,2,2,3,6,-3
UTA,14,1,4,0,3,1,3,8,-5
