player,team,group_1,group_2,group_3,round_of_16,quarterfinals,semifinals,finals
Lorena Bedoya,Colombia,90,90,85,90,,,
Daniela Montoya,Colombia,86,66,59,4,,,
Mayra Ramírez,Colombia,90,90,90,90,,,
Leicy Santos,Colombia,75,37,90,86,,,
Catalina Usme,Colombia,90,90,90,89,,,
Carolina Arias,Colombia,90,90,89,90,,,
Linda Caicedo,Colombia,90,89,90,90,,,
Jorelyn Carabalí,Colombia,90,89,90,90,,,
Sandra Sepúlveda,Colombia,0,0,0,0,,,
Natalia Giraldo,Colombia,0,0,0,0,,,
Diana Ospina,Colombia,4,24,31,90,,,
María Camila Reyes,Colombia,0,0,0,0,,,
Marcela Restrepo,Colombia,15,1,1,1,,,
Ángela Barón,Colombia,0,0,0,0,,,
Ana María Guzmán,Colombia,0,0,0,90,,,
Lady Andrade,Colombia,0,53,0,0,,,
Mónica Ramos,Colombia,0,1,0,0,,,
Ivonne Chacón,Colombia,0,0,5,0,,,
Daniela Caracas,Colombia,0,0,0,0,,,
Elexa Bahr,Colombia,0,0,0,0,,,
Yoon Young-geul,Korea Republic,90,0,0,,,,
Choo Hyo-joo,Korea Republic,87,45,90,,,,
Shim Seo-yeon,Korea Republic,90,90,90,,,,
Lim Seon-joo,Korea Republic,90,0,0,,,,
Son Hwa-yeon,Korea Republic,67,45,0,,,,
Cho So-hyun,Korea Republic,67,90,89,,,,
Lee Geum-min,Korea Republic,90,87,0,,,,
Ji So-yun,Korea Republic,90,90,90,,,,
Choe Yu-ri,Korea Republic,77,45,90,,,,
Jang Sel-gi,Korea Republic,90,90,90,,,,
Kim Hye-ri,Korea Republic,90,90,90,,,,
Kim Jung-mi,Korea Republic,0,90,90,,,,
Ryu Jisu,Korea Republic,0,0,0,,,,
Hong Hye-ji,Korea Republic,0,83,0,,,,
Kim Yun-ji,Korea Republic,0,0,0,,,,
Moon Mi-ra,Korea Republic,3,45,5,,,,
Park Eun-sun,Korea Republic,23,68,28,,,,
Jeon Eun-ha,Korea Republic,0,22,0,,,,
Chun Ga-ram,Korea Republic,0,3,62,,,,
Lee Young-ju,Korea Republic,0,0,90,,,,
Casey Phair,Korea Republic,13,7,85,,,,
Bae Ye-bin,Korea Republic,0,0,0,,,,
Kang Chae-rim,Korea Republic,23,0,1,,,,
Rasheedat Ajibade,Nigeria,0,90,90,120,,,
Halimatu Ayinde,Nigeria,0,75,90,90,,,
Desire Oparanozie,Nigeria,0,0,0,7,,,
Élisa De Almeida,France,0,0,90,90,,,
