"Player_Name","Team","Min","Matchday"
"Daiana Falfán","Argentina",89,2023-07-24
"Sophia Braun","Argentina",90,2023-07-24
"Miriam Mayorga","Argentina",90,2023-07-24
"Florencia Bonsegundo","Argentina",90,2023-07-24
"Lorena Benítez","Argentina",90,2023-07-24
"Mariana Larroquette","Argentina",89,2023-07-24
"Estefanía Banini","Argentina",90,2023-07-24
"Lara Esponda","Argentina",0,2023-07-24
"Abigaíl Cháves","Argentina",0,2023-07-24
"Adriana Sachs","Argentina",0,2023-07-24
"Julieta Cruz","Argentina",0,2023-07-24
"Vanesa Santana","Argentina",0,2023-07-24
"Paulina Gramaglia","Argentina",1,2023-07-24
"Dalila Ippólito","Argentina",1,2023-07-24
"Yamila Rodríguez","Argentina",14,2023-07-24
"Camila Gómez Ares","Argentina",0,2023-07-24
"Gabriela Chávez","Argentina",0,2023-07-24
"Chiara Singarella","Argentina",0,2023-07-24
"Érica Lonigro","Argentina",0,2023-07-24
"Merle Frohms","Germany",90,2023-07-24
"Kathrin Hendrich","Germany",90,2023-07-24
"Svenja Huth","Germany",90,2023-07-24
"Alexandra Popp","Germany",82,2023-07-24
"Sara Däbritz","Germany",90,2023-07-24
"Felicitas Rauch","Germany",88,2023-07-24
"Melanie Leupolz","Germany",64,2023-07-24
"Klara Bühl","Germany",63,2023-07-24
"Lina Magull","Germany",64,2023-07-24
"Jule Brand","Germany",90,2023-07-24
"Sara Doorsoun","Germany",90,2023-07-24
"Ann-Katrin Berger","Germany",0,2023-07-24
"Stina Johannes","Germany",0,2023-07-24
"Chantal Hagel","Germany",2,2023-07-24
"Sophia Kleinherne","Germany",0,2023-07-24
"Marina Hegering","Germany",0,2023-07-24
"Lena Oberdorf","Germany",0,2023-07-24
"Lea Schüller","Germany",26,2023-07-24
"Sydney Lohmann","Germany",0,2023-07-24
"Laura Freigang","Germany",8,2023-07-24
"Lena Lattwein","Germany",26,2023-07-24
"Sjoeke Nüsken","Germany",0,2023-07-24
"Nicole Anyomi","Germany",27,2023-07-24
"Khadija Er-Rmichi","Morocco",90,2023-07-24
"Zineb Redouani","Morocco",90,2023-07-24
"Sarah Kassi","Morocco",90,2023-07-24
"Élodie Nakkach","Morocco",81,2023-07-24
"Ghizlane Chebbak","Morocco",90,2023-07-24
"Fatima Tagnaout","Morocco",90,2023-07-24
"Anissa Lahmari","Morocco",66,2023-07-24
"Hanane Aït El Haj","Morocco",90,2023-07-24
"Sakina Ouzraoui","Morocco",89,2023-07-24
"Yasmin Mrabet","Morocco",81,2023-07-24
"Rosella Ayane","Morocco",89,2023-07-24
"Assia Zouhair","Morocco",0,2023-07-24
"Inès Arouaissa","Morocco",0,2023-07-24
"Nouhaila Benzina","Morocco",0,2023-07-24
"Nesryne El Chad","Morocco",9,2023-07-24
"Salma Amani","Morocco",24,2023-07-24
"Ibtissam Jraïdi","Morocco",1,2023-07-24
"Najat Badri","Morocco",9,2023-07-24
"Sabah Seghir","Morocco",0,2023-07-24
"Rkia Mazrouai","Morocco",0,2023-07-24
"Fatima Gharbi","Morocco",0,2023-07-24
"Kenza Chapelle","Morocco",0,2023-07-24
"Sofia Bouftini","Morocco",1,2023-07-24
"Letícia Izidoro","Brazil",90,2023-07-24
"Antônia","Brazil",58,2023-07-24
"Rafaelle","Brazil",90,2023-07-24
"Luana","Brazil",74,2023-07-24
"Tamires","Brazil",90,2023-07-24
"Debinha","Brazil",58,2023-07-24
"Adriana","Brazil",90,2023-07-24
"Lauren","Brazil",90,2023-07-24
"Beatriz","Brazil",58,2023-07-24
"Ary Borges","Brazil",74,2023-07-24
"Kerolin","Brazil",90,2023-07-24
"Bárbara","Brazil",0,2023-07-24
"Camila","Brazil",0,2023-07-24
"Kathellen","Brazil",0,2023-07-24
"Andressa","Brazil",0,2023-07-24
"Ana Vitória","Brazil",0,2023-07-24
"Marta","Brazil",16,2023-07-24
"Bruninha","Brazil",32,2023-07-24
"Duda Sampaio","Brazil",16,2023-07-24
"Geyse","Brazil",32,2023-07-24
"Mônica","Brazil",0,2023-07-24
"Angelina","Brazil",0,2023-07-24
"Gabi Nunes","Brazil",32,2023-07-24
"Yenith Bailey","Panama",90,2023-07-24
"Hilary Jaén","Panama",45,2023-07-24
"Katherine Castillo","Panama",90,2023-07-24
"Yomira Pinzón","Panama",90,2023-07-24
"Schiandra González","Panama",90,2023-07-24
"Karla Riley","Panama",52,2023-07-24
"Marta Cox","Panama",78,2023-07-24
"Natalia Mills","Panama",53,2023-07-24
"Rosario Vargas","Panama",82,2023-07-24
"Aldrith Quintero","Panama",64,2023-07-24
"Carina Baltrip-Reyes","Panama",90,2023-07-24
"Sasha Fábrega","Panama",0,2023-07-24
"Farissa Córdoba","Panama",0,2023-07-24
"Wendy Natis","Panama",45,2023-07-24
"Deysiré Salazar","Panama",26,2023-07-24
"Emily Cedeño","Panama",37,2023-07-24
"Riley Tanner","Panama",38,2023-07-24
"Carmen Montenegro","Panama",8,2023-07-24
"Rebeca Espinosa","Panama",0,2023-07-24
"Laurie Batista","Panama",0,2023-07-24
"Erika Hernández","Panama",0,2023-07-24
"Lineth Cedeño","Panama",12,2023-07-24
"Nicole de Obaldía","Panama",0,2023-07-24
"Catalina Pérez","Colombia",90,2023-07-25
"Manuela Vanegas","Colombia",90,2023-07-25
"Daniela Arias","Colombia",90,2023-07-25
"Lorena Bedoya","Colombia",90,2023-07-25
"Daniela Montoya","Colombia",86,2023-07-25
"Mayra Ramírez","Colombia",90,2023-07-25
"Leicy Santos","Colombia",75,2023-07-25
"Catalina Usme","Colombia",90,2023-07-25
"Carolina Arias","Colombia",90,2023-07-25
"Linda Caicedo","Colombia",90,2023-07-25
"Jorelyn Carabalí","Colombia",90,2023-07-25
"Sandra Sepúlveda","Colombia",0,2023-07-25
"Natalia Giraldo","Colombia",0,2023-07-25
"Diana Ospina","Colombia",4,2023-07-25
"María Camila Reyes","Colombia",0,2023-07-25
"Marcela Restrepo","Colombia",15,2023-07-25
"Ángela Barón","Colombia",0,2023-07-25
"Ana María Guzmán","Colombia",0,2023-07-25
"Lady Andrade","Colombia",0,2023-07-25
"Mónica Ramos","Colombia",0,2023-07-25
"Ivonne Chacón","Colombia",0,2023-07-25
"Daniela Caracas","Colombia",0,2023-07-25
"Elexa Bahr","Colombia",0,2023-07-25
"Yoon Young-geul","Korea Republic",90,2023-07-25
"Choo Hyo-joo","Korea Republic",87,2023-07-25
"Shim Seo-yeon","Korea Republic",90,2023-07-25
"Lim Seon-joo","Korea Republic",90,2023-07-25
"Son Hwa-yeon","Korea Republic",67,2023-07-25
"Cho So-hyun","Korea Republic",67,2023-07-25
"Lee Geum-min","Korea Republic",90,2023-07-25
"Ji So-yun","Korea Republic",90,2023-07-25
"Choe Yu-ri","Korea Republic",77,2023-07-25
"Jang Sel-gi","Korea Republic",90,2023-07-25
"Kim Hye-ri","Korea Republic",90,2023-07-25
"Kim Jung-mi","Korea Republic",0,2023-07-25
"Ryu Jisu","Korea Republic",0,2023-07-25
"Hong Hye-ji","Korea Republic",0,2023-07-25
"Kim Yun-ji","Korea Republic",0,2023-07-25
"Moon Mi-ra","Korea Republic",3,2023-07-25
"Park Eun-sun","Korea Republic",23,2023-07-25
"Jeon Eun-ha","Korea Republic",0,2023-07-25
"Chun Ga-ram","Korea Republic",0,2023-07-25
"Lee Young-ju","Korea Republic",0,2023-07-25
"Casey Phair","Korea Republic",13,2023-07-25
"Bae Ye-bin","Korea Republic",0,2023-07-25
"Kang Chae-rim","Korea Republic",23,2023-07-25
"Victoria Esson","New Zealand",90,2023-07-25
"Ria Percival","New Zealand",83,2023-07-25
"CJ Bott","New Zealand",90,2023-07-25
"Malia Steinmetz","New Zealand",90,2023-07-25
"Ali Riley","New Zealand",90,2023-07-25
"Betsy Hassett","New Zealand",45,2023-07-25
"Rebekah Stott","New Zealand",90,2023-07-25
"Katie Bowen","New Zealand",90,2023-07-25
"Jacqui Hand","New Zealand",90,2023-07-25
"Hannah Wilkinson","New Zealand",90,2023-07-25
"Indiah-Paige Riley","New Zealand",45,2023-07-25
"Erin Nayler","New Zealand",0,2023-07-25
"Anna Leat","New Zealand",0,2023-07-25
"Claudia Bunge","New Zealand",0,2023-07-25
"Daisy Cleverley","New Zealand",0,2023-07-25
"Gabi Rennie","New Zealand",0,2023-07-25
"Annalie Longo","New Zealand",45,2023-07-25
"Olivia Chance","New Zealand",45,2023-07-25
"Paige Satchell","New Zealand",0,2023-07-25
"Grace Jale","New Zealand",7,2023-07-25
"Liz Anton","New Zealand",0,2023-07-25
"Milly Clegg","New Zealand",0,2023-07-25
"Olivia McDaniel","Philippines",90,2023-07-25
"Jessika Cowart","Philippines",82,2023-07-25
"Jaclyn Sawicki","Philippines",90,2023-07-25
"Hali Long","Philippines",90,2023-07-25
"Sarina Bolden","Philippines",82,2023-07-25
"Sara Eggesvik","Philippines",63,2023-07-25
"Angela Beard","Philippines",90,2023-07-25
"Sofia Harrison","Philippines",90,2023-07-25
"Alicia Barker","Philippines",69,2023-07-25
"Quinley Quezada","Philippines",69,2023-07-25
"Katrina Guillou","Philippines",90,2023-07-25
"Kaiya Jota","Philippines",0,2023-07-25
"Kiara Fontanilla","Philippines",0,2023-07-25
"Malea Cesar","Philippines",0,2023-07-25
"Tahnai Annis","Philippines",21,2023-07-25
"Isabella Flanigan","Philippines",27,2023-07-25
"Chandler McDaniel","Philippines",0,2023-07-25
"Anicka Castañeda","Philippines",0,2023-07-25
"Ryley Bugay","Philippines",8,2023-07-25
"Meryll Serrano","Philippines",0,2023-07-25
"Carleigh Frilles","Philippines",8,2023-07-25
"Dominique Randle","Philippines",21,2023-07-25
"Reina Bonta","Philippines",0,2023-07-25
"Gaëlle Thalmann","Switzerland",90,2023-07-25
"Julia Stierli","Switzerland",90,2023-07-25
"Noelle Maritz","Switzerland",90,2023-07-25
"Géraldine Reuteler","Switzerland",77,2023-07-25
"Nadine Riesen","Switzerland",90,2023-07-25
"Ana-Maria Crnogorčević","Switzerland",90,2023-07-25
"Ramona Bachmann","Switzerland",89,2023-07-25
"Coumba Sow","Switzerland",90,2023-07-25
"Lia Wälti","Switzerland",90,2023-07-25
"Seraina Piubel","Switzerland",87,2023-07-25
"Eseosa Aigbogun","Switzerland",90,2023-07-25
"Livia Peng","Switzerland",0,2023-07-25
"Seraina Friedli","Switzerland",0,2023-07-25
"Lara Marti","Switzerland",0,2023-07-25
"Laura Felber","Switzerland",0,2023-07-25
"Amira Arfaoui","Switzerland",0,2023-07-25
"Marion Rey","Switzerland",1,2023-07-25
"Sandrine Mauron","Switzerland",13,2023-07-25
"Viola Calligaris","Switzerland",0,2023-07-25
"Fabienne Humm","Switzerland",0,2023-07-25
"Meriame Terchoun","Switzerland",3,2023-07-25
"Alisha Lehmann","Switzerland",0,2023-07-25
"Aurora Mikalsen","Norway",90,2023-07-25
"Tuva Hansen","Norway",72,2023-07-25
"Maren Mjelde","Norway",90,2023-07-25
"Vilde Bøe Risa","Norway",87,2023-07-25
"Guro Reiten","Norway",90,2023-07-25
"Thea Bjelde","Norway",87,2023-07-25
"Amalie Eikeland","Norway",56,2023-07-25
"Mathilde Harviken","Norway",90,2023-07-25
"Frida Maanum","Norway",90,2023-07-25
"Emilie Haavi","Norway",90,2023-07-25
"Sophie Román Haug","Norway",72,2023-07-25
"Cecilie Fiskerstrand","Norway",0,2023-07-25
"Guro Pettersen","Norway",0,2023-07-25
"Anja Sønstevold","Norway",18,2023-07-25
"Sara Hørte","Norway",0,2023-07-25
"Guro Bergsvand","Norway",0,2023-07-25
"Ingrid Syrstad Engen","Norway",3,2023-07-25
"Karina Sævik","Norway",18,2023-07-25
"Caroline Graham Hansen","Norway",34,2023-07-25
"Julie Blakstad","Norway",0,2023-07-25
"Marit Bratberg Lund","Norway",3,2023-07-25
"Anna Jøsendal","Norway",0,2023-07-25
"Ayaka Yamashita","Japan",90,2023-07-26
"Risa Shimizu","Japan",89,2023-07-26
"Moeka Minami","Japan",90,2023-07-26
"Saki Kumagai","Japan",90,2023-07-26
"Shiori Miyake","Japan",90,2023-07-26
"Hina Sugita","Japan",90,2023-07-26
"Hikaru Naomoto","Japan",73,2023-07-26
"Mina Tanaka","Japan",58,2023-07-26
"Yui Hasegawa","Japan",90,2023-07-26
"Aoba Fujino","Japan",58,2023-07-26
"Honoka Hayashi","Japan",73,2023-07-26
"Momoko Tanaka","Japan",0,2023-07-26
"Chika Hirao","Japan",0,2023-07-26
"Hinata Miyazawa","Japan",32,2023-07-26
"Riko Ueki","Japan",32,2023-07-26
"Fūka Nagano","Japan",17,2023-07-26
"Hana Takahashi","Japan",0,2023-07-26
"Jun Endō","Japan",0,2023-07-26
"Kiko Seike","Japan",17,2023-07-26
"Miyabi Moriya","Japan",1,2023-07-26
"Maika Hamano","Japan",0,2023-07-26
"Remina Chiba","Japan",0,2023-07-26
"Rion Ishikawa","Japan",0,2023-07-26
"Daniela Solera","Costa Rica",90,2023-07-26
"Gabriela Guillén","Costa Rica",45,2023-07-26
"María Coto","Costa Rica",90,2023-07-26
"Mariana Benavides","Costa Rica",90,2023-07-26
"Melissa Herrera","Costa Rica",90,2023-07-26
"María Paula Salas","Costa Rica",75,2023-07-26
"María Paula Elizondo","Costa Rica",90,2023-07-26
"Priscila Chinchilla","Costa Rica",90,2023-07-26
"Cristín Granados","Costa Rica",63,2023-07-26
"Katherine Alvarado","Costa Rica",90,2023-07-26
"Fabiola Villalobos","Costa Rica",90,2023-07-26
"Génesis Pérez","Costa Rica",0,2023-07-26
"Priscilla Tapia","Costa Rica",0,2023-07-26
"Valeria del Campo","Costa Rica",0,2023-07-26
"Carol Sánchez","Costa Rica",0,2023-07-26
"Mariela Campos","Costa Rica",0,2023-07-26
"Gloriana Villalobos","Costa Rica",45,2023-07-26
"Raquel Rodríguez","Costa Rica",27,2023-07-26
"Emilie Valenciano","Costa Rica",0,2023-07-26
"Sofía Varela","Costa Rica",0,2023-07-26
"Alexandra Pinell","Costa Rica",0,2023-07-26
"Sheika Scott","Costa Rica",15,2023-07-26
"Catalina Estrada","Costa Rica",0,2023-07-26
"Misa Rodríguez","Spain",90,2023-07-26
"Ona Batlle","Spain",45,2023-07-26
"Teresa Abelleira","Spain",90,2023-07-26
"Irene Paredes","Spain",90,2023-07-26
"Ivana Andrés","Spain",90,2023-07-26
"Aitana Bonmatí","Spain",60,2023-07-26
"Mariona Caldentey","Spain",82,2023-07-26
"Jennifer Hermoso","Spain",90,2023-07-26
"Alexia Putellas","Spain",45,2023-07-26
"Salma Paralluelo","Spain",45,2023-07-26
"Olga Carmona","Spain",90,2023-07-26
"Enith Salón","Spain",0,2023-07-26
"Cata Coll","Spain",0,2023-07-26
"Irene Guerrero","Spain",30,2023-07-26
"Esther González","Spain",0,2023-07-26
"Oihane Hernández","Spain",45,2023-07-26
"Laia Codina","Spain",0,2023-07-26
"Eva Navarro","Spain",45,2023-07-26
"María Pérez","Spain",0,2023-07-26
"Alba Redondo","Spain",45,2023-07-26
"Rocío Gálvez","Spain",0,2023-07-26
"Claudia Zornoza","Spain",0,2023-07-26
"Athenea del Castillo","Spain",8,2023-07-26
"Eunice Sakala","Zambia",90,2023-07-26
"Lushomo Mweemba","Zambia",75,2023-07-26
"Susan Banda","Zambia",36,2023-07-26
"Margaret Belemu","Zambia",90,2023-07-26
"Barbra Banda","Zambia",90,2023-07-26
"Evarine Katongo","Zambia",75,2023-07-26
"Martha Tembo","Zambia",90,2023-07-26
"Ireen Lungu","Zambia",90,2023-07-26
"Agness Musase","Zambia",90,2023-07-26
"Racheal Kundananji","Zambia",90,2023-07-26
"Xiomara Mapepa","Zambia",36,2023-07-26
"Judith Soko","Zambia",0,2023-07-26
"Mary Mulenga","Zambia",0,2023-07-26
"Mary Wilombe","Zambia",54,2023-07-26
"Ochumba Oseke","Zambia",15,2023-07-26
"Hellen Mubanga","Zambia",0,2023-07-26
"Comfort Selemani","Zambia",0,2023-07-26
"Grace Ngok Yango","Zambia",0,2023-07-26
"Hellen Chanda","Zambia",0,2023-07-26
"Avell Chitundu","Zambia",54,2023-07-26
"Esther Banda","Zambia",0,2023-07-26
"Vast Phiri","Zambia",15,2023-07-26
"Kailen Sheridan","Canada",90,2023-07-26
"Kadeisha Buchanan","Canada",45,2023-07-26
"Quinn","Canada",90,2023-07-26
"Julia Grosso","Canada",45,2023-07-26
"Jayde Riviere","Canada",89,2023-07-26
"Jordyn Huitema","Canada",90,2023-07-26
"Ashley Lawrence","Canada",90,2023-07-26
"Evelyne Viens","Canada",45,2023-07-26
"Vanessa Gilles","Canada",90,2023-07-26
"Jessie Fleming","Canada",90,2023-07-26
"Adriana Leon","Canada",58,2023-07-26
"Sabrina D'Angelo","Canada",0,2023-07-26
"Lysianne Proulx","Canada",0,2023-07-26
"Allysha Chapman","Canada",1,2023-07-26
"Shelina Zadorsky","Canada",45,2023-07-26
"Deanne Rose","Canada",0,2023-07-26
"Christine Sinclair","Canada",45,2023-07-26
"Sophie Schmidt","Canada",45,2023-07-26
"Nichelle Prince","Canada",0,2023-07-26
"Gabrielle Carle","Canada",0,2023-07-26
"Cloé Lacasse","Canada",32,2023-07-26
"Simi Awujo","Canada",0,2023-07-26
"Olivia Smith","Canada",0,2023-07-26
"Courtney Brosnan","Republic of Ireland",90,2023-07-26
"Louise Quinn","Republic of Ireland",90,2023-07-26
"Niamh Fahey","Republic of Ireland",90,2023-07-26
"Megan Connolly","Republic of Ireland",90,2023-07-26
"Ruesha Littlejohn","Republic of Ireland",64,2023-07-26
"Denise O'Sullivan","Republic of Ireland",90,2023-07-26
"Katie McCabe","Republic of Ireland",90,2023-07-26
"Áine O'Gorman","Republic of Ireland",57,2023-07-26
"Lucy Quinn","Republic of Ireland",45,2023-07-26
"Sinead Farrelly","Republic of Ireland",64,2023-07-26
"Kyra Carusa","Republic of Ireland",64,2023-07-26
"Grace Moloney","Republic of Ireland",0,2023-07-26
"Megan Walsh","Republic of Ireland",0,2023-07-26
"Claire O'Riordan","Republic of Ireland",0,2023-07-26
"Chloe Mustaki","Republic of Ireland",0,2023-07-26
"Diane Caldwell","Republic of Ireland",0,2023-07-26
"Amber Barrett","Republic of Ireland",26,2023-07-26
"Lily Agg","Republic of Ireland",26,2023-07-26
"Abbie Larkin","Republic of Ireland",45,2023-07-26
"Marissa Sheva","Republic of Ireland",33,2023-07-26
"Ciara Grant","Republic of Ireland",0,2023-07-26
"Izzy Atkinson","Republic of Ireland",26,2023-07-26
"Alyssa Naeher","United States",90,2023-07-27
"Naomi Girma","United States",90,2023-07-27
"Julie Ertz","United States",90,2023-07-27
"Savannah Demelo","United States",45,2023-07-27
"Lindsey Horan","United States",90,2023-07-27
"Sophia Smith","United States",90,2023-07-27
"Alex Morgan","United States",90,2023-07-27
"Andi Sullivan","United States",90,2023-07-27
"Crystal Dunn","United States",90,2023-07-27
"Trinity Rodman","United States",90,2023-07-27
"Emily Fox","United States",90,2023-07-27
"Casey Murphy","United States",0,2023-07-27
"Aubrey Kingsbury","United States",0,2023-07-27
"Ashley Sanchez","United States",0,2023-07-27
"Sofia Huerta","United States",0,2023-07-27
"Kelley O'Hara","United States",0,2023-07-27
"Lynn Williams","United States",0,2023-07-27
"Alyssa Thompson","United States",0,2023-07-27
"Alana Cook","United States",0,2023-07-27
"Emily Sonnett","United States",0,2023-07-27
"Megan Rapinoe","United States",0,2023-07-27
"Rose Lavelle","United States",45,2023-07-27
"Kristie Mewis","United States",0,2023-07-27
"Daphne van Domselaar","Netherlands",90,2023-07-27
"Stefanie van der Gragt","Netherlands",45,2023-07-27
"Jill Roord","Netherlands",89,2023-07-27
"Sherida Spitse","Netherlands",90,2023-07-27
"Katja Snoeijs","Netherlands",70,2023-07-27
"Daniëlle van de Donk","Netherlands",90,2023-07-27
"Lieke Martens","Netherlands",90,2023-07-27
"Jackie Groenen","Netherlands",90,2023-07-27
"Victoria Pelova","Netherlands",86,2023-07-27
"Dominique Janssen","Netherlands",90,2023-07-27
"Esmee Brugts","Netherlands",90,2023-07-27
"Lize Kop","Netherlands",0,2023-07-27
"Jacintha Weimar","Netherlands",0,2023-07-27
"Lynn Wilms","Netherlands",0,2023-07-27
"Aniek Nouwen","Netherlands",45,2023-07-27
"Merel van Dongen","Netherlands",0,2023-07-27
"Jill Baijings","Netherlands",0,2023-07-27
"Renate Jansen","Netherlands",1,2023-07-27
"Caitlin Dijkstra","Netherlands",0,2023-07-27
"Kerstin Casparij","Netherlands",4,2023-07-27
"Wieke Kaptein","Netherlands",0,2023-07-27
"Damaris Egurrola","Netherlands",20,2023-07-27
"Patrícia Morais","Portugal",90,2023-07-27
"Lúcia Alves","Portugal",90,2023-07-27
"Joana Marchão","Portugal",90,2023-07-27
"Andreia Jacinto","Portugal",89,2023-07-27
"Ana Borges","Portugal",90,2023-07-27
"Jéssica Silva","Portugal",68,2023-07-27
"Tatiana Pinto","Portugal",90,2023-07-27
"Carole Costa","Portugal",90,2023-07-27
"Ana Seiça","Portugal",89,2023-07-27
"Kika Nazareth","Portugal",68,2023-07-27
"Telma Encarnação","Portugal",74,2023-07-27
"Inês Pereira","Portugal",0,2023-07-27
"Rute Costa","Portugal",0,2023-07-27
"Catarina Amado","Portugal",0,2023-07-27
"Sílvia Rebelo","Portugal",1,2023-07-27
"Ana Rute","Portugal",1,2023-07-27
"Andreia Norton","Portugal",22,2023-07-27
"Fátima Pinto","Portugal",0,2023-07-27
"Dolores Silva","Portugal",0,2023-07-27
"Diana Silva","Portugal",0,2023-07-27
"Carolina Mendes","Portugal",16,2023-07-27
"Diana Gomes","Portugal",0,2023-07-27
"Ana Capeta","Portugal",22,2023-07-27
"Trần Thị Kim Thanh","Vietnam",90,2023-07-27
"Lương Thị Thu Thương","Vietnam",71,2023-07-27
"Trần Thị Thu","Vietnam",90,2023-07-27
"Hoàng Thị Loan","Vietnam",90,2023-07-27
"Huỳnh Như","Vietnam",71,2023-07-27
"Thái Thị Thảo","Vietnam",90,2023-07-27
"Lê Thị Diễm My","Vietnam",90,2023-07-27
"Dương Thị Vân","Vietnam",63,2023-07-27
"Trần Thị Thu Thảo","Vietnam",90,2023-07-27
"Nguyễn Thị Thanh Nhã","Vietnam",90,2023-07-27
"Nguyễn Thị Bích Thùy","Vietnam",63,2023-07-27
"Đào Thị Kiều Oanh","Vietnam",0,2023-07-27
"Khổng Thị Hằng","Vietnam",0,2023-07-27
"Chương Thị Kiều","Vietnam",19,2023-07-27
"Trần Thị Thúy Nga","Vietnam",0,2023-07-27
"Nguyễn Thị Tuyết Dung","Vietnam",0,2023-07-27
"Trần Thị Thùy Trang","Vietnam",0,2023-07-27
"Trần Thị Hải Linh","Vietnam",27,2023-07-27
"Phạm Hải Yến","Vietnam",19,2023-07-27
"Nguyễn Thị Thúy Hằng","Vietnam",0,2023-07-27
"Vũ Thị Hoa","Vietnam",0,2023-07-27
"Ngân Thị Vạn Sự","Vietnam",27,2023-07-27
"Nguyễn Thị Mỹ Anh","Vietnam",0,2023-07-27
"Mackenzie Arnold","Australia",90,2023-07-27
"Cortnee Vine","Australia",81,2023-07-27
"Steph Catley","Australia",90,2023-07-27
"Caitlin Foord","Australia",90,2023-07-27
"Emily van Egmond","Australia",90,2023-07-27
"Alanna Kennedy","Australia",90,2023-07-27
"Clare Hunt","Australia",90,2023-07-27
"Hayley Raso","Australia",84,2023-07-27
"Katrina Gorry","Australia",90,2023-07-27
"Ellie Carpenter","Australia",90,2023-07-27
"Kyra Cooney-Cross","Australia",90,2023-07-27
"Lydia Williams","Australia",0,2023-07-27
"Teagan Micah","Australia",0,2023-07-27
"Courtney Nevin","Australia",0,2023-07-27
"Aivi Luik","Australia",0,2023-07-27
"Clare Polkinghorne","Australia",9,2023-07-27
"Clare Wheeler","Australia",0,2023-07-27
"Alex Chidiac","Australia",6,2023-07-27
"Mary Fowler","Australia",0,2023-07-27
"Tameka Yallop","Australia",0,2023-07-27
"Kyah Simon","Australia",0,2023-07-27
"Sam Kerr","Australia",0,2023-07-27
"Charlotte Grant","Australia",0,2023-07-27
"Chiamaka Nnadozie","Nigeria",90,2023-07-27
"Ashleigh Plumptre","Nigeria",76,2023-07-27
"Osinachi Ohale","Nigeria",90,2023-07-27
"Ifeoma Onumonu","Nigeria",62,2023-07-27
"Toni Payne","Nigeria",89,2023-07-27
"Christy Ucheibe","Nigeria",90,2023-07-27
"Uchenna Kanu","Nigeria",63,2023-07-27
"Blessing Demehin","Nigeria",90,2023-07-27
"Rasheedat Ajibade","Nigeria",90,2023-07-27
"Halimatu Ayinde","Nigeria",75,2023-07-27
"Michelle Alozie","Nigeria",90,2023-07-27
"Tochukwu Oluehi","Nigeria",0,2023-07-27
"Yewande Balogun","Nigeria",0,2023-07-27
"Glory Ogbonna","Nigeria",14,2023-07-27
"Onome Ebi","Nigeria",1,2023-07-27
"Asisat Oshoala","Nigeria",27,2023-07-27
"Desire Oparanozie","Nigeria",0,2023-07-27
"Gift Monday","Nigeria",0,2023-07-27
"Francisca Ordega","Nigeria",0,2023-07-27
"Jennifer Echegini","Nigeria",15,2023-07-27
"Rofiat Imuran","Nigeria",0,2023-07-27
"Esther Okoronkwo","Nigeria",28,2023-07-27
"Vanina Correa","Argentina",90,2023-07-28
"Eliana Stábile","Argentina",90,2023-07-28
"Aldana Cometti","Argentina",90,2023-07-28
"Daiana Falfán","Argentina",45,2023-07-28
"Paulina Gramaglia","Argentina",58,2023-07-28
"Sophia Braun","Argentina",90,2023-07-28
"Miriam Mayorga","Argentina",90,2023-07-28
"Florencia Bonsegundo","Argentina",90,2023-07-28
"Lorena Benítez","Argentina",45,2023-07-28
"Mariana Larroquette","Argentina",68,2023-07-28
"Estefanía Banini","Argentina",90,2023-07-28
"Lara Esponda","Argentina",0,2023-07-28
"Abigaíl Cháves","Argentina",0,2023-07-28
"Adriana Sachs","Argentina",0,2023-07-28
"Julieta Cruz","Argentina",45,2023-07-28
"Vanesa Santana","Argentina",0,2023-07-28
"Romina Núñez","Argentina",45,2023-07-28
"Dalila Ippólito","Argentina",0,2023-07-28
"Yamila Rodríguez","Argentina",32,2023-07-28
"Camila Gómez Ares","Argentina",0,2023-07-28
"Gabriela Chávez","Argentina",0,2023-07-28
"Chiara Singarella","Argentina",0,2023-07-28
"Érica Lonigro","Argentina",22,2023-07-28
"Kaylin Swart","South Africa",90,2023-07-28
"Lebohang Ramalepe","South Africa",90,2023-07-28
"Bongeka Gamede","South Africa",90,2023-07-28
"Noxolo Cesane","South Africa",53,2023-07-28
"Karabo Dhlamini","South Africa",90,2023-07-28
"Hildah Magaia","South Africa",90,2023-07-28
"Linda Motlhalo","South Africa",82,2023-07-28
"Thembi Kgatlana","South Africa",82,2023-07-28
"Jermaine Seoposenwe","South Africa",90,2023-07-28
"Bambanani Mbane","South Africa",90,2023-07-28
"Refiloe Jane","South Africa",24,2023-07-28
"Andile Dlamini","South Africa",0,2023-07-28
"Kebotseng Moletsane","South Africa",0,2023-07-28
"Noko Matlou","South Africa",0,2023-07-28
"Fikile Magama","South Africa",0,2023-07-28
"Gabriela Salgado","South Africa",0,2023-07-28
"Tiisetso Makhubela","South Africa",37,2023-07-28
"Melinda Kgadiete","South Africa",8,2023-07-28
"Sibulele Holweni","South Africa",37,2023-07-28
"Kholosa Biyana","South Africa",29,2023-07-28
"Robyn Moodaly","South Africa",0,2023-07-28
"Nomi Kgoale","South Africa",8,2023-07-28
"Wendy Shongwe","South Africa",0,2023-07-28
"Mary Earps","England",90,2023-07-28
"Lucy Bronze","England",90,2023-07-28
"Keira Walsh","England",37,2023-07-28
"Alex Greenwood","England",90,2023-07-28
"Millie Bright","England",90,2023-07-28
"Lauren James","England",90,2023-07-28
"Georgia Stanway","England",90,2023-07-28
"Rachel Daly","England",90,2023-07-28
