"Player_Name","Team","Min","Matchday"
"Kang Chae-rim","Korea Republic",75,2019-06-12
"Kang Gaae","Korea Republic",0,2019-06-12
"Jeong Boram","Korea Republic",0,2019-06-12
"Lee Eun-mi","Korea Republic",0,2019-06-12
"Jeong Yeonga","Korea Republic",0,2019-06-12
"Lim Seon-joo","Korea Republic",0,2019-06-12
"Moon Mi-ra","Korea Republic",35,2019-06-12
"Kang Yu-mi","Korea Republic",0,2019-06-12
"Yeo Min-ji","Korea Republic",35,2019-06-12
"Shin Damyeong","Korea Republic",0,2019-06-12
"Lee Young-ju","Korea Republic",0,2019-06-12
"Lee So-dam","Korea Republic",15,2019-06-12
"Son Hwa-yeon","Korea Republic",0,2019-06-12
"Almuth Schult","Germany",90,2019-06-12
"Kathrin Hendrich","Germany",45,2019-06-12
"Marina Hegering","Germany",90,2019-06-12
"Lena Oberdorf","Germany",64,2019-06-12
"Lena Goeßling","Germany",79,2019-06-12
"Svenja Huth","Germany",90,2019-06-12
"Alexandra Popp","Germany",90,2019-06-12
"Sara Däbritz","Germany",90,2019-06-12
"Giulia Gwinn","Germany",90,2019-06-12
"Verena Faißt","Germany",90,2019-06-12
"Sara Doorsoun","Germany",90,2019-06-12
"Laura Benkarth","Germany",0,2019-06-12
"Merle Frohms","Germany",0,2019-06-12
"Carolin Simon","Germany",0,2019-06-12
"Leonie Maier","Germany",0,2019-06-12
"Lea Schüller","Germany",0,2019-06-12
"Dzsenifer Marozsán","Germany",0,2019-06-12
"Johanna Elsig","Germany",0,2019-06-12
"Linda Dallmann","Germany",0,2019-06-12
"Melanie Leupolz","Germany",11,2019-06-12
"Klara Bühl","Germany",45,2019-06-12
"Lina Magull","Germany",26,2019-06-12
"Turid Knaak","Germany",0,2019-06-12
"Sandra Paños","Spain",90,2019-06-12
"Irene Paredes","Spain",90,2019-06-12
"Marta Corredera","Spain",90,2019-06-12
"Marta Torrejón","Spain",90,2019-06-12
"Mariona Caldentey","Spain",58,2019-06-12
"Jennifer Hermoso","Spain",90,2019-06-12
"Alexia Putellas","Spain",76,2019-06-12
"Virginia Torrecilla","Spain",90,2019-06-12
"Silvia Meseguer","Spain",65,2019-06-12
"Mapi León","Spain",90,2019-06-12
"Nahikari García","Spain",90,2019-06-12
"Dolores Gallardo","Spain",0,2019-06-12
"María Asunción Quiñones","Spain",0,2019-06-12
"Celia Jiménez","Spain",0,2019-06-12
"Leila Ouahabi","Spain",0,2019-06-12
"Ivana Andrés","Spain",0,2019-06-12
"Vicky Losada","Spain",0,2019-06-12
"Patricia Guijarro","Spain",25,2019-06-12
"Lucía García","Spain",32,2019-06-12
"Aitana Bonmatí","Spain",14,2019-06-12
"Amanda Sampedro","Spain",0,2019-06-12
"Andrea Pereira","Spain",0,2019-06-12
"Andrea Sánchez Falcón","Spain",0,2019-06-12
"Sarah Bouhaddi","France",90,2019-06-12
"Wendie Renard","France",90,2019-06-12
"Marion Torrent","France",90,2019-06-12
"Amandine Henry","France",90,2019-06-12
"Eugénie Le Sommer","France",90,2019-06-12
"Amel Majri","France",90,2019-06-12
"Kadidiatou Diani","France",90,2019-06-12
"Valérie Gauvin","France",84,2019-06-12
"Élise Bussaglia","France",90,2019-06-12
"Gaëtane Thiney","France",81,2019-06-12
"Griedge Mbock Bathy","France",90,2019-06-12
"Solène Durand","France",0,2019-06-12
"Pauline Peyraud-Magnin","France",0,2019-06-12
"Ève Périsset","France",0,2019-06-12
"Aïssatou Tounkara","France",0,2019-06-12
"Sakina Karchaoui","France",0,2019-06-12
"Grace Geyoro","France",0,2019-06-12
"Emelyne Laurent","France",0,2019-06-12
"Charlotte Bilbault","France",9,2019-06-12
"Viviane Asseyi","France",0,2019-06-12
"Delphine Cascarino","France",6,2019-06-12
"Julie Debever","France",0,2019-06-12
"Maéva Clemaron","France",0,2019-06-12
"Ingrid Hjelmseth","Norway",90,2019-06-12
"Ingrid Moe Wold","Norway",85,2019-06-12
"Maria Thorisdottir","Norway",90,2019-06-12
"Maren Mjelde","Norway",90,2019-06-12
"Vilde Bøe Risa","Norway",89,2019-06-12
"Isabell Herlovsen","Norway",90,2019-06-12
"Caroline Graham Hansen","Norway",90,2019-06-12
"Ingrid Syrstad Engen","Norway",90,2019-06-12
"Guro Reiten","Norway",90,2019-06-12
"Kristine Minde","Norway",90,2019-06-12
"Karina Sævik","Norway",75,2019-06-12
"Cecilie Fiskerstrand","Norway",0,2019-06-12
"Oda Bogstad","Norway",0,2019-06-12
"Stine Hovland","Norway",0,2019-06-12
"Synne Hansen","Norway",5,2019-06-12
"Elise Thorsnes","Norway",0,2019-06-12
"Lisa-Marie Karlseng Utland","Norway",15,2019-06-12
"Therese Åsland","Norway",0,2019-06-12
"Amalie Eikeland","Norway",0,2019-06-12
"Frida Maanum","Norway",1,2019-06-12
"Cecilie Kvamme","Norway",0,2019-06-12
"Emilie Haavi","Norway",0,2019-06-12
"Emilie Nautnes","Norway",0,2019-06-12
"Lydia Williams","Australia",90,2019-06-13
"Chloe Logarzo","Australia",90,2019-06-13
"Steph Catley","Australia",90,2019-06-13
"Elise Kellond-Knight","Australia",90,2019-06-13
"Caitlin Foord","Australia",89,2019-06-13
"Emily van Egmond","Australia",90,2019-06-13
"Tameka Yallop","Australia",90,2019-06-13
"Alanna Kennedy","Australia",90,2019-06-13
"Emily Gielnik","Australia",71,2019-06-13
"Sam Kerr","Australia",90,2019-06-13
"Ellie Carpenter","Australia",90,2019-06-13
"Teagan Micah","Australia",0,2019-06-13
"Mackenzie Arnold","Australia",0,2019-06-13
"Gema Simon","Australia",0,2019-06-13
"Aivi Luik","Australia",0,2019-06-13
"Karly Roestbakken","Australia",1,2019-06-13
"Lisa De Vanna","Australia",0,2019-06-13
"Hayley Raso","Australia",19,2019-06-13
"Katrina Gorry","Australia",0,2019-06-13
"Amy Harrison","Australia",0,2019-06-13
"Teigen Allen","Australia",0,2019-06-13
"Bárbara","Brazil",90,2019-06-13
"Thaisa","Brazil",90,2019-06-13
"Tamires","Brazil",90,2019-06-13
"Andressa","Brazil",90,2019-06-13
"Formiga","Brazil",45,2019-06-13
"Debinha","Brazil",90,2019-06-13
"Marta","Brazil",45,2019-06-13
"Cristiane","Brazil",74,2019-06-13
"Letícia Santos","Brazil",90,2019-06-13
"Kathellen","Brazil",90,2019-06-13
"Mônica","Brazil",90,2019-06-13
"Aline","Brazil",0,2019-06-13
"Letícia Izidoro","Brazil",0,2019-06-13
"Poliana","Brazil",0,2019-06-13
"Daiane","Brazil",0,2019-06-13
"Tayla","Brazil",0,2019-06-13
"Camila","Brazil",0,2019-06-13
"Beatriz","Brazil",16,2019-06-13
"Andressinha","Brazil",0,2019-06-13
"Luana","Brazil",45,2019-06-13
"Ludmila","Brazil",45,2019-06-13
"Raquel","Brazil",0,2019-06-13
"Geyse","Brazil",0,2019-06-13
"Kaylin Swart","South Africa",90,2019-06-13
"Lebohang Ramalepe","South Africa",90,2019-06-13
"Noko Matlou","South Africa",90,2019-06-13
"Janine van Wyk","South Africa",90,2019-06-13
"Mamello Makhabane","South Africa",90,2019-06-13
"Ode Fulutudilu","South Africa",59,2019-06-13
"Thembi Kgatlana","South Africa",90,2019-06-13
"Bambanani Mbane","South Africa",90,2019-06-13
"Refiloe Jane","South Africa",81,2019-06-13
"Kholosa Biyana","South Africa",90,2019-06-13
"Sibulele Holweni","South Africa",71,2019-06-13
"Mapaseka Mpuru","South Africa",0,2019-06-13
"Andile Dlamini","South Africa",0,2019-06-13
"Karabo Dhlamini","South Africa",0,2019-06-13
"Amanda Mthandi","South Africa",0,2019-06-13
"Linda Motlhalo","South Africa",9,2019-06-13
"Jermaine Seoposenwe","South Africa",31,2019-06-13
"Tiisetso Makhubela","South Africa",0,2019-06-13
"Leandra Smeda","South Africa",19,2019-06-13
"Bongeka Gamede","South Africa",0,2019-06-13
"Busisiwe Ndimeni","South Africa",0,2019-06-13
"Rhoda Mulaudzi","South Africa",0,2019-06-13
"Peng Shimeng","China PR",90,2019-06-13
"Liu Shanshan","China PR",90,2019-06-13
"Lin Yuping","China PR",90,2019-06-13
"Wu Haiyan","China PR",90,2019-06-13
"Han Peng","China PR",90,2019-06-13
"Wang Shuang","China PR",90,2019-06-13
"Li Ying","China PR",77,2019-06-13
"Wang Shanshan","China PR",90,2019-06-13
"Wang Yan","China PR",80,2019-06-13
"Gu Yasha","China PR",64,2019-06-13
"Zhang Rui","China PR",90,2019-06-13
"Xu Huan","China PR",0,2019-06-13
"Bi Xiaolin","China PR",0,2019-06-13
"Lou Jiahui","China PR",26,2019-06-13
"Li Jiayue","China PR",0,2019-06-13
"Yang Li","China PR",10,2019-06-13
"Wang Ying","China PR",0,2019-06-13
"Song Duan","China PR",0,2019-06-13
"Li Wen","China PR",0,2019-06-13
"Tan Ruyin","China PR",0,2019-06-13
"Yao Wei","China PR",13,2019-06-13
"Luo Guiping","China PR",0,2019-06-13
"Liu Yanqiu","China PR",0,2019-06-13
"Ayaka Yamashita","Japan",90,2019-06-14
"Aya Sameshima","Japan",90,2019-06-14
"Saki Kumagai","Japan",90,2019-06-14
"Nana Ichise","Japan",90,2019-06-14
"Hina Sugita","Japan",90,2019-06-14
"Emi Nakajima","Japan",90,2019-06-14
"Mana Iwabuchi","Japan",81,2019-06-14
"Yuika Sugasawa","Japan",90,2019-06-14
"Narumi Miura","Japan",90,2019-06-14
"Jun Endō","Japan",65,2019-06-14
"Risa Shimizu","Japan",90,2019-06-14
"Sakiko Ikeda","Japan",0,2019-06-14
"Chika Hirao","Japan",0,2019-06-14
"Rumi Utsugi","Japan",0,2019-06-14
"Mizuho Sakaguchi","Japan",0,2019-06-14
"Rikako Kobayashi","Japan",25,2019-06-14
"Moeka Minami","Japan",0,2019-06-14
"Saori Takarada","Japan",0,2019-06-14
"Yui Hasegawa","Japan",9,2019-06-14
"Yuka Momiki","Japan",0,2019-06-14
"Asato Miyagawa","Japan",0,2019-06-14
"Kumi Yokoyama","Japan",0,2019-06-14
"Shiori Miyake","Japan",0,2019-06-14
"Lee Alexander","Scotland",90,2019-06-14
"Kirsty Smith","Scotland",90,2019-06-14
"Rachel Corsie","Scotland",90,2019-06-14
"Jennifer Beattie","Scotland",90,2019-06-14
"Hayley Lauder","Scotland",90,2019-06-14
"Kim Little","Scotland",90,2019-06-14
"Caroline Weir","Scotland",90,2019-06-14
"Lisa Evans","Scotland",84,2019-06-14
"Jane Ross","Scotland",75,2019-06-14
"Erin Cuthbert","Scotland",90,2019-06-14
"Lizzie Arnot","Scotland",59,2019-06-14
"Shannon Lynn","Scotland",0,2019-06-14
"Jenna Fife","Scotland",0,2019-06-14
"Nicola Docherty","Scotland",0,2019-06-14
"Joanne Love","Scotland",0,2019-06-14
"Leanne Crichton","Scotland",0,2019-06-14
"Chloe Arthur","Scotland",0,2019-06-14
"Sophie Howard","Scotland",0,2019-06-14
"Joelle Murray","Scotland",0,2019-06-14
"Claire Emslie","Scotland",31,2019-06-14
"Lana Clelland","Scotland",15,2019-06-14
"Fiona Brown","Scotland",6,2019-06-14
"Sydney Schneider","Jamaica",90,2019-06-14
"Chantelle Swaby","Jamaica",45,2019-06-14
"Konya Plummer","Jamaica",90,2019-06-14
"Havana Solaun","Jamaica",90,2019-06-14
"Chinyelu Asher","Jamaica",90,2019-06-14
"Khadija Shaw","Jamaica",90,2019-06-14
"Sashana Campbell","Jamaica",90,2019-06-14
"Deneisha Blackwood","Jamaica",90,2019-06-14
"Allyson Swaby","Jamaica",90,2019-06-14
"Sade Adamolekun","Jamaica",75,2019-06-14
"Mireya Grey","Jamaica",65,2019-06-14
"Nicole McClure","Jamaica",0,2019-06-14
"Yazmeen Jamieson","Jamaica",0,2019-06-14
"Lauren Silver","Jamaica",15,2019-06-14
"Chanel Hudson-Marks","Jamaica",0,2019-06-14
"Ashleigh Shim","Jamaica",0,2019-06-14
"Marlo Sweatman","Jamaica",45,2019-06-14
"Jody Brown","Jamaica",25,2019-06-14
"Tiffany Cameron","Jamaica",0,2019-06-14
"Dominique Bond-Flasza","Jamaica",0,2019-06-14
"Trudi Carter","Jamaica",0,2019-06-14
"Toriana Patterson","Jamaica",0,2019-06-14
"Cheyna Matthews","Jamaica",0,2019-06-14
"Laura Giuliani","Italy",90,2019-06-14
"Valentina Bergamaschi","Italy",64,2019-06-14
"Sara Gama","Italy",90,2019-06-14
"Elena Linari","Italy",90,2019-06-14
"Alia Guagni","Italy",56,2019-06-14
"Daniela Sabatino","Italy",90,2019-06-14
"Cristiana Girelli","Italy",71,2019-06-14
"Barbara Bonansea","Italy",90,2019-06-14
"Elisa Bartoli","Italy",90,2019-06-14
"Valentina Cernoia","Italy",90,2019-06-14
"Manuela Giugliano","Italy",90,2019-06-14
"Chiara Marchitelli","Italy",0,2019-06-14
"Rosalia Pipitone","Italy",0,2019-06-14
"Aurora Galli","Italy",26,2019-06-14
"Martina Rosucci","Italy",0,2019-06-14
"Alice Parisi","Italy",0,2019-06-14
"Stefania Tarenzi","Italy",0,2019-06-14
"Annamaria Serturini","Italy",0,2019-06-14
"Laura Fusetti","Italy",0,2019-06-14
"Lisa Boattin","Italy",34,2019-06-14
"Ilaria Mauro","Italy",0,2019-06-14
"Valentina Giacinti","Italy",19,2019-06-14
"Linda Tucceri Cimini","Italy",0,2019-06-14
"Carly Telford","England",90,2019-06-14
"Lucy Bronze","England",90,2019-06-14
"Alex Greenwood","England",90,2019-06-14
"Steph Houghton","England",90,2019-06-14
"Nikita Parris","England",86,2019-06-14
"Jill Scott","England",90,2019-06-14
"Jodie Taylor","England",90,2019-06-14
"Fran Kirby","England",88,2019-06-14
"Abbie McManus","England",90,2019-06-14
"Jade Moore","England",90,2019-06-14
"Beth Mead","England",80,2019-06-14
"Karen Bardsley","England",0,2019-06-14
"Mary Earps","England",0,2019-06-14
"Keira Walsh","England",0,2019-06-14
"Millie Bright","England",0,2019-06-14
"Demi Stokes","England",0,2019-06-14
"Leah Williamson","England",0,2019-06-14
"Rachel Daly","England",4,2019-06-14
"Ellen White","England",0,2019-06-14
"Georgia Stanway","England",10,2019-06-14
"Karen Carney","England",2,2019-06-14
"Lucy Staniforth","England",0,2019-06-14
"Vanina Correa","Argentina",90,2019-06-14
"Agustina Barroso","Argentina",90,2019-06-14
"Eliana Stábile","Argentina",90,2019-06-14
"Adriana Sachs","Argentina",90,2019-06-14
"Aldana Cometti","Argentina",90,2019-06-14
"Ruth Bravo","Argentina",90,2019-06-14
"Florencia Soledad Jaimes","Argentina",89,2019-06-14
"Estefanía Banini","Argentina",67,2019-06-14
"Florencia Bonsegundo","Argentina",90,2019-06-14
"Miriam Mayorga","Argentina",90,2019-06-14
"Lorena Benítez","Argentina",76,2019-06-14
"Gabriela Garton","Argentina",0,2019-06-14
"Solana Pereyra","Argentina",0,2019-06-14
"Vanesa Santana","Argentina",14,2019-06-14
"Yael Oviedo","Argentina",1,2019-06-14
"Virginia Gómez","Argentina",0,2019-06-14
"María Belén Potassa","Argentina",0,2019-06-14
"Mariela Coronel","Argentina",0,2019-06-14
"Gabriela Chávez","Argentina",0,2019-06-14
"Mariana Larroquette","Argentina",23,2019-06-14
"Dalila Ippólito","Argentina",0,2019-06-14
"Natalie Juncos","Argentina",0,2019-06-14
"Milagros Menéndez","Argentina",0,2019-06-14
"Sari van Veenendaal","Netherlands",90,2019-06-15
"Desiree van Lunteren","Netherlands",90,2019-06-15
"Kika van Es","Netherlands",85,2019-06-15
"Anouk Dekker","Netherlands",90,2019-06-15
"Shanice van de Sanden","Netherlands",65,2019-06-15
"Sherida Spitse","Netherlands",90,2019-06-15
"Vivianne Miedema","Netherlands",90,2019-06-15
"Daniëlle van de Donk","Netherlands",70,2019-06-15
"Lieke Martens","Netherlands",90,2019-06-15
"Jackie Groenen","Netherlands",90,2019-06-15
"Dominique Janssen","Netherlands",90,2019-06-15
"Lize Kop","Netherlands",0,2019-06-15
"Loes Geurts","Netherlands",0,2019-06-15
"Merel van Dongen","Netherlands",5,2019-06-15
"Victoria Pelova","Netherlands",0,2019-06-15
"Renate Jansen","Netherlands",0,2019-06-15
"Inessa Kaagman","Netherlands",0,2019-06-15
"Ellen Jansen","Netherlands",0,2019-06-15
"Danique Kerkdijk","Netherlands",0,2019-06-15
"Jill Roord","Netherlands",20,2019-06-15
"Lineth Beerensteyn","Netherlands",25,2019-06-15
"Liza van der Most","Netherlands",0,2019-06-15
"Annette Ngo Ndom","Cameroon",90,2019-06-15
"Christine Manie","Cameroon",90,2019-06-15
"Yvonne Leuko","Cameroon",90,2019-06-15
"Estelle Johnson","Cameroon",90,2019-06-15
"Gabrielle Onguene","Cameroon",90,2019-06-15
"Raissa Feudjio","Cameroon",90,2019-06-15
"Jeannette Yango","Cameroon",90,2019-06-15
"Claudine Meffometou","Cameroon",90,2019-06-15
"Gaëlle Enganamouit","Cameroon",74,2019-06-15
"Genevieve Ngo","Cameroon",65,2019-06-15
"Michaela Abam","Cameroon",59,2019-06-15
"Isabelle Mambingo","Cameroon",0,2019-06-15
"Marthe Ongmahan","Cameroon",0,2019-06-15
"Ajara Nchout","Cameroon",31,2019-06-15
"Augustine Ejangue","Cameroon",0,2019-06-15
"Madeleine Ngono Mani","Cameroon",0,2019-06-15
"Aurelle Awona","Cameroon",0,2019-06-15
"Charlène Meyong","Cameroon",25,2019-06-15
"Ninon Abena","Cameroon",0,2019-06-15
"Ysis Sonkeng","Cameroon",0,2019-06-15
"Henriette Akaba","Cameroon",16,2019-06-15
"Marlyse Bernadett Ngo Ndoumbouk","Cameroon",0,2019-06-15
"Alexandra Takounda","Cameroon",0,2019-06-15
"Stephanie Labbé","Canada",90,2019-06-15
"Kadeisha Buchanan","Canada",90,2019-06-15
"Shelina Zadorsky","Canada",90,2019-06-15
"Jayde Riviere","Canada",74,2019-06-15
"Ashley Lawrence","Canada",90,2019-06-15
"Desiree Scott","Canada",90,2019-06-15
"Christine Sinclair","Canada",90,2019-06-15
"Sophie Schmidt","Canada",90,2019-06-15
"Nichelle Prince","Canada",83,2019-06-15
"Janine Beckie","Canada",82,2019-06-15
"Jessie Fleming","Canada",90,2019-06-15
"Kailen Sheridan","Canada",0,2019-06-15
"Sabrina D'Angelo","Canada",0,2019-06-15
"Allysha Chapman","Canada",16,2019-06-15
"Quinn","Canada",8,2019-06-15
"Deanne Rose","Canada",0,2019-06-15
"Julia Grosso","Canada",0,2019-06-15
"Jordyn Huitema","Canada",0,2019-06-15
"Gabrielle Carle","Canada",0,2019-06-15
"Adriana Leon","Canada",7,2019-06-15
"Shannon Woeller","Canada",0,2019-06-15
"Lindsay Agnew","Canada",0,2019-06-15
"Jenna Hellstrom","Canada",0,2019-06-15
"Erin Nayler","New Zealand",90,2019-06-15
"Ria Percival","New Zealand",90,2019-06-15
"CJ Bott","New Zealand",17,2019-06-15
"Rebekah Stott","New Zealand",90,2019-06-15
"Ali Riley","New Zealand",90,2019-06-15
"Abby Erceg","New Zealand",90,2019-06-15
"Sarah Gregorius","New Zealand",61,2019-06-15
"Betsy Hassett","New Zealand",84,2019-06-15
"Rosie White","New Zealand",90,2019-06-15
"Katie Bowen","New Zealand",90,2019-06-15
"Olivia Chance","New Zealand",90,2019-06-15
"Victoria Esson","New Zealand",0,2019-06-15
"Nadia Olla","New Zealand",0,2019-06-15
"Anna Green","New Zealand",29,2019-06-15
"Nicole Stratford","New Zealand",0,2019-06-15
"Emma Kete","New Zealand",6,2019-06-15
"Annalie Longo","New Zealand",73,2019-06-15
"Sarah Morton","New Zealand",0,2019-06-15
"Katie Duncan","New Zealand",0,2019-06-15
"Hannah Wilkinson","New Zealand",0,2019-06-15
"Stephanie Skilton","New Zealand",0,2019-06-15
"Paige Satchell","New Zealand",0,2019-06-15
"Daisy Cleverley","New Zealand",0,2019-06-15
"Hedvig Lindahl","Sweden",90,2019-06-16
"Linda Sembrant","Sweden",90,2019-06-16
"Hanna Glas","Sweden",90,2019-06-16
"Nilla Fischer","Sweden",90,2019-06-16
"Magdalena Eriksson","Sweden",90,2019-06-16
"Lina Hurtig","Sweden",90,2019-06-16
"Kosovare Asllani","Sweden",90,2019-06-16
"Caroline Seger","Sweden",68,2019-06-16
"Fridolina Rolfö","Sweden",45,2019-06-16
"Anna Anvegard","Sweden",76,2019-06-16
"Elin Rubensson","Sweden",90,2019-06-16
"Jennifer Falk","Sweden",0,2019-06-16
"Zećira Mušović","Sweden",0,2019-06-16
"Jonna Andersson","Sweden",0,2019-06-16
"Madelen Janogy","Sweden",45,2019-06-16
"Sofia Jakobsson","Sweden",0,2019-06-16
"Stina Blackstenius","Sweden",0,2019-06-16
"Amanda Ilestedt","Sweden",0,2019-06-16
"Julia Roddar","Sweden",0,2019-06-16
"Nathalie Björn","Sweden",0,2019-06-16
"Julia Zigiotti Olme","Sweden",0,2019-06-16
"Mimmi Larsson","Sweden",14,2019-06-16
"Olivia Schough","Sweden",22,2019-06-16
"Waraporn Boonsing","Thailand",90,2019-06-16
"Natthakarn Chinwong","Thailand",90,2019-06-16
"Ainon Phancha","Thailand",90,2019-06-16
"Pikul Khueanpet","Thailand",90,2019-06-16
"Silawan Intamee","Thailand",88,2019-06-16
"Miranda Nild","Thailand",90,2019-06-16
"Sunisa Srangthaisong","Thailand",90,2019-06-16
"Rattikan Thongsombut","Thailand",55,2019-06-16
"Taneekarn Dangda","Thailand",90,2019-06-16
"Pitsamai Sornsai","Thailand",90,2019-06-16
"Kanjana Sungngoen","Thailand",90,2019-06-16
"Sukanya Chor Charoenying","Thailand",0,2019-06-16
"Tiffany Sornpao","Thailand",0,2019-06-16
"Kanjanaporn Saengkoon","Thailand",0,2019-06-16
"Duangnapa Sritala","Thailand",0,2019-06-16
"Warunee Phetwiset","Thailand",0,2019-06-16
"Sudarat Chuchuen","Thailand",2,2019-06-16
"Orathai Srimanee","Thailand",25,2019-06-16
"Saowalak Pengngam","Thailand",0,2019-06-16
"Olapin Waenngoen","Thailand",10,2019-06-16
"Khwanrudi Saengchan","Thailand",0,2019-06-16
"Wilaiporn Boothduang","Thailand",0,2019-06-16
"Phonphirun Philawan","Thailand",0,2019-06-16
"Alyssa Naeher","United States",90,2019-06-16
"Mallory Swanson","United States",90,2019-06-16
"Becky Sauerbrunn","United States",90,2019-06-16
"Morgan Gautrat","United States",90,2019-06-16
"Abby Dahlkemper","United States",81,2019-06-16
"Julie Ertz","United States",45,2019-06-16
"Lindsey Horan","United States",58,2019-06-16
"Carli Lloyd","United States",90,2019-06-16
"Ali Krieger","United States",90,2019-06-16
"Tierna Davidson","United States",90,2019-06-16
"Christen Press","United States",90,2019-06-16
"Ashlyn Harris","United States",0,2019-06-16
"Adrianna Franch","United States",0,2019-06-16
"Sam Mewis","United States",0,2019-06-16
"Kelley O'Hara","United States",0,2019-06-16
"Alex Morgan","United States",0,2019-06-16
"Emily Sonnett","United States",9,2019-06-16
"Megan Rapinoe","United States",0,2019-06-16
"Rose Lavelle","United States",0,2019-06-16
"Tobin Heath","United States",0,2019-06-16
"Crystal Dunn","United States",0,2019-06-16
"Allie Long","United States",32,2019-06-16
"Jessica McDonald","United States",45,2019-06-16
"Christiane Endler","Chile",90,2019-06-16
"Carla Guerrero","Chile",90,2019-06-16
"Francisca Lara","Chile",88,2019-06-16
"Claudia Soto","Chile",45,2019-06-16
"Karen Araya","Chile",90,2019-06-16
"María José Urrutia","Chile",67,2019-06-16
"Su Helen Galaz","Chile",90,2019-06-16
"Javiera Toro","Chile",90,2019-06-16
"Camila Sáez","Chile",90,2019-06-16
"Daniela Zamora","Chile",90,2019-06-16
"Rosario Balmaceda","Chile",90,2019-06-16
"Natalia Campos","Chile",0,2019-06-16
"Ryann Torrero","Chile",0,2019-06-16
"Rocio Soto","Chile",0,2019-06-16
"Valentina Díaz","Chile",0,2019-06-16
"María José Rojas","Chile",0,2019-06-16
"Yanara Aedo","Chile",0,2019-06-16
"Yessenia López","Chile",45,2019-06-16
"Javiera Grez","Chile",0,2019-06-16
"Daniela Pardo","Chile",2,2019-06-16
"Fernanda Pinilla","Chile",0,2019-06-16
"Yessenia Huenteo","Chile",23,2019-06-16
"Elisa Durán","Chile",0,2019-06-16
"Andile Dlamini","South Africa",90,2019-06-17
"Lebohang Ramalepe","South Africa",90,2019-06-17
"Nothando Vilakazi","South Africa",90,2019-06-17
"Noko Matlou","South Africa",90,2019-06-17
"Janine van Wyk","South Africa",90,2019-06-17
"Mamello Makhabane","South Africa",90,2019-06-17
"Ode Fulutudilu","South Africa",45,2019-06-17
"Amanda Mthandi","South Africa",45,2019-06-17
"Refiloe Jane","South Africa",90,2019-06-17
"Kholosa Biyana","South Africa",88,2019-06-17
"Busisiwe Ndimeni","South Africa",90,2019-06-17
"Mapaseka Mpuru","South Africa",0,2019-06-17
"Kaylin Swart","South Africa",0,2019-06-17
"Karabo Dhlamini","South Africa",0,2019-06-17
"Linda Motlhalo","South Africa",0,2019-06-17
"Thembi Kgatlana","South Africa",45,2019-06-17
"Jermaine Seoposenwe","South Africa",0,2019-06-17
"Bambanani Mbane","South Africa",0,2019-06-17
"Tiisetso Makhubela","South Africa",0,2019-06-17
"Leandra Smeda","South Africa",2,2019-06-17
"Bongeka Gamede","South Africa",0,2019-06-17
"Rhoda Mulaudzi","South Africa",45,2019-06-17
"Sibulele Holweni","South Africa",0,2019-06-17
"Almuth Schult","Germany",90,2019-06-17
"Marina Hegering","Germany",90,2019-06-17
"Svenja Huth","Germany",58,2019-06-17
"Alexandra Popp","Germany",90,2019-06-17
"Sara Däbritz","Germany",90,2019-06-17
"Giulia Gwinn","Germany",90,2019-06-17
"Verena Faißt","Germany",45,2019-06-17
"Melanie Leupolz","Germany",90,2019-06-17
"Klara Bühl","Germany",65,2019-06-17
"Lina Magull","Germany",90,2019-06-17
"Sara Doorsoun","Germany",90,2019-06-17
"Laura Benkarth","Germany",0,2019-06-17
"Merle Frohms","Germany",0,2019-06-17
"Carolin Simon","Germany",45,2019-06-17
"Kathrin Hendrich","Germany",0,2019-06-17
"Leonie Maier","Germany",0,2019-06-17
"Lena Oberdorf","Germany",0,2019-06-17
"Lea Schüller","Germany",25,2019-06-17
"Lena Goeßling","Germany",0,2019-06-17
"Johanna Elsig","Germany",0,2019-06-17
"Linda Dallmann","Germany",32,2019-06-17
"Turid Knaak","Germany",0,2019-06-17
"Peng Shimeng","China PR",90,2019-06-17
"Liu Shanshan","China PR",90,2019-06-17
"Lin Yuping","China PR",90,2019-06-17
"Wu Haiyan","China PR",90,2019-06-17
"Han Peng","China PR",90,2019-06-17
"Wang Shuang","China PR",55,2019-06-17
"Li Ying","China PR",90,2019-06-17
"Wang Shanshan","China PR",45,2019-06-17
"Wang Yan","China PR",90,2019-06-17
"Gu Yasha","China PR",86,2019-06-17
"Zhang Rui","China PR",90,2019-06-17
"Xu Huan","China PR",0,2019-06-17
"Bi Xiaolin","China PR",0,2019-06-17
"Lou Jiahui","China PR",0,2019-06-17
"Li Jiayue","China PR",0,2019-06-17
"Yang Li","China PR",45,2019-06-17
"Wang Ying","China PR",0,2019-06-17
"Song Duan","China PR",0,2019-06-17
"Li Wen","China PR",35,2019-06-17
"Tan Ruyin","China PR",0,2019-06-17
"Yao Wei","China PR",4,2019-06-17
"Luo Guiping","China PR",0,2019-06-17
"Liu Yanqiu","China PR",0,2019-06-17
"Sandra Paños","Spain",90,2019-06-17
"Leila Ouahabi","Spain",90,2019-06-17
"Irene Paredes","Spain",90,2019-06-17
"Marta Corredera","Spain",90,2019-06-17
"Mariona Caldentey","Spain",45,2019-06-17
"Jennifer Hermoso","Spain",90,2019-06-17
"Patricia Guijarro","Spain",90,2019-06-17
"Virginia Torrecilla","Spain",90,2019-06-17
"Mapi León","Spain",90,2019-06-17
"Lucía García","Spain",85,2019-06-17
"Nahikari García","Spain",66,2019-06-17
