"Player_Name","Team","Min","Matchday"
"Pang Fengyue","China PR",0,2015-06-11
"Li Jiayue","China PR",0,2015-06-11
"Xu Yanlu","China PR",0,2015-06-11
"Ma Jun","China PR",19,2015-06-11
"Li Ying","China PR",0,2015-06-11
"Wang Shuang","China PR",33,2015-06-11
"Lei Jiahui","China PR",0,2015-06-11
"Lou Jiahui","China PR",4,2015-06-11
"Gu Yasha","China PR",0,2015-06-11
"Zhang Rui","China PR",0,2015-06-11
"Sari van Veenendaal","Netherlands",90,2015-06-11
"Desiree van Lunteren","Netherlands",90,2015-06-11
"Stefanie van der Gragt","Netherlands",90,2015-06-11
"Mandy van den Berg","Netherlands",90,2015-06-11
"Petra Hogewoning","Netherlands",59,2015-06-11
"Manon Melis","Netherlands",90,2015-06-11
"Sherida Spitse","Netherlands",90,2015-06-11
"Vivianne Miedema","Netherlands",90,2015-06-11
"Daniëlle van de Donk","Netherlands",90,2015-06-11
"Lieke Martens","Netherlands",90,2015-06-11
"Tessel Middag","Netherlands",70,2015-06-11
"Angela Christ","Netherlands",0,2015-06-11
"Anouk Dekker","Netherlands",20,2015-06-11
"Dyanne Bito","Netherlands",0,2015-06-11
"Dominique Janssen","Netherlands",0,2015-06-11
"Anouk Hoogendijk","Netherlands",0,2015-06-11
"Merel van Dongen","Netherlands",31,2015-06-11
"Maran van Erp","Netherlands",0,2015-06-11
"Kirsten van de Ven","Netherlands",0,2015-06-11
"Jill Roord","Netherlands",0,2015-06-11
"Vanity Lewerissa","Netherlands",0,2015-06-11
"Shanice van de Sanden","Netherlands",0,2015-06-11
"Nadine Angerer","Germany",90,2015-06-11
"Saskia Bartusiak","Germany",90,2015-06-11
"Leonie Maier","Germany",90,2015-06-11
"Annike Krahn","Germany",90,2015-06-11
"Simone Laudehr","Germany",66,2015-06-11
"Dzsenifer Marozsán","Germany",90,2015-06-11
"Anja Mittag","Germany",80,2015-06-11
"Célia Šašić","Germany",90,2015-06-11
"Alexandra Popp","Germany",70,2015-06-11
"Lena Goeßling","Germany",90,2015-06-11
"Tabea Kemme","Germany",90,2015-06-11
"Almuth Schult","Germany",0,2015-06-11
"Laura Benkarth","Germany",0,2015-06-11
"Bianca Schmidt","Germany",0,2015-06-11
"Melanie Behringer","Germany",0,2015-06-11
"Pauline Bremer","Germany",10,2015-06-11
"Lena Lotzen","Germany",24,2015-06-11
"Babett Peter","Germany",0,2015-06-11
"Jennifer Cramer","Germany",0,2015-06-11
"Melanie Leupolz","Germany",0,2015-06-11
"Josephine Henning","Germany",0,2015-06-11
"Lena Petermann","Germany",0,2015-06-11
"Sara Däbritz","Germany",20,2015-06-11
"Ingrid Hjelmseth","Norway",90,2015-06-11
"Maria Thorisdottir","Norway",90,2015-06-11
"Marita Skammelsrud Lund","Norway",90,2015-06-11
"Gry Tofte Ims","Norway",45,2015-06-11
"Maren Mjelde","Norway",90,2015-06-11
"Isabell Herlovsen","Norway",90,2015-06-11
"Ingrid Moe Wold","Norway",90,2015-06-11
"Ingrid Schjelderup","Norway",90,2015-06-11
"Lene Mykjåland","Norway",90,2015-06-11
"Kristine Minde","Norway",60,2015-06-11
"Ada Hegerberg","Norway",90,2015-06-11
"Silje Vesterbekkmo","Norway",0,2015-06-11
"Cecilie Fiskerstrand","Norway",0,2015-06-11
"Lisa-Marie Karlseng Utland","Norway",0,2015-06-11
"Trine Rønning","Norway",0,2015-06-11
"Solveig Gulbrandsen","Norway",45,2015-06-11
"Anja Sønstevold","Norway",0,2015-06-11
"Nora Holstad Berge","Norway",0,2015-06-11
"Marit Sandvei","Norway",0,2015-06-11
"Elise Thorsnes","Norway",30,2015-06-11
"Melissa Bjånesøy","Norway",0,2015-06-11
"Emilie Haavi","Norway",0,2015-06-11
"Hege Hansen","Norway",0,2015-06-11
"Dominique Thiamale","Côte d'Ivoire",90,2015-06-11
"Fatou Coulibaly","Côte d'Ivoire",90,2015-06-11
"Djelika Coulibaly","Côte d'Ivoire",90,2015-06-11
"Rita Akaffou","Côte d'Ivoire",45,2015-06-11
"Ines Nrehy","Côte d'Ivoire",90,2015-06-11
"Ange N'Guessan","Côte d'Ivoire",90,2015-06-11
"Ida Guehai","Côte d'Ivoire",81,2015-06-11
"Fernande Tchétché","Côte d'Ivoire",90,2015-06-11
"Christine Lohoues","Côte d'Ivoire",90,2015-06-11
"Binta Diakité","Côte d'Ivoire",34,2015-06-11
"Raymonde Kacou","Côte d'Ivoire",90,2015-06-11
"Lydie Saki","Côte d'Ivoire",0,2015-06-11
"Cynthia Djohore","Côte d'Ivoire",0,2015-06-11
"Nina Kpaho","Côte d'Ivoire",0,2015-06-11
"Mariam Diakité","Côte d'Ivoire",0,2015-06-11
"Nadege Essoh","Côte d'Ivoire",0,2015-06-11
"Sandrine Niamien","Côte d'Ivoire",0,2015-06-11
"Rebecca Elloh","Côte d'Ivoire",45,2015-06-11
"Josée Nahi","Côte d'Ivoire",56,2015-06-11
"Nadège Cissé","Côte d'Ivoire",0,2015-06-11
"Jessica Aby","Côte d'Ivoire",9,2015-06-11
"Aminata Haidara","Côte d'Ivoire",0,2015-06-11
"Sophie Aguie","Côte d'Ivoire",0,2015-06-11
"Waraporn Boonsing","Thailand",90,2015-06-11
"Natthakarn Chinwong","Thailand",90,2015-06-11
"Duangnapa Sritala","Thailand",90,2015-06-11
"Pikul Khueanpet","Thailand",90,2015-06-11
"Silawan Intamee","Thailand",90,2015-06-11
"Warunee Phetwiset","Thailand",90,2015-06-11
"Sunisa Srangthaisong","Thailand",90,2015-06-11
"Orathai Srimanee","Thailand",73,2015-06-11
"Anootsara Maijarern","Thailand",90,2015-06-11
"Kanjana Sungngoen","Thailand",90,2015-06-11
"Nisa Romyen","Thailand",43,2015-06-11
"Yada Sengyong","Thailand",0,2015-06-11
"Sukanya Chor Charoenying","Thailand",0,2015-06-11
"Darut Changplook","Thailand",0,2015-06-11
"Ainon Phancha","Thailand",0,2015-06-11
"Naphat Seesraum","Thailand",0,2015-06-11
"Alisa Rukpinij","Thailand",0,2015-06-11
"Rattikan Thongsombut","Thailand",47,2015-06-11
"Thanatta Chawong","Thailand",17,2015-06-11
"Nattaya Duanjanthuek","Thailand",0,2015-06-11
"Khwanrudi Saengchan","Thailand",0,2015-06-11
"Taneekarn Dangda","Thailand",0,2015-06-11
"Wilaiporn Boothduang","Thailand",0,2015-06-11
"Lydia Williams","Australia",90,2015-06-12
"Laura Alleway","Australia",90,2015-06-12
"Steph Catley","Australia",90,2015-06-12
"Elise Kellond-Knight","Australia",90,2015-06-12
"Caitlin Foord","Australia",90,2015-06-12
"Emily van Egmond","Australia",90,2015-06-12
"Lisa De Vanna","Australia",90,2015-06-12
"Alanna Kennedy","Australia",90,2015-06-12
"Kyah Simon","Australia",87,2015-06-12
"Katrina Gorry","Australia",62,2015-06-12
"Sam Kerr","Australia",90,2015-06-12
"Melissa Barbieri","Australia",0,2015-06-12
"Mackenzie Arnold","Australia",0,2015-06-12
"Larissa Crummer","Australia",0,2015-06-12
"Ashleigh Sykes","Australia",0,2015-06-12
"Clare Polkinghorne","Australia",0,2015-06-12
"Servet Uzunlar","Australia",0,2015-06-12
"Leena Khamis","Australia",0,2015-06-12
"Tameka Yallop","Australia",28,2015-06-12
"Teresa Polias","Australia",0,2015-06-12
"Hayley Raso","Australia",0,2015-06-12
"Nicola Bolger","Australia",0,2015-06-12
"Michelle Heyman","Australia",3,2015-06-12
"Precious Dede","Nigeria",90,2015-06-12
"Osinachi Ohale","Nigeria",52,2015-06-12
"Onome Ebi","Nigeria",90,2015-06-12
"Josephine Chukwunonye","Nigeria",90,2015-06-12
"Asisat Oshoala","Nigeria",84,2015-06-12
"Desire Oparanozie","Nigeria",54,2015-06-12
"Halimatu Ayinde","Nigeria",90,2015-06-12
"Ngozi Okobi","Nigeria",90,2015-06-12
"Evelyn Nwabuoku","Nigeria",90,2015-06-12
"Francisca Ordega","Nigeria",90,2015-06-12
"Ngozi Ebere","Nigeria",90,2015-06-12
"Christy Ohiaeriaku","Nigeria",0,2015-06-12
"Blessing Edoho","Nigeria",0,2015-06-12
"Perpetua Nkwocha","Nigeria",36,2015-06-12
"Esther Sunday","Nigeria",0,2015-06-12
"Courtney Dike","Nigeria",6,2015-06-12
"Iniabasi Umotong","Nigeria",0,2015-06-12
"Ugo Njoku","Nigeria",38,2015-06-12
"Ibubeleye Whyte","Nigeria",0,2015-06-12
"Loveth Ayila","Nigeria",0,2015-06-12
"Martina Ohadugha","Nigeria",0,2015-06-12
"Cecilia Nku","Nigeria",0,2015-06-12
"Sarah Nnodim","Nigeria",0,2015-06-12
"Gaëlle Thalmann","Switzerland",90,2015-06-12
"Rachel Rinast","Switzerland",90,2015-06-12
"Noelle Maritz","Switzerland",57,2015-06-12
"Martina Moser","Switzerland",90,2015-06-12
"Lia Wälti","Switzerland",90,2015-06-12
"Ramona Bachmann","Switzerland",90,2015-06-12
"Ana-Maria Crnogorčević","Switzerland",90,2015-06-12
"Rahel Kiwic","Switzerland",72,2015-06-12
"Caroline Abbé","Switzerland",51,2015-06-12
"Fabienne Humm","Switzerland",90,2015-06-12
"Eseosa Aigbogun","Switzerland",90,2015-06-12
"Stenia Michel","Switzerland",0,2015-06-12
"Jennifer Oehrli","Switzerland",0,2015-06-12
"Nicole Remund","Switzerland",33,2015-06-12
"Sandra Betschart","Switzerland",0,2015-06-12
"Selina Kuster","Switzerland",18,2015-06-12
"Cinzia Zehnder","Switzerland",39,2015-06-12
"Lara Dickenmann","Switzerland",0,2015-06-12
"Florijana Ismaili","Switzerland",0,2015-06-12
"Vanessa Bürki","Switzerland",0,2015-06-12
"Daniela Schwarz","Switzerland",0,2015-06-12
"Vanessa Bernauer","Switzerland",0,2015-06-12
"Barla Deplazes","Switzerland",0,2015-06-12
"Shirley Berruz","Ecuador",90,2015-06-12
"Katherine Ortíz","Ecuador",45,2015-06-12
"Nancy Aguilar","Ecuador",90,2015-06-12
"Mayra Olvera","Ecuador",90,2015-06-12
"Angie Ponce","Ecuador",90,2015-06-12
"Ingrid Rodríguez","Ecuador",90,2015-06-12
"Mónica Quinteros","Ecuador",90,2015-06-12
"Ana Palacios","Ecuador",69,2015-06-12
"Kerlly Real","Ecuador",90,2015-06-12
"Denise Pesántes","Ecuador",90,2015-06-12
"Mabel Velarde","Ecuador",79,2015-06-12
"Irene Tobar","Ecuador",0,2015-06-12
"Andrea Vera","Ecuador",0,2015-06-12
"Merly Zambrano","Ecuador",0,2015-06-12
"Erika Vásquez","Ecuador",11,2015-06-12
"Giannina Lattanzio","Ecuador",0,2015-06-12
"Ámbar Torres","Ecuador",0,2015-06-12
"Madelin Riera","Ecuador",0,2015-06-12
"Carina Caicedo","Ecuador",0,2015-06-12
"Alexandra Salvador","Ecuador",45,2015-06-12
"Adriana Barré","Ecuador",21,2015-06-12
"Mariela Jácome","Ecuador",0,2015-06-12
"Erin McLeod","Canada",90,2015-06-11
"Kadeisha Buchanan","Canada",90,2015-06-11
"Josée Bélanger","Canada",90,2015-06-11
"Lauren Sesselmann","Canada",68,2015-06-11
"Desiree Scott","Canada",73,2015-06-11
"Christine Sinclair","Canada",90,2015-06-11
"Sophie Schmidt","Canada",90,2015-06-11
"Melissa Tancredi","Canada",90,2015-06-11
"Allysha Chapman","Canada",90,2015-06-11
"Jonelle Filigno","Canada",63,2015-06-11
"Ashley Lawrence","Canada",90,2015-06-11
"Stephanie Labbé","Canada",0,2015-06-11
"Karina LeBlanc","Canada",0,2015-06-11
"Emily Zurrer","Canada",0,2015-06-11
"Carmelina Moscato","Canada",22,2015-06-11
"Robyn Gayle","Canada",0,2015-06-11
"Kaylyn Kyle","Canada",27,2015-06-11
"Rhian Wilkinson","Canada",0,2015-06-11
"Diana Matheson","Canada",0,2015-06-11
"Jessie Fleming","Canada",0,2015-06-11
"Selenia Iacchelli","Canada",0,2015-06-11
"Adriana Leon","Canada",17,2015-06-11
"Marie-Ève Nault","Canada",0,2015-06-11
"Erin Nayler","New Zealand",90,2015-06-11
"Ria Percival","New Zealand",90,2015-06-11
"Katie Duncan","New Zealand",90,2015-06-11
"Abby Erceg","New Zealand",90,2015-06-11
"Rebekah Stott","New Zealand",90,2015-06-11
"Ali Riley","New Zealand",90,2015-06-11
"Amber Hearn","New Zealand",90,2015-06-11
"Sarah Gregorius","New Zealand",80,2015-06-11
"Betsy Hassett","New Zealand",77,2015-06-11
"Annalie Longo","New Zealand",90,2015-06-11
"Hannah Wilkinson","New Zealand",89,2015-06-11
"Rebecca Rolls","New Zealand",0,2015-06-11
"Cushla Lichtwark","New Zealand",0,2015-06-11
"Anna Green","New Zealand",0,2015-06-11
"Jasmine Pereira","New Zealand",1,2015-06-11
"Kirsty Yallop","New Zealand",0,2015-06-11
"Rosie White","New Zealand",10,2015-06-11
"Katie Bowen","New Zealand",13,2015-06-11
"Meikayla Moore","New Zealand",0,2015-06-11
"CJ Bott","New Zealand",0,2015-06-11
"Evie Millynn","New Zealand",0,2015-06-11
"Daisy Cleverley","New Zealand",0,2015-06-11
"Emma Kete","New Zealand",0,2015-06-11
"Sarah Bouhaddi","France",90,2015-06-13
"Wendie Renard","France",90,2015-06-13
"Laure Boulleau","France",90,2015-06-13
"Laura Georges","France",90,2015-06-13
"Kenza Dali","France",77,2015-06-13
"Jessica Houara","France",90,2015-06-13
"Eugénie Le Sommer","France",90,2015-06-13
"Camille Abily","France",90,2015-06-13
"Louisa Cadamuro","France",63,2015-06-13
"Élise Bussaglia","France",63,2015-06-13
"Gaëtane Thiney","France",90,2015-06-13
"Céline Deville","France",0,2015-06-13
"Méline Gérard","France",0,2015-06-13
"Sabrina Delannoy","France",0,2015-06-13
"Amandine Henry","France",27,2015-06-13
"Claire Lavogez","France",27,2015-06-13
"Élodie Thomis","France",0,2015-06-13
"Kadidiatou Diani","France",0,2015-06-13
"Marie-Laure Delie","France",13,2015-06-13
"Griedge Mbock Bathy","France",0,2015-06-13
"Anaïg Butel","France",0,2015-06-13
"Amel Majri","France",0,2015-06-13
"Kheira Hamraoui","France",0,2015-06-13
"Sandra Sepúlveda","Colombia",90,2015-06-13
"Natalia Gaitán","Colombia",90,2015-06-13
"Diana Ospina","Colombia",90,2015-06-13
"Daniela Montoya","Colombia",90,2015-06-13
"Ingrid Vidal","Colombia",55,2015-06-13
"Oriánica Velásquez","Colombia",90,2015-06-13
"Yoreli Rincón","Colombia",87,2015-06-13
"Angela Clavijo","Colombia",90,2015-06-13
"Nataly Arias","Colombia",90,2015-06-13
"Lady Andrade","Colombia",90,2015-06-13
"Carolina Arias","Colombia",90,2015-06-13
"Stefany Castaño","Colombia",0,2015-06-13
"Catalina Pérez","Colombia",0,2015-06-13
"Carolina Arbeláez","Colombia",0,2015-06-13
"Lina Granados","Colombia",0,2015-06-13
"Mildrey Pineda","Colombia",0,2015-06-13
"Catalina Usme","Colombia",35,2015-06-13
"Tatiana Ariza","Colombia",0,2015-06-13
"Yisela Cuesta","Colombia",0,2015-06-13
"Leicy Santos","Colombia",0,2015-06-13
"Laura Cosme","Colombia",0,2015-06-13
"Isabella Echeverri","Colombia",3,2015-06-13
"Manuela González","Colombia",0,2015-06-13
"Luciana Maria Dionizio","Brazil",90,2015-06-13
"Fabiana da Silva Simões","Brazil",77,2015-06-13
"Mônica","Brazil",90,2015-06-13
"Andressinha","Brazil",90,2015-06-13
"Tamires","Brazil",90,2015-06-13
"Thaisa","Brazil",60,2015-06-13
"Andressa","Brazil",90,2015-06-13
"Marta","Brazil",90,2015-06-13
"Cristiane","Brazil",89,2015-06-13
"Rafaelle","Brazil",90,2015-06-13
"Formiga","Brazil",90,2015-06-13
"Bárbara","Brazil",0,2015-06-13
"Letícia Izidoro","Brazil",0,2015-06-13
"Rafinha","Brazil",0,2015-06-13
"Beatriz","Brazil",0,2015-06-13
"Poliana","Brazil",13,2015-06-13
"Géssica do Nascimento","Brazil",0,2015-06-13
"Tayla","Brazil",0,2015-06-13
"Rosana","Brazil",0,2015-06-13
"Raquel","Brazil",1,2015-06-13
"Maurine Dorneles Gonçalves","Brazil",0,2015-06-13
"Gabi Zanotti","Brazil",0,2015-06-13
"Darlene De Souza","Brazil",30,2015-06-13
"Ainhoa Tirapu","Spain",90,2015-06-13
"Celia Jiménez","Spain",90,2015-06-13
"Leire Landa","Spain",90,2015-06-13
"Virginia Torrecilla","Spain",77,2015-06-13
"Michelle O'Neill","Spain",71,2015-06-13
"Verónica Boquete","Spain",90,2015-06-13
"Marta Corredera","Spain",70,2015-06-13
"Vicky Losada","Spain",90,2015-06-13
"Marta Torrejón","Spain",90,2015-06-13
"Irene Paredes","Spain",90,2015-06-13
"Alexia Putellas","Spain",90,2015-06-13
"Dolores Gallardo","Spain",0,2015-06-13
"Sandra Paños","Spain",0,2015-06-13
"Melanie Serrano","Spain",0,2015-06-13
"Ruth García","Spain",0,2015-06-13
"Sonia Bermúdez","Spain",13,2015-06-13
"Jennifer Hermoso","Spain",0,2015-06-13
"Priscila Borja","Spain",20,2015-06-13
"Silvia Meseguer","Spain",19,2015-06-13
"Ivana Andrés","Spain",0,2015-06-13
"Elisabeth Ibarra","Spain",0,2015-06-13
"Erika Vázquez","Spain",0,2015-06-13
"Amanda Sampedro","Spain",0,2015-06-13
"Karen Bardsley","England",90,2015-06-13
"Claire Rafferty","England",53,2015-06-13
"Fara Williams","England",90,2015-06-13
"Steph Houghton","England",90,2015-06-13
"Laura Bassett","England",90,2015-06-13
"Jill Scott","England",66,2015-06-13
"Eniola Aluko","England",90,2015-06-13
"Jade Moore","England",90,2015-06-13
"Lucy Bronze","England",85,2015-06-13
"Toni Duggan","England",90,2015-06-13
"Fran Kirby","England",90,2015-06-13
"Siobhan Chamberlain","England",0,2015-06-13
"Carly Telford","England",0,2015-06-13
"Alex Scott","England",5,2015-06-13
"Jordan Nobbs","England",0,2015-06-13
"Karen Carney","England",24,2015-06-13
"Alex Greenwood","England",37,2015-06-13
"Casey Stoney","England",0,2015-06-13
"Katie Chapman","England",0,2015-06-13
"Jo Potter","England",0,2015-06-13
"Jodie Taylor","England",0,2015-06-13
"Lianne Sanderson","England",0,2015-06-13
"Ellen White","England",0,2015-06-13
"Cecilia Santiago","Mexico",90,2015-06-13
"Kenti Robles","Mexico",90,2015-06-13
"Alina Garciamendez","Mexico",90,2015-06-13
"Jenny Ruiz-Williams","Mexico",90,2015-06-13
"Nayeli Rangel","Mexico",90,2015-06-13
"Charlyn Corral","Mexico",90,2015-06-13
"Stephany Mayor","Mexico",90,2015-06-13
"Mónica Ocampo","Mexico",89,2015-06-13
"Bianca Sierra","Mexico",45,2015-06-13
"Verónica Pérez","Mexico",90,2015-06-13
"Renae Cuéllar","Mexico",77,2015-06-13
"Pamela Tajonar","Mexico",0,2015-06-13
"Emily Alvarado","Mexico",0,2015-06-13
"Christina Murillo","Mexico",0,2015-06-13
"Valeria Miranda","Mexico",45,2015-06-13
"Teresa Noyola","Mexico",0,2015-06-13
"Greta Espinoza","Mexico",0,2015-06-13
"Arianna Romero","Mexico",0,2015-06-13
"Mónica Alvarado","Mexico",0,2015-06-13
"Amanda Perez","Mexico",0,2015-06-13
"Maria Sanchez","Mexico",13,2015-06-13
"Anisa Guajardo","Mexico",0,2015-06-13
"Fabiola Ibarra","Mexico",1,2015-06-13
"Kim Jung-mi","Korea Republic",90,2015-06-13
"Lee Eun-mi","Korea Republic",90,2015-06-13
"Shim Seo-yeon","Korea Republic",90,2015-06-13
"Hwang Bo-ram","Korea Republic",90,2015-06-13
"Jeon Ga-eul","Korea Republic",90,2015-06-13
"Cho So-hyun","Korea Republic",90,2015-06-13
"Ji So-yun","Korea Republic",90,2015-06-13
"Yoo Young-a","Korea Republic",77,2015-06-13
"Kwon Hah-nul","Korea Republic",90,2015-06-13
"Kang Yu-mi","Korea Republic",63,2015-06-13
"Kim Hye-ri","Korea Republic",84,2015-06-13
"Jun Min-kyung","Korea Republic",0,2015-06-13
"Yoon Young-geul","Korea Republic",0,2015-06-13
"Lim Seon-joo","Korea Republic",6,2015-06-13
"Kim Do-yeon","Korea Republic",0,2015-06-13
"Park Eun-sun","Korea Republic",0,2015-06-13
"Jung Seol-bin","Korea Republic",27,2015-06-13
"Song Su-ran","Korea Republic",0,2015-06-13
"Park Hee-young","Korea Republic",0,2015-06-13
"Kim Hye-yeong","Korea Republic",0,2015-06-13
"Kim Soo-yun","Korea Republic",0,2015-06-13
"Lee So-dam","Korea Republic",0,2015-06-13
"Lee Geum-min","Korea Republic",13,2015-06-13
"Dinnia Díaz","Costa Rica",90,2015-06-13
"Diana Saenz","Costa Rica",90,2015-06-13
"Carol Sánchez","Costa Rica",90,2015-06-13
"Melissa Herrera","Costa Rica",90,2015-06-13
"Shirley Cruz","Costa Rica",90,2015-06-13
"Raquel Rodríguez","Costa Rica",90,2015-06-13
"Lixy Rodríguez","Costa Rica",90,2015-06-13
"María Barrantes","Costa Rica",76,2015-06-13
"Cristín Granados","Costa Rica",90,2015-06-13
"Katherine Alvarado","Costa Rica",90,2015-06-13
"Wendy Acosta","Costa Rica",90,2015-06-13
"Noelia Bermúdez","Costa Rica",0,2015-06-13
"Yirliana Arroyo","Costa Rica",0,2015-06-13
"Gabriela Guillén","Costa Rica",0,2015-06-13
"Emilie Valenciano","Costa Rica",0,2015-06-13
"Mariana Benavides","Costa Rica",0,2015-06-13
"Daniela Cruz","Costa Rica",0,2015-06-13
"Carolina Venegas","Costa Rica",0,2015-06-13
"Karla Villalobos","Costa Rica",14,2015-06-13
"Fabiola Sanchez","Costa Rica",0,2015-06-13
"Adriana Venegas","Costa Rica",0,2015-06-13
"María Coto","Costa Rica",0,2015-06-13
"Gloriana Villalobos","Costa Rica",0,2015-06-13
"Ayumi Kaihori","Japan",90,2015-06-12
"Yukari Kinga","Japan",90,2015-06-12
"Azusa Iwashimizu","Japan",90,2015-06-12
"Saki Kumagai","Japan",90,2015-06-12
"Aya Sameshima","Japan",90,2015-06-12
"Mizuho Sakaguchi","Japan",64,2015-06-12
"Aya Miyama","Japan",90,2015-06-12
"Nahomi Kawasumi","Japan",55,2015-06-12
"Rumi Utsugi","Japan",90,2015-06-12
"Yuika Sugasawa","Japan",85,2015-06-12
"Yūki Nagasato","Japan",90,2015-06-12
"Miho Fukumoto","Japan",0,2015-06-12
"Erina Yamane","Japan",0,2015-06-12
"Homare Sawa","Japan",26,2015-06-12
"Shinobu Ohno","Japan",35,2015-06-12
"Megumi Kamionobe","Japan",5,2015-06-12
"Asuna Tanaka","Japan",0,2015-06-12
"Mana Iwabuchi","Japan",0,2015-06-12
"Saori Ariyoshi","Japan",0,2015-06-12
"Yuri Kawamura","Japan",0,2015-06-12
"Asano Nagasato","Japan",0,2015-06-12
"Kana Kitahara","Japan",0,2015-06-12
"Annette Ngo Ndom","Cameroon",90,2015-06-12
"Christine Manie","Cameroon",90,2015-06-12
"Yvonne Leuko","Cameroon",90,2015-06-12
"Gabrielle Onguene","Cameroon",72,2015-06-12
"Raissa Feudjio","Cameroon",90,2015-06-12
"Madeleine Ngono Mani","Cameroon",62,2015-06-12
"Jeannette Yango","Cameroon",90,2015-06-12
"Claudine Meffometou","Cameroon",90,2015-06-12
"Cathy Bou Ndjouh","Cameroon",90,2015-06-12
"Gaëlle Enganamouit","Cameroon",90,2015-06-12
"Genevieve Ngo","Cameroon",45,2015-06-12
"Thècle Mbororo","Cameroon",0,2015-06-12
"Flore Enyegue","Cameroon",0,2015-06-12
"Ajara Nchout","Cameroon",28,2015-06-12
"Augustine Ejangue","Cameroon",18,2015-06-12
"Francine Zouga","Cameroon",45,2015-06-12
"Aurelle Awona","Cameroon",0,2015-06-12
"Ninon Abena","Cameroon",0,2015-06-12
"Ysis Sonkeng","Cameroon",0,2015-06-12
"Henriette Akaba","Cameroon",0,2015-06-12
"Agathe Ngani","Cameroon",0,2015-06-12
"Rose Bella","Cameroon",0,2015-06-12
"Wanki Awachwi","Cameroon",0,2015-06-12
"Hope Solo","United States",90,2015-06-12
"Sydney Leroux","United States",78,2015-06-12
"Becky Sauerbrunn","United States",90,2015-06-12
"Carli Lloyd","United States",90,2015-06-12
"Ali Krieger","United States",90,2015-06-12
"Lauren Holiday","United States",90,2015-06-12
"Morgan Gautrat","United States",58,2015-06-12
"Megan Rapinoe","United States",90,2015-06-12
"Julie Ertz","United States",90,2015-06-12
"Meghan Klingenberg","United States",90,2015-06-12
"Christen Press","United States",67,2015-06-12
"Ashlyn Harris","United States",0,2015-06-12
"Alyssa Naeher","United States",0,2015-06-12
"Christie Pearce","United States",0,2015-06-12
"Kelley O'Hara","United States",0,2015-06-12
"Whitney Engen","United States",0,2015-06-12
"Shannon Boxx","United States",0,2015-06-12
"Amy Rodriguez","United States",32,2015-06-12
"Heather O'Reilly","United States",0,2015-06-12
"Alex Morgan","United States",12,2015-06-12
"Lori Chalupny","United States",0,2015-06-12
"Tobin Heath","United States",0,2015-06-12
"Abby Wambach","United States",23,2015-06-12
"Hedvig Lindahl","Sweden",90,2015-06-12
"Nilla Fischer","Sweden",90,2015-06-12
"Lisa Dahlkvist","Sweden",90,2015-06-12
"Lotta Schelin","Sweden",90,2015-06-12
"Sofia Jakobsson","Sweden",90,2015-06-12
"Amanda Ilestedt","Sweden",90,2015-06-12
"Therese Sjögran","Sweden",75,2015-06-12
"Lina Nilsson","Sweden",70,2015-06-12
"Caroline Seger","Sweden",90,2015-06-12
"Jessica Samuelsson","Sweden",90,2015-06-12
"Elin Rubensson","Sweden",90,2015-06-12
"Hilda Carlén","Sweden",0,2015-06-12
"Carola Söberg","Sweden",0,2015-06-12
"Charlotte Rohlin","Sweden",0,2015-06-12
"Linda Sembrant","Sweden",20,2015-06-12
"Emma Berglund","Sweden",0,2015-06-12
"Sara Thunebro","Sweden",0,2015-06-12
"Kosovare Asllani","Sweden",0,2015-06-12
"Jenny Hjohlman","Sweden",0,2015-06-12
"Malin Diaz","Sweden",0,2015-06-12
"Emma Lundh","Sweden",0,2015-06-12
"Emilia Brodin","Sweden",15,2015-06-12
"Olivia Schough","Sweden",0,2015-06-12
"Waraporn Boonsing","Thailand",90,2015-06-15
"Natthakarn Chinwong","Thailand",90,2015-06-15
"Duangnapa Sritala","Thailand",90,2015-06-15
"Pikul Khueanpet","Thailand",90,2015-06-15
"Silawan Intamee","Thailand",90,2015-06-15
"Warunee Phetwiset","Thailand",90,2015-06-15
"Sunisa Srangthaisong","Thailand",90,2015-06-15
"Rattikan Thongsombut","Thailand",89,2015-06-15
"Orathai Srimanee","Thailand",79,2015-06-15
"Anootsara Maijarern","Thailand",87,2015-06-15
"Kanjana Sungngoen","Thailand",90,2015-06-15
"Yada Sengyong","Thailand",0,2015-06-15
"Sukanya Chor Charoenying","Thailand",0,2015-06-15
"Darut Changplook","Thailand",1,2015-06-15
"Ainon Phancha","Thailand",0,2015-06-15
"Naphat Seesraum","Thailand",0,2015-06-15
"Alisa Rukpinij","Thailand",3,2015-06-15
"Thanatta Chawong","Thailand",0,2015-06-15
"Nattaya Duanjanthuek","Thailand",0,2015-06-15
"Khwanrudi Saengchan","Thailand",0,2015-06-15
"Taneekarn Dangda","Thailand",0,2015-06-15
"Wilaiporn Boothduang","Thailand",11,2015-06-15
"Nisa Romyen","Thailand",0,2015-06-15
"Nadine Angerer","Germany",90,2015-06-15
"Bianca Schmidt","Germany",90,2015-06-15
"Annike Krahn","Germany",61,2015-06-15
"Melanie Behringer","Germany",90,2015-06-15
"Lena Lotzen","Germany",90,2015-06-15
"Dzsenifer Marozsán","Germany",45,2015-06-15
"Célia Šašić","Germany",45,2015-06-15
"Babett Peter","Germany",90,2015-06-15
"Jennifer Cramer","Germany",90,2015-06-15
"Melanie Leupolz","Germany",90,2015-06-15
"Sara Däbritz","Germany",90,2015-06-15
